"nie_malla_modi_id","sen_slope_tempsp","sen_slope_per_tempsp","p_value_tempsp","tau_tempsp"
1678463,0.081,0.94,0.58407,0.121
1678464,0.081,0.86,0.54644,0.132
1678465,0.081,0.87,0.51122,0.143
1678466,0.084,0.85,0.51122,0.143
1678467,0.082,0.79,0.51122,0.143
1678468,0.086,0.8,0.44342,0.165
1678469,0.099,0.87,0.38107,0.187
1678470,0.095,0.8,0.38107,0.187
1678471,0.086,0.69,0.32442,0.209
1678472,0.084,0.67,0.32442,0.209
1678473,0.103,0.81,0.32442,0.209
1678474,0.11,0.85,0.32442,0.209
1678475,0.12,0.92,0.22844,0.253
1678476,0.113,0.9,0.32442,0.209
1678477,0.103,0.84,0.32442,0.209
1678478,0.107,0.88,0.32442,0.209
1678479,0.107,0.9,0.32442,0.209
1678480,0.113,0.94,0.32442,0.209
1678481,0.12,0.97,0.32442,0.209
1678482,0.12,0.93,0.22844,0.253
1678483,0.12,0.93,0.24958,0.242
1678484,0.117,0.91,0.27212,0.231
1678485,0.124,0.95,0.24958,0.242
1678486,0.127,0.95,0.22844,0.253
1678487,0.126,0.92,0.22844,0.253
1678488,0.13,0.92,0.22844,0.253
1678489,0.14,0.95,0.27356,0.231
1678490,0.138,0.9,0.27356,0.231
1680717,0.077,0.66,0.54644,0.132
1680718,0.075,0.66,0.58407,0.121
1680719,0.077,0.7,0.58407,0.121
1680720,0.069,0.8,0.58407,0.121
1680724,0.08,0.97,0.51122,0.143
1680725,0.081,1.13,0.54644,0.132
1680726,0.081,1.22,0.58407,0.121
1680727,0.08,1.33,0.58407,0.121
1680728,0.08,1.42,0.58407,0.121
1680729,0.075,1.38,0.66142,0.099
1680730,0.075,1.35,0.66142,0.099
1680731,0.076,1.38,0.66142,0.099
1680732,0.075,1.56,0.66142,0.099
1680733,0.075,1.7,0.66142,0.099
1680734,0.076,1.67,0.66142,0.099
1680735,0.076,1.88,0.66142,0.099
1680736,0.076,1.83,0.6217,0.11
1680737,0.083,2.14,0.58407,0.121
1680738,0.078,2,0.66142,0.099
1680739,0.078,1.81,0.58407,0.121
1680740,0.079,1.6,0.58407,0.121
1680741,0.08,1.82,0.58407,0.121
1680742,0.081,2.01,0.58407,0.121
1680743,0.086,1.97,0.66142,0.099
1680744,0.088,2.16,0.66142,0.099
1680745,0.096,2.44,0.66142,0.099
1680746,0.096,2.35,0.66142,0.099
1680747,0.099,2.57,0.66142,0.099
1680748,0.098,2.31,0.66142,0.099
1680749,0.099,2.95,0.66142,0.099
1680750,0.102,4.17,0.66142,0.099
1680751,0.102,4.53,0.66142,0.099
1680752,0.102,3.45,0.66142,0.099
1680753,0.103,4.33,0.66142,0.099
1680754,0.102,5.1,0.66142,0.099
1680755,0.1,3.02,0.66142,0.099
1680756,0.104,2.03,0.66142,0.099
1680757,0.104,1.94,0.66142,0.099
1680758,0.098,2.15,0.66142,0.099
1680759,0.094,2.2,0.66142,0.099
1680760,0.102,1.83,0.66142,0.099
1680761,0.09,1.26,0.58407,0.121
1680762,0.096,1.47,0.66142,0.099
1680763,0.097,1.86,0.66142,0.099
1680764,0.098,2.81,0.66142,0.099
1680765,0.098,2.91,0.58407,0.121
1680766,0.093,3.47,0.58407,0.121
1680767,0.077,4.3,0.51122,0.143
1680768,0.075,7.23,0.51122,0.143
1680769,0.084,44.95,0.51122,0.143
1680770,0.088,11.13,0.51122,0.143
1680771,0.09,6.28,0.51122,0.143
1680772,0.088,4.1,0.51122,0.143
1680773,0.088,3.79,0.51122,0.143
1680774,0.068,5.84,0.6217,0.11
1680775,0.069,21.74,0.74256,0.077
1680776,0.069,16.82,0.74256,0.077
1680777,0.065,5.58,0.74256,0.077
1680778,0.065,4.24,0.74256,0.077
1680779,0.064,2.57,0.82667,0.055
1680780,0.067,3.56,0.82667,0.055
1680781,0.062,5.9,0.82667,0.055
1680782,0.068,3.88,0.82667,0.055
1680783,0.073,4.52,0.82667,0.055
1680784,0.07,4.43,0.82667,0.055
1680785,0.07,6.13,0.82667,0.055
1680786,0.068,7.25,0.82667,0.055
1680787,0.07,7.13,0.82667,0.055
1680788,0.072,8.06,0.82667,0.055
1680789,0.074,5.66,0.82667,0.055
1680790,0.072,4.05,0.82667,0.055
1680791,0.055,2.36,0.82667,0.055
1680792,0.068,2.51,0.74256,0.077
1680793,0.065,2.89,0.58407,0.121
1680794,0.068,2.68,0.58407,0.121
1680795,0.07,2.6,0.51122,0.143
1680796,0.087,2.79,0.58407,0.121
1680797,0.1,2.79,0.54644,0.132
1680798,0.105,2.73,0.51122,0.143
1680799,0.079,2.05,0.66142,0.099
1680800,0.077,2.32,0.66142,0.099
1680801,0.081,3.19,0.66142,0.099
1680802,0.07,2.21,0.66142,0.099
1680803,0.074,2.19,0.6217,0.11
1680804,0.081,1.79,0.66142,0.099
1680805,0.093,1.78,0.66142,0.099
1680806,0.094,1.72,0.66142,0.099
1680807,0.094,2.07,0.58407,0.121
1680808,0.102,2.6,0.58407,0.121
1680809,0.108,3.62,0.51122,0.143
1680810,0.108,3.78,0.51122,0.143
1680811,0.108,2.93,0.58407,0.121
1680812,0.109,2.69,0.58407,0.121
1680813,0.11,2.59,0.58407,0.121
1680814,0.108,2.95,0.58407,0.121
1680815,0.107,2.47,0.58407,0.121
1680816,0.105,1.94,0.58407,0.121
1680817,0.082,1.3,0.58407,0.121
1680818,0.087,1.27,0.58407,0.121
1680819,0.098,1.4,0.66142,0.099
1680820,0.098,1.5,0.58407,0.121
1680821,0.103,1.86,0.58407,0.121
1680822,0.138,3.14,0.51122,0.143
1680823,0.136,4.45,0.51122,0.143
1680824,0.134,4.49,0.44342,0.165
1680825,0.14,3.91,0.44342,0.165
1680826,0.143,4.28,0.51122,0.143
1680827,0.168,5.75,0.44342,0.165
1680828,0.162,5.12,0.44342,0.165
1680829,0.148,3.68,0.44342,0.165
1680830,0.14,3.05,0.44342,0.165
1680831,0.142,3.21,0.51122,0.143
1680832,0.142,3.25,0.51122,0.143
1680833,0.144,3.36,0.51122,0.143
1680834,0.138,2.96,0.51122,0.143
1680835,0.14,3.05,0.476,0.154
1680836,0.146,3.31,0.44342,0.165
1680837,0.154,4.03,0.44342,0.165
1680838,0.164,5.02,0.44342,0.165
1680839,0.166,4.51,0.38107,0.187
1680840,0.164,4.11,0.38107,0.187
1680841,0.168,4.51,0.38107,0.187
1680842,0.164,3.99,0.38107,0.187
1680843,0.164,3.91,0.32442,0.209
1680844,0.166,4.13,0.35131,0.198
1680845,0.166,3.98,0.32442,0.209
1680846,0.166,3.95,0.32442,0.209
1680847,0.166,3.73,0.29754,0.22
1680848,0.168,3.35,0.29754,0.22
1680849,0.168,2.72,0.32442,0.209
1680850,0.173,2.46,0.27356,0.231
1680851,0.089,1.14,0.51122,0.143
1680852,0.084,1.07,0.44342,0.165
1680853,0.084,1.08,0.44342,0.165
1680854,0.078,0.94,0.44342,0.165
1680855,0.077,0.89,0.44342,0.165
1680856,0.076,0.89,0.44342,0.165
1680857,0.076,0.99,0.44342,0.165
1680858,0.076,0.86,0.51122,0.143
1680859,0.077,0.98,0.51122,0.143
1680860,0.076,0.94,0.51122,0.143
1680861,0.077,0.9,0.50995,0.143
1680862,0.081,0.97,0.58407,0.121
1680863,0.08,0.96,0.58407,0.121
1680864,0.08,0.93,0.58407,0.121
1680865,0.081,0.93,0.58407,0.121
1680866,0.084,0.98,0.58407,0.121
1680867,0.082,0.93,0.51122,0.143
1680868,0.082,0.87,0.51122,0.143
1680869,0.082,0.82,0.51122,0.143
1680870,0.085,0.81,0.44342,0.165
1680871,0.102,0.91,0.38107,0.187
1680872,0.095,0.81,0.38107,0.187
1680873,0.091,0.77,0.38107,0.187
1680874,0.086,0.71,0.38107,0.187
1680875,0.097,0.78,0.32442,0.209
1680876,0.103,0.81,0.29754,0.22
1680877,0.11,0.87,0.32442,0.209
1680878,0.117,0.92,0.32442,0.209
1680879,0.107,0.87,0.32442,0.209
1680880,0.097,0.8,0.32442,0.209
1680881,0.087,0.76,0.32442,0.209
1680882,0.089,0.78,0.32442,0.209
1680883,0.1,0.84,0.32442,0.209
1680884,0.103,0.85,0.32442,0.209
1680885,0.11,0.9,0.32442,0.209
1680886,0.107,0.87,0.32442,0.209
1680887,0.113,0.9,0.32442,0.209
1680888,0.113,0.88,0.29754,0.22
1680889,0.124,0.93,0.27356,0.231
1680890,0.132,0.94,0.22844,0.253
1680891,0.142,0.98,0.22844,0.253
1680892,0.134,0.89,0.27356,0.231
1683119,0.075,0.65,0.51122,0.143
1683120,0.075,0.68,0.58407,0.121
1683121,0.076,0.69,0.58407,0.121
1683122,0.076,0.71,0.58407,0.121
1683123,0.08,0.88,0.58407,0.121
1683127,0.074,0.85,0.58407,0.121
1683128,0.079,1.13,0.58407,0.121
1683129,0.081,1.26,0.58407,0.121
1683130,0.082,1.21,0.58407,0.121
1683131,0.076,1.14,0.66142,0.099
1683132,0.077,1.19,0.66142,0.099
1683133,0.075,1.21,0.66142,0.099
1683134,0.075,1.25,0.66142,0.099
1683135,0.077,1.35,0.66142,0.099
1683136,0.075,1.51,0.66142,0.099
1683137,0.075,1.62,0.58407,0.121
1683138,0.075,1.87,0.58407,0.121
1683139,0.079,2.05,0.58407,0.121
1683140,0.077,2.25,0.58407,0.121
1683141,0.079,2.09,0.58407,0.121
1683142,0.08,1.75,0.58407,0.121
1683143,0.082,2.02,0.58407,0.121
1683144,0.083,2.29,0.6217,0.11
1683145,0.087,2.52,0.66142,0.099
1683146,0.091,2.67,0.66142,0.099
1683147,0.092,2.89,0.66142,0.099
1683148,0.095,2.55,0.66142,0.099
1683149,0.097,2.68,0.66142,0.099
1683150,0.1,2.46,0.66142,0.099
1683151,0.104,3.52,0.66142,0.099
1683152,0.104,4.74,0.66142,0.099
1683153,0.105,5.93,0.66142,0.099
1683154,0.105,4.2,0.66142,0.099
1683155,0.106,5.38,0.66142,0.099
1683156,0.104,8.01,0.66142,0.099
1683157,0.102,3.86,0.66142,0.099
1683158,0.104,1.96,0.66142,0.099
1683159,0.1,2.45,0.66142,0.099
1683160,0.094,2.81,0.66142,0.099
1683161,0.091,2.57,0.66142,0.099
1683162,0.096,1.98,0.66142,0.099
1683163,0.096,1.43,0.66142,0.099
1683164,0.092,1.51,0.66142,0.099
1683165,0.088,1.45,0.6217,0.11
1683166,0.098,1.87,0.66142,0.099
1683167,0.099,2.56,0.58407,0.121
1683168,0.064,2.04,0.44342,0.165
1683169,0.067,3.03,0.51122,0.143
1683170,0.076,6.08,0.51122,0.143
1683171,0.076,11.26,0.51122,0.143
1683172,0.082,6.01,0.51122,0.143
1683173,0.08,4.66,0.51122,0.143
1683174,0.082,3.2,0.51122,0.143
1683175,0.067,2.7,0.58407,0.121
1683176,0.069,3.99,0.74256,0.077
1683177,0.067,6.25,0.74256,0.077
1683178,0.067,7.3,0.74256,0.077
1683179,0.066,4.68,0.78398,0.066
1683180,0.061,3.76,0.82667,0.055
1683181,0.062,2.31,0.82667,0.055
1683182,0.06,2.6,0.82667,0.055
1683183,0.06,3.96,0.82667,0.055
1683184,0.058,3.02,0.82667,0.055
1683185,0.058,3.13,0.82667,0.055
1683186,0.058,4.35,0.82667,0.055
1683187,0.059,6.05,0.82667,0.055
1683188,0.057,5.11,0.82667,0.055
1683189,0.06,5.1,0.82667,0.055
1683190,0.062,4.75,0.82667,0.055
1683191,0.07,3.42,0.82667,0.055
1683192,0.076,2.91,0.74256,0.077
1683193,0.065,2.32,0.74256,0.077
1683194,0.065,2.06,0.74256,0.077
1683195,0.064,2.42,0.66142,0.099
1683196,0.07,2.45,0.58407,0.121
1683197,0.09,2.81,0.51122,0.143
1683198,0.062,1.69,0.66142,0.099
1683199,0.045,1.07,0.66142,0.099
1683200,0.063,1.31,0.66142,0.099
1683201,0.071,1.61,0.66142,0.099
1683202,0.071,1.87,0.66142,0.099
1683203,0.072,2.4,0.66142,0.099
1683204,0.071,1.93,0.66142,0.099
1683205,0.079,1.97,0.66142,0.099
1683206,0.084,1.76,0.74256,0.077
1683207,0.082,1.49,0.66142,0.099
1683208,0.088,1.41,0.66142,0.099
1683209,0.088,1.75,0.66142,0.099
1683210,0.1,2.41,0.58407,0.121
1683211,0.102,2.96,0.58407,0.121
1683212,0.102,3.21,0.58407,0.121
1683213,0.102,2.49,0.58407,0.121
1683214,0.104,2.1,0.58407,0.121
1683215,0.103,1.94,0.58407,0.121
1683216,0.102,2.09,0.58407,0.121
1683217,0.105,2.43,0.58407,0.121
1683218,0.105,2.18,0.58407,0.121
1683219,0.105,1.97,0.66142,0.099
1683220,0.08,1.31,0.66142,0.099
1683221,0.093,1.33,0.66142,0.099
1683222,0.097,1.43,0.58407,0.121
1683223,0.097,1.71,0.58407,0.121
1683224,0.136,2.79,0.51122,0.143
1683225,0.137,3.55,0.44342,0.165
1683226,0.137,3.64,0.44342,0.165
1683227,0.143,3.26,0.51122,0.143
1683228,0.15,3.52,0.44342,0.165
1683229,0.154,4.33,0.44342,0.165
1683230,0.158,4.41,0.44342,0.165
1683231,0.144,3.57,0.44342,0.165
1683232,0.136,2.64,0.44342,0.165
1683233,0.132,2.47,0.44342,0.165
1683234,0.136,2.57,0.44342,0.165
1683235,0.138,2.79,0.44342,0.165
1683236,0.136,2.58,0.44342,0.165
1683237,0.132,2.4,0.44342,0.165
1683238,0.136,2.73,0.44342,0.165
1683239,0.15,3.54,0.44342,0.165
1683240,0.16,4.17,0.44342,0.165
1683241,0.158,3.67,0.38107,0.187
1683242,0.162,3.84,0.38107,0.187
1683243,0.166,4.03,0.38107,0.187
1683244,0.16,3.34,0.32442,0.209
1683245,0.162,3.45,0.32442,0.209
1683246,0.164,3.63,0.32442,0.209
1683247,0.165,3.54,0.32442,0.209
1683248,0.165,3.32,0.32442,0.209
1683249,0.163,3.1,0.32442,0.209
1683250,0.162,3.16,0.32442,0.209
1683251,0.165,3.46,0.27356,0.231
1683252,0.168,3.2,0.27356,0.231
1683253,0.174,2.79,0.27356,0.231
1683254,0.174,2.81,0.27356,0.231
1683255,0.115,1.66,0.51122,0.143
1683256,0.11,1.72,0.51122,0.143
1683257,0.086,1.21,0.476,0.154
1683258,0.082,1.11,0.44342,0.165
1683259,0.084,1.27,0.51122,0.143
1683260,0.078,1.05,0.44342,0.165
1683261,0.079,1.1,0.44342,0.165
1683262,0.079,1.14,0.44342,0.165
1683263,0.078,1.04,0.476,0.154
1683264,0.075,1,0.51122,0.143
1683265,0.082,1.04,0.58407,0.121
1683266,0.082,1,0.58407,0.121
1683267,0.08,0.94,0.58407,0.121
1683268,0.082,0.88,0.51122,0.143
1683269,0.08,0.85,0.51122,0.143
1683270,0.082,0.87,0.51122,0.143
1683271,0.082,0.84,0.51122,0.143
1683272,0.093,0.9,0.41085,0.176
1683273,0.096,0.9,0.38107,0.187
1683274,0.094,0.86,0.38107,0.187
1683275,0.098,0.86,0.38107,0.187
1683276,0.093,0.8,0.38107,0.187
1683277,0.085,0.71,0.38107,0.187
1683278,0.09,0.76,0.32442,0.209
1683279,0.09,0.77,0.32442,0.209
1683280,0.088,0.75,0.32442,0.209
1683281,0.09,0.78,0.32442,0.209
1683282,0.089,0.76,0.32442,0.209
1683283,0.089,0.79,0.38107,0.187
1683284,0.096,0.89,0.38107,0.187
1683285,0.09,0.8,0.32442,0.209
1683286,0.09,0.79,0.38107,0.187
1683287,0.09,0.78,0.32442,0.209
1683288,0.097,0.8,0.32442,0.209
1683289,0.107,0.86,0.32442,0.209
1683290,0.118,0.91,0.27356,0.231
1683291,0.12,0.9,0.27356,0.231
1683292,0.126,0.9,0.24958,0.242
1683293,0.145,1,0.22844,0.253
1683294,0.13,0.85,0.27356,0.231
1685521,0.074,0.66,0.54644,0.132
1685522,0.077,0.73,0.58407,0.121
1685523,0.075,0.71,0.58407,0.121
1685524,0.075,0.7,0.58407,0.121
1685525,0.084,0.97,0.58407,0.121
1685526,0.085,0.99,0.58407,0.121
1685528,0.082,0.98,0.51122,0.143
1685529,0.082,1.06,0.58407,0.121
1685530,0.082,1.06,0.58407,0.121
1685531,0.08,1.08,0.58407,0.121
1685532,0.08,1.18,0.58407,0.121
1685533,0.075,1.23,0.66142,0.099
1685534,0.077,1.31,0.66142,0.099
1685535,0.078,1.5,0.66142,0.099
1685536,0.076,1.43,0.66142,0.099
1685537,0.075,1.31,0.66142,0.099
1685538,0.075,1.34,0.6217,0.11
1685539,0.077,1.57,0.6217,0.11
1685540,0.076,1.8,0.58407,0.121
1685541,0.078,2.66,0.54644,0.132
1685542,0.078,2.73,0.51122,0.143
1685543,0.078,2.56,0.58407,0.121
1685544,0.081,2.48,0.58407,0.121
1685545,0.082,2.4,0.58407,0.121
1685546,0.087,2.73,0.58407,0.121
1685547,0.089,2.9,0.66142,0.099
1685548,0.094,3.24,0.66142,0.099
1685549,0.095,2.89,0.66142,0.099
1685550,0.097,2.95,0.66142,0.099
1685551,0.102,3.32,0.66142,0.099
1685552,0.103,3.27,0.66142,0.099
1685553,0.103,3.45,0.66142,0.099
1685554,0.106,5.95,0.66142,0.099
1685555,0.107,8.03,0.66142,0.099
1685556,0.109,6.87,0.66142,0.099
1685557,0.108,7.33,0.66142,0.099
1685558,0.107,11.5,0.66142,0.099
1685559,0.104,3.63,0.66142,0.099
1685560,0.102,2.2,0.66142,0.099
1685561,0.1,2.89,0.66142,0.099
1685562,0.096,4.05,0.66142,0.099
1685563,0.091,2.67,0.66142,0.099
1685564,0.092,2,0.66142,0.099
1685565,0.092,1.41,0.6217,0.11
1685566,0.092,1.69,0.66142,0.099
1685567,0.088,1.77,0.51122,0.143
1685568,0.088,1.75,0.51122,0.143
1685569,0.071,1.62,0.476,0.154
1685570,0.065,1.98,0.44342,0.165
1685571,0.068,3.13,0.51122,0.143
1685572,0.077,12.18,0.51122,0.143
1685573,0.075,17.83,0.51122,0.143
1685574,0.075,5.08,0.51122,0.143
1685575,0.077,3.5,0.58407,0.121
1685576,0.07,2.3,0.51122,0.143
1685577,0.067,2.23,0.66142,0.099
1685578,0.067,3.11,0.74256,0.077
1685579,0.065,3.49,0.78398,0.066
1685580,0.064,3.18,0.82667,0.055
1685581,0.062,2.87,0.82667,0.055
1685582,0.06,2.47,0.82667,0.055
1685583,0.059,2.01,0.78398,0.066
1685584,0.057,1.87,0.74256,0.077
1685585,0.058,3.09,0.82667,0.055
1685586,0.058,2.67,0.82667,0.055
1685587,0.057,3.52,0.82667,0.055
1685588,0.058,5.3,0.82667,0.055
1685589,0.058,5.02,0.82667,0.055
1685590,0.056,3.52,0.82667,0.055
1685591,0.055,4.04,0.82667,0.055
1685592,0.058,3.48,0.82667,0.055
1685593,0.063,2.52,0.74256,0.077
1685594,0.071,2.19,0.74256,0.077
1685595,0.073,2.27,0.74256,0.077
1685596,0.063,1.88,0.74256,0.077
1685597,0.05,1.71,0.66142,0.099
1685598,0.048,1.49,0.66142,0.099
1685599,0.05,1.19,0.66142,0.099
1685600,0.05,1.15,0.58407,0.121
1685601,0.048,1.03,0.66142,0.099
1685602,0.058,1.09,0.66142,0.099
1685603,0.063,1.34,0.66142,0.099
1685604,0.064,1.65,0.66142,0.099
1685605,0.068,2.21,0.66142,0.099
1685606,0.071,1.96,0.66142,0.099
1685607,0.066,1.37,0.70113,0.088
1685608,0.062,1.21,0.74256,0.077
1685609,0.056,0.92,0.66142,0.099
1685610,0.054,0.82,0.66142,0.099
1685611,0.055,1.01,0.66142,0.099
1685612,0.093,1.97,0.66142,0.099
1685613,0.095,2.27,0.6217,0.11
1685614,0.094,2.67,0.6217,0.11
1685615,0.095,2.38,0.66142,0.099
1685616,0.098,2.18,0.66142,0.099
1685617,0.097,1.82,0.66142,0.099
1685618,0.099,1.69,0.66142,0.099
1685619,0.098,1.89,0.66142,0.099
1685620,0.1,2.2,0.66142,0.099
1685621,0.098,1.85,0.66142,0.099
1685622,0.08,1.31,0.66142,0.099
1685623,0.09,1.3,0.6217,0.11
1685624,0.097,1.36,0.58407,0.121
1685625,0.097,1.54,0.58407,0.121
1685626,0.126,2.25,0.476,0.154
1685627,0.138,3.24,0.44342,0.165
1685628,0.143,3.25,0.44342,0.165
1685629,0.142,2.74,0.32442,0.209
1685630,0.142,2.89,0.44342,0.165
1685631,0.15,3.38,0.44342,0.165
1685632,0.15,3.8,0.44342,0.165
1685633,0.146,3.31,0.44342,0.165
1685634,0.14,2.88,0.44342,0.165
1685635,0.133,2.21,0.44342,0.165
1685636,0.132,2.1,0.44342,0.165
1685637,0.132,2.28,0.44342,0.165
1685638,0.135,2.13,0.44342,0.165
1685639,0.135,2.37,0.44342,0.165
1685640,0.142,2.78,0.44342,0.165
1685641,0.15,3.13,0.44342,0.165
1685642,0.158,3.56,0.38107,0.187
1685643,0.152,3.05,0.38107,0.187
1685644,0.159,3.18,0.32442,0.209
1685645,0.159,3.16,0.32442,0.209
1685646,0.163,3.03,0.32442,0.209
1685647,0.163,3.04,0.32442,0.209
1685648,0.164,3.22,0.32442,0.209
1685649,0.162,3.1,0.32442,0.209
1685650,0.16,2.89,0.32442,0.209
1685651,0.16,2.64,0.32442,0.209
1685652,0.16,2.76,0.32442,0.209
1685653,0.163,3.1,0.27356,0.231
1685654,0.167,3.38,0.27356,0.231
1685655,0.173,3.59,0.27356,0.231
1685656,0.174,3.64,0.27356,0.231
1685657,0.178,3.29,0.27356,0.231
1685658,0.178,3.19,0.27356,0.231
1685659,0.116,1.91,0.51122,0.143
1685660,0.11,2.03,0.51122,0.143
1685661,0.098,1.8,0.51122,0.143
1685662,0.09,1.55,0.51122,0.143
1685663,0.09,1.51,0.51122,0.143
1685664,0.085,1.38,0.51122,0.143
1685665,0.083,1.32,0.51122,0.143
1685666,0.079,1.16,0.44342,0.165
1685667,0.082,1.11,0.58407,0.121
1685668,0.082,1.04,0.58407,0.121
1685669,0.083,1.01,0.54644,0.132
1685670,0.083,0.95,0.51122,0.143
1685671,0.082,0.89,0.51122,0.143
1685672,0.083,0.85,0.51122,0.143
1685673,0.091,0.87,0.44342,0.165
1685674,0.096,0.88,0.38107,0.187
1685675,0.096,0.87,0.38107,0.187
1685676,0.094,0.84,0.38107,0.187
1685677,0.093,0.8,0.38107,0.187
1685678,0.091,0.79,0.38107,0.187
1685679,0.084,0.7,0.38107,0.187
1685680,0.094,0.83,0.38107,0.187
1685681,0.092,0.85,0.38107,0.187
1685682,0.092,0.87,0.38107,0.187
1685683,0.092,0.85,0.38107,0.187
1685684,0.093,0.84,0.38107,0.187
1685685,0.093,0.83,0.38107,0.187
1685686,0.095,0.87,0.38107,0.187
1685687,0.092,0.85,0.38107,0.187
1685688,0.092,0.85,0.38107,0.187
1685689,0.09,0.8,0.38107,0.187
1685690,0.09,0.76,0.32442,0.209
1685691,0.1,0.81,0.32442,0.209
1685692,0.108,0.83,0.27356,0.231
1685693,0.12,0.87,0.27356,0.231
1685694,0.13,0.91,0.24958,0.242
1685695,0.14,0.96,0.22844,0.253
1685696,0.14,0.93,0.22844,0.253
1685697,0.132,0.85,0.27356,0.231
1687924,0.082,0.77,0.58407,0.121
1687925,0.082,0.8,0.58407,0.121
1687926,0.084,0.8,0.58407,0.121
1687927,0.085,0.84,0.51122,0.143
1687928,0.084,0.86,0.58407,0.121
1687929,0.085,0.87,0.54644,0.132
1687930,0.082,0.93,0.58407,0.121
1687931,0.082,1.03,0.58407,0.121
1687932,0.083,1.11,0.58407,0.121
1687933,0.082,1.14,0.58407,0.121
1687934,0.079,1.18,0.58407,0.121
1687935,0.075,1.25,0.66142,0.099
1687936,0.076,1.38,0.66142,0.099
1687937,0.078,1.72,0.66142,0.099
1687938,0.077,1.71,0.66142,0.099
1687939,0.076,1.47,0.66142,0.099
1687940,0.076,1.5,0.58407,0.121
1687941,0.077,1.84,0.58407,0.121
1687942,0.076,2.39,0.58407,0.121
1687943,0.078,2.49,0.51122,0.143
1687944,0.079,3.05,0.51122,0.143
1687945,0.08,3.18,0.51122,0.143
1687946,0.084,3.36,0.58407,0.121
1687947,0.084,3.28,0.58407,0.121
1687948,0.087,3.55,0.58407,0.121
1687949,0.09,3.58,0.6217,0.11
1687950,0.092,3.02,0.66142,0.099
1687951,0.097,3.41,0.66142,0.099
1687952,0.099,3.7,0.66142,0.099
1687953,0.103,4.24,0.66142,0.099
1687954,0.103,4.87,0.66142,0.099
1687955,0.104,4.59,0.66142,0.099
1687956,0.109,6.87,0.66142,0.099
1687957,0.11,16.06,0.66142,0.099
1687958,0.11,14.47,0.66142,0.099
1687959,0.11,10.51,0.66142,0.099
1687960,0.112,16.56,0.66142,0.099
1687961,0.105,3.51,0.58407,0.121
1687962,0.101,2.79,0.66142,0.099
1687963,0.1,4.2,0.66142,0.099
1687964,0.097,4.73,0.66142,0.099
1687965,0.091,2.43,0.66142,0.099
1687966,0.098,1.76,0.66142,0.099
1687967,0.09,1.74,0.66142,0.099
1687968,0.09,1.77,0.6217,0.11
1687969,0.088,1.79,0.51122,0.143
1687970,0.092,2.51,0.44342,0.165
1687971,0.072,2.06,0.44342,0.165
1687972,0.068,2.46,0.44342,0.165
1687973,0.073,4.45,0.51122,0.143
1687974,0.078,67.98,0.51122,0.143
1687975,0.076,26.32,0.51122,0.143
1687976,0.075,16.54,0.66142,0.099
1687977,0.074,9.01,0.66142,0.099
1687978,0.069,2.57,0.66142,0.099
1687979,0.067,1.72,0.66142,0.099
1687980,0.065,2.01,0.74256,0.077
1687981,0.063,2.32,0.82667,0.055
1687982,0.064,1.95,0.74256,0.077
1687983,0.059,1.7,0.74256,0.077
1687984,0.058,1.67,0.74256,0.077
1687985,0.055,1.35,0.74256,0.077
1687986,0.058,2,0.74256,0.077
1687987,0.056,2.46,0.82667,0.055
1687988,0.053,2.7,0.82667,0.055
1687989,0.055,4.17,0.82667,0.055
1687990,0.055,4.43,0.82667,0.055
1687991,0.055,3.18,0.82667,0.055
1687992,0.057,4.03,0.82667,0.055
1687993,0.057,3.11,0.82667,0.055
1687994,0.053,2.22,0.74256,0.077
1687995,0.059,2.28,0.74256,0.077
1687996,0.058,1.96,0.74256,0.077
1687997,0.05,1.34,0.74256,0.077
1687998,0.052,1.47,0.74256,0.077
1687999,0.047,1.66,0.66142,0.099
1688000,0.038,1.1,0.66142,0.099
1688001,0.04,0.92,0.66142,0.099
1688002,0.043,0.93,0.66142,0.099
1688003,0.047,0.91,0.66142,0.099
1688004,0.057,0.99,0.66142,0.099
1688005,0.059,1.2,0.66142,0.099
1688006,0.061,1.53,0.66142,0.099
1688007,0.064,1.8,0.66142,0.099
1688008,0.058,1.52,0.66142,0.099
1688009,0.051,1.03,0.66142,0.099
1688010,0.05,0.9,0.74256,0.077
1688011,0.055,0.89,0.82667,0.055
1688012,0.054,0.79,0.82667,0.055
1688013,0.054,0.88,0.82667,0.055
1688014,0.086,1.45,0.66142,0.099
1688015,0.085,1.74,0.66142,0.099
1688016,0.085,2.08,0.66142,0.099
1688017,0.087,2.12,0.66142,0.099
1688018,0.089,1.7,0.66142,0.099
1688019,0.088,1.54,0.66142,0.099
1688020,0.091,1.49,0.66142,0.099
1688021,0.092,1.55,0.66142,0.099
1688022,0.093,1.92,0.66142,0.099
1688023,0.093,1.8,0.66142,0.099
1688024,0.075,1.21,0.66142,0.099
1688025,0.087,1.24,0.58407,0.121
1688027,0.096,1.52,0.58407,0.121
1688028,0.096,1.67,0.58407,0.121
1688029,0.124,2.53,0.51122,0.143
1688030,0.145,2.95,0.32442,0.209
1688031,0.13,2.3,0.32442,0.209
1688032,0.14,2.36,0.35131,0.198
1688033,0.141,2.79,0.44342,0.165
1688034,0.148,3.37,0.44342,0.165
1688035,0.14,2.76,0.44342,0.165
1688036,0.137,2.48,0.44342,0.165
1688037,0.136,2.22,0.38107,0.187
1688038,0.136,2,0.38107,0.187
1688039,0.138,2.1,0.38107,0.187
