"nie_malla_modi_id","sen_slope_temp","sen_slope_per_temp","p_value_temp","tau_temp"
1644755,0.042,0.4,0.2073,0.264
1644756,0.038,0.34,0.18889,0.275
1644757,0.038,0.32,0.17048,0.286
1644758,0.036,0.3,0.18889,0.275
1644759,0.034,0.29,0.18889,0.275
1644760,0.035,0.28,0.18889,0.275
1644761,0.032,0.26,0.18889,0.275
1644762,0.034,0.3,0.24958,0.242
1644763,0.024,0.21,0.18889,0.275
1644764,0.023,0.19,0.13878,0.308
1644765,0.023,0.19,0.11184,0.33
1644766,0.026,0.22,0.12531,0.319
1644767,0.028,0.24,0.18889,0.275
1644768,0.025,0.21,0.2073,0.264
1644769,0.03,0.25,0.22844,0.253
1644770,0.034,0.28,0.29754,0.22
1644771,0.03,0.25,0.27356,0.231
1644772,0.027,0.23,0.37964,0.187
1644773,0.032,0.28,0.27356,0.231
1644774,0.04,0.34,0.35131,0.198
1644775,0.045,0.36,0.37964,0.187
1644776,0.048,0.38,0.41085,0.176
1644779,0.053,0.42,0.44342,0.165
1644782,0.053,0.42,0.41085,0.176
1644783,0.05,0.41,0.41085,0.176
1644784,0.052,0.44,0.35131,0.198
1644785,0.048,0.41,0.35131,0.198
1644786,0.047,0.38,0.35131,0.198
1644787,0.045,0.36,0.35131,0.198
1644789,0.038,0.31,0.29754,0.22
1644790,0.034,0.3,0.35131,0.198
1644791,0.032,0.28,0.24958,0.242
1644792,0.029,0.24,0.17048,0.286
1644793,0.028,0.23,0.18889,0.275
1644794,0.023,0.2,0.11184,0.33
1644795,0.028,0.25,0.17048,0.286
1644796,0.035,0.31,0.18889,0.275
1644797,0.034,0.29,0.12418,0.319
1644798,0.038,0.33,0.13878,0.308
1644803,0.04,0.32,0.12531,0.319
1644809,0.038,0.31,0.32442,0.209
1644810,0.036,0.28,0.24958,0.242
1644811,0.033,0.25,0.29754,0.22
1644812,0.03,0.23,0.29754,0.22
1644813,0.028,0.21,0.38107,0.187
1644814,0.024,0.18,0.37964,0.187
1644815,0.023,0.17,0.44205,0.165
1644816,0.022,0.17,0.44342,0.165
1644817,0.02,0.15,0.51122,0.143
1644818,0.02,0.15,0.58407,0.121
1644819,0.02,0.14,0.54644,0.132
1644820,0.017,0.13,0.58407,0.121
1644821,0.018,0.13,0.58407,0.121
1644822,0.018,0.13,0.66142,0.099
1644823,0.014,0.1,0.66142,0.099
1644824,0.014,0.09,0.66142,0.099
1644825,0.016,0.11,0.70113,0.088
1644826,0.015,0.1,0.66142,0.099
1644827,0.027,0.18,0.51122,0.143
1644828,0.031,0.2,0.41085,0.176
1644829,0.036,0.23,0.22844,0.253
1644830,0.044,0.28,0.18889,0.275
1644831,0.047,0.29,0.18889,0.275
1644832,0.045,0.28,0.15339,0.297
1647136,0.04,0.45,0.17048,0.286
1647137,0.047,0.57,0.18889,0.275
1647138,0.047,0.54,0.18889,0.275
1647139,0.048,0.53,0.15339,0.297
1647140,0.037,0.43,0.18889,0.275
1647141,0.04,0.48,0.17048,0.286
1647142,0.042,0.52,0.15463,0.297
1647143,0.037,0.45,0.17048,0.286
1647144,0.04,0.47,0.17048,0.286
1647145,0.039,0.52,0.17048,0.286
1647146,0.038,0.54,0.22844,0.253
1647147,0.038,0.57,0.22844,0.253
1647148,0.037,0.56,0.22844,0.253
1647149,0.036,0.55,0.22844,0.253
1647150,0.037,0.61,0.2073,0.264
1647151,0.036,0.51,0.17048,0.286
1647152,0.035,0.45,0.15463,0.297
1647153,0.043,0.5,0.15463,0.297
1647154,0.043,0.47,0.15463,0.297
1647155,0.04,0.4,0.17048,0.286
1647156,0.042,0.41,0.18756,0.275
1647157,0.042,0.37,0.13878,0.308
1647158,0.04,0.34,0.13878,0.308
1647159,0.036,0.31,0.18889,0.275
1647160,0.035,0.31,0.18889,0.275
1647161,0.037,0.31,0.18889,0.275
1647162,0.033,0.28,0.18889,0.275
1647163,0.033,0.29,0.22844,0.253
1647164,0.024,0.23,0.24958,0.242
1647165,0.026,0.23,0.15339,0.297
1647166,0.026,0.22,0.11184,0.33
1647167,0.027,0.23,0.13878,0.308
1647168,0.027,0.23,0.18889,0.275
1647169,0.027,0.24,0.18889,0.275
1647170,0.03,0.25,0.22844,0.253
1647171,0.033,0.27,0.27212,0.231
1647172,0.033,0.29,0.27356,0.231
1647173,0.03,0.25,0.41085,0.176
1647174,0.03,0.25,0.35131,0.198
1647175,0.032,0.29,0.27356,0.231
1647176,0.042,0.36,0.32297,0.209
1647177,0.045,0.37,0.41085,0.176
1647178,0.047,0.36,0.41085,0.176
1647180,0.052,0.41,0.44342,0.165
1647186,0.052,0.43,0.32442,0.209
1647187,0.047,0.41,0.35131,0.198
1647188,0.045,0.4,0.32442,0.209
1647189,0.042,0.34,0.35131,0.198
1647190,0.042,0.33,0.35131,0.198
1647191,0.037,0.33,0.35131,0.198
1647192,0.034,0.3,0.32442,0.209
1647193,0.03,0.28,0.24958,0.242
1647194,0.027,0.23,0.22844,0.253
1647195,0.028,0.23,0.15463,0.297
1647196,0.022,0.2,0.12531,0.319
1647197,0.041,0.37,0.15463,0.297
1647198,0.041,0.38,0.13878,0.308
1647199,0.037,0.34,0.18889,0.275
1647200,0.039,0.36,0.15463,0.297
1647204,0.043,0.36,0.12531,0.319
1647205,0.044,0.36,0.12531,0.319
1647206,0.041,0.34,0.13878,0.308
1647207,0.042,0.35,0.27356,0.231
1647208,0.041,0.35,0.27356,0.231
1647210,0.038,0.33,0.32442,0.209
1647211,0.039,0.32,0.32442,0.209
1647212,0.036,0.28,0.29754,0.22
1647213,0.034,0.26,0.27356,0.231
1647214,0.03,0.22,0.27212,0.231
1647215,0.028,0.21,0.34937,0.198
1647216,0.028,0.22,0.44205,0.165
1647217,0.024,0.18,0.44205,0.165
1647218,0.022,0.17,0.41085,0.176
1647219,0.022,0.17,0.44205,0.165
1647220,0.02,0.15,0.54644,0.132
1647221,0.02,0.15,0.58407,0.121
1647222,0.02,0.15,0.54644,0.132
1647223,0.016,0.12,0.58407,0.121
1647224,0.018,0.13,0.58407,0.121
1647225,0.016,0.11,0.66142,0.099
1647226,0.015,0.1,0.66142,0.099
1647227,0.02,0.14,0.66142,0.099
1647228,0.028,0.18,0.58294,0.121
1647229,0.026,0.17,0.38107,0.187
1647230,0.038,0.24,0.27356,0.231
1647231,0.036,0.23,0.18889,0.275
1647232,0.047,0.29,0.18889,0.275
1647233,0.048,0.3,0.15463,0.297
1647234,0.048,0.3,0.15339,0.297
1647235,0.048,0.29,0.15339,0.297
1647242,0.048,0.29,0.15463,0.297
1647243,0.05,0.31,0.15463,0.297
1649539,0.047,0.6,0.22844,0.253
1649540,0.046,0.57,0.22844,0.253
1649541,0.047,0.55,0.2073,0.264
1649542,0.043,0.54,0.18756,0.275
1649543,0.043,0.56,0.17048,0.286
1649544,0.038,0.51,0.15463,0.297
1649545,0.036,0.46,0.2073,0.264
1649546,0.036,0.44,0.2073,0.264
1649547,0.038,0.48,0.17048,0.286
1649548,0.037,0.53,0.22844,0.253
1649549,0.037,0.59,0.22844,0.253
1649550,0.037,0.64,0.27356,0.231
1649551,0.039,0.67,0.22844,0.253
1649552,0.037,0.58,0.2073,0.264
1649553,0.036,0.51,0.16876,0.286
1649554,0.034,0.46,0.15463,0.297
1649555,0.04,0.49,0.15463,0.297
1649556,0.045,0.5,0.15463,0.297
1649557,0.04,0.42,0.18889,0.275
1649558,0.043,0.42,0.2073,0.264
1649559,0.045,0.41,0.15463,0.297
1649560,0.037,0.35,0.2073,0.264
1649561,0.035,0.32,0.22844,0.253
1649562,0.035,0.31,0.18889,0.275
1649563,0.037,0.31,0.18889,0.275
1649564,0.033,0.3,0.22844,0.253
1649565,0.032,0.31,0.22844,0.253
1649566,0.029,0.27,0.2073,0.264
1649567,0.028,0.24,0.15174,0.297
1649568,0.028,0.24,0.15339,0.297
1649569,0.028,0.24,0.17048,0.286
1649570,0.025,0.22,0.18889,0.275
1649571,0.027,0.25,0.22844,0.253
1649572,0.033,0.28,0.22844,0.253
1649573,0.034,0.29,0.27356,0.231
1649574,0.031,0.28,0.32442,0.209
1649575,0.028,0.24,0.41085,0.176
1649576,0.028,0.25,0.32442,0.209
1649577,0.032,0.29,0.29754,0.22
1649578,0.042,0.35,0.32297,0.209
1649579,0.043,0.35,0.41085,0.176
1649581,0.048,0.39,0.38107,0.187
1649582,0.048,0.39,0.41085,0.176
1649583,0.052,0.41,0.44342,0.165
1649585,0.052,0.42,0.41085,0.176
1649586,0.05,0.41,0.38107,0.187
1649587,0.05,0.41,0.38107,0.187
1649588,0.048,0.42,0.32442,0.209
1649589,0.045,0.4,0.32442,0.209
1649590,0.043,0.38,0.35131,0.198
1649591,0.043,0.35,0.32442,0.209
1649592,0.04,0.32,0.37964,0.187
1649593,0.037,0.31,0.32442,0.209
1649594,0.03,0.28,0.32442,0.209
1649595,0.029,0.26,0.22844,0.253
1649596,0.025,0.22,0.18889,0.275
1649597,0.025,0.21,0.11184,0.33
1649598,0.04,0.37,0.12531,0.319
1649599,0.04,0.38,0.11184,0.33
1649600,0.04,0.39,0.22844,0.253
1649601,0.044,0.43,0.12531,0.319
1649602,0.046,0.45,0.13878,0.308
1649603,0.042,0.39,0.12531,0.319
1649606,0.043,0.37,0.15463,0.297
1649607,0.043,0.36,0.15463,0.297
1649608,0.042,0.36,0.15463,0.297
1649609,0.04,0.35,0.22704,0.253
1649610,0.04,0.37,0.38107,0.187
1649611,0.039,0.36,0.38107,0.187
1649612,0.039,0.36,0.38107,0.187
1649613,0.039,0.33,0.35131,0.198
1649614,0.039,0.32,0.32442,0.209
1649615,0.036,0.28,0.27212,0.231
1649616,0.033,0.25,0.27212,0.231
1649617,0.03,0.23,0.38107,0.187
1649618,0.027,0.22,0.41085,0.176
1649619,0.028,0.23,0.44342,0.165
1649620,0.026,0.21,0.476,0.154
1649621,0.026,0.21,0.476,0.154
1649622,0.024,0.19,0.51122,0.143
1649623,0.022,0.17,0.58294,0.121
1649624,0.022,0.17,0.58407,0.121
1649625,0.02,0.16,0.54644,0.132
1649626,0.016,0.12,0.54644,0.132
1649627,0.02,0.14,0.58407,0.121
1649628,0.022,0.16,0.6217,0.11
1649629,0.025,0.17,0.66142,0.099
1649630,0.025,0.17,0.44342,0.165
1649631,0.031,0.21,0.38107,0.187
1649632,0.035,0.23,0.27356,0.231
1649633,0.037,0.24,0.18889,0.275
1649634,0.045,0.28,0.18889,0.275
1649635,0.048,0.3,0.18889,0.275
1649636,0.046,0.29,0.15339,0.297
1649637,0.048,0.29,0.17048,0.286
1649638,0.046,0.29,0.18889,0.275
1649639,0.044,0.27,0.18889,0.275
1649640,0.041,0.26,0.15463,0.297
1649641,0.04,0.25,0.15463,0.297
1649642,0.043,0.26,0.15463,0.297
1649643,0.046,0.28,0.13878,0.308
1649644,0.047,0.29,0.13878,0.308
1649645,0.048,0.3,0.15463,0.297
1651907,0.003,0.04,0.91281,0.033
1651908,0.005,0.06,0.91281,0.033
1651909,0.003,0.04,0.91281,0.033
1651910,0.003,0.04,0.91281,0.033
1651912,0.002,0.03,0.95628,0.022
1651941,0.045,0.62,0.27212,0.231
1651942,0.046,0.59,0.22844,0.253
1651943,0.047,0.58,0.22844,0.253
1651944,0.045,0.6,0.22844,0.253
1651945,0.04,0.56,0.2073,0.264
1651946,0.035,0.49,0.17048,0.286
1651947,0.04,0.56,0.24958,0.242
1651948,0.037,0.49,0.20547,0.264
1651949,0.036,0.49,0.24958,0.242
1651950,0.039,0.56,0.29754,0.22
1651951,0.037,0.6,0.27356,0.231
1651952,0.04,0.72,0.22844,0.253
1651953,0.04,0.69,0.22844,0.253
1651954,0.036,0.55,0.2073,0.264
1651955,0.033,0.45,0.17048,0.286
1651956,0.035,0.45,0.15463,0.297
1651957,0.04,0.49,0.15463,0.297
1651958,0.044,0.5,0.17048,0.286
1651959,0.04,0.41,0.17048,0.286
1651960,0.042,0.41,0.18889,0.275
1651961,0.04,0.39,0.2073,0.264
1651962,0.038,0.37,0.22844,0.253
1651963,0.037,0.35,0.22844,0.253
1651964,0.035,0.31,0.18889,0.275
1651965,0.036,0.31,0.18889,0.275
1651966,0.034,0.31,0.22844,0.253
1651967,0.031,0.3,0.24958,0.242
1651968,0.029,0.28,0.22704,0.253
1651969,0.031,0.29,0.17048,0.286
1651970,0.03,0.26,0.17048,0.286
1651971,0.029,0.26,0.18889,0.275
1651972,0.025,0.23,0.2073,0.264
1651973,0.025,0.24,0.22844,0.253
1651974,0.035,0.3,0.24958,0.242
1651975,0.034,0.3,0.27356,0.231
1651976,0.03,0.27,0.32442,0.209
1651977,0.029,0.27,0.38107,0.187
1651978,0.026,0.25,0.27212,0.231
1651979,0.032,0.3,0.29754,0.22
1651980,0.04,0.35,0.35131,0.198
1651981,0.043,0.35,0.32442,0.209
1651982,0.045,0.37,0.35131,0.198
1651983,0.047,0.39,0.35131,0.198
1651984,0.048,0.4,0.38107,0.187
1651985,0.05,0.41,0.35131,0.198
1651986,0.05,0.39,0.44342,0.165
1651987,0.052,0.42,0.35131,0.198
1651988,0.05,0.43,0.35131,0.198
1651989,0.048,0.41,0.35131,0.198
1651990,0.045,0.4,0.32442,0.209
1651991,0.042,0.4,0.35131,0.198
1651992,0.042,0.37,0.32442,0.209
1651993,0.042,0.37,0.32297,0.209
1651994,0.038,0.32,0.32442,0.209
1651995,0.035,0.29,0.22844,0.253
1651996,0.03,0.28,0.22844,0.253
1651997,0.028,0.27,0.27356,0.231
1651998,0.03,0.28,0.15463,0.297
1651999,0.037,0.32,0.11184,0.33
1652000,0.039,0.35,0.15463,0.297
1652001,0.04,0.4,0.17048,0.286
1652002,0.043,0.44,0.12531,0.319
1652003,0.047,0.48,0.12531,0.319
1652004,0.047,0.45,0.17048,0.286
1652005,0.047,0.44,0.17048,0.286
1652006,0.048,0.43,0.15339,0.297
1652007,0.042,0.37,0.15463,0.297
1652008,0.043,0.36,0.13878,0.308
1652009,0.041,0.36,0.18889,0.275
1652010,0.04,0.36,0.22844,0.253
1652011,0.04,0.36,0.2073,0.264
1652012,0.04,0.38,0.2956,0.22
1652013,0.039,0.39,0.38107,0.187
1652014,0.04,0.38,0.38107,0.187
1652015,0.04,0.35,0.38107,0.187
1652016,0.04,0.33,0.32297,0.209
1652017,0.039,0.3,0.27356,0.231
1652018,0.036,0.29,0.32442,0.209
1652019,0.032,0.25,0.35131,0.198
1652020,0.028,0.23,0.41085,0.176
1652021,0.027,0.23,0.41085,0.176
1652022,0.028,0.24,0.44342,0.165
1652023,0.026,0.21,0.44205,0.165
1652024,0.022,0.18,0.476,0.154
1652025,0.022,0.18,0.54644,0.132
1652026,0.022,0.18,0.54644,0.132
1652027,0.022,0.17,0.58407,0.121
1652028,0.02,0.16,0.58407,0.121
1652029,0.019,0.14,0.58407,0.121
1652030,0.021,0.16,0.58407,0.121
1652031,0.023,0.16,0.54644,0.132
1652032,0.03,0.21,0.38107,0.187
1652033,0.032,0.22,0.38107,0.187
1652034,0.035,0.23,0.27212,0.231
1652035,0.037,0.24,0.18889,0.275
1652036,0.042,0.27,0.2073,0.264
1652037,0.046,0.29,0.18889,0.275
1652038,0.048,0.3,0.18889,0.275
1652039,0.045,0.28,0.18889,0.275
1652040,0.044,0.28,0.18889,0.275
1652041,0.043,0.27,0.18889,0.275
1652042,0.041,0.26,0.15463,0.297
1652043,0.041,0.25,0.15463,0.297
1652044,0.044,0.27,0.15463,0.297
1652045,0.046,0.29,0.12531,0.319
1652046,0.047,0.29,0.15463,0.297
1652047,0.051,0.32,0.15463,0.297
1652048,0.053,0.33,0.15463,0.297
1654308,0.003,0.03,0.91281,0.033
1654309,0.003,0.03,0.91281,0.033
1654310,0.003,0.04,0.91281,0.033
1654311,0.002,0.03,0.95628,0.022
1654312,0.002,0.02,0.95628,0.022
1654313,0.002,0.03,0.91281,0.033
1654314,0.003,0.04,0.91281,0.033
1654315,0.002,0.03,0.86935,0.044
1654320,0.013,0.15,0.91281,0.033
1654321,0.015,0.18,0.91281,0.033
1654337,0.036,0.38,0.37964,0.187
1654338,0.037,0.45,0.29754,0.22
1654339,0.034,0.45,0.27356,0.231
1654340,0.039,0.52,0.27356,0.231
1654343,0.047,0.69,0.32442,0.209
1654344,0.045,0.64,0.24958,0.242
1654345,0.044,0.62,0.22844,0.253
1654346,0.042,0.6,0.24958,0.242
1654347,0.037,0.56,0.22844,0.253
1654348,0.033,0.5,0.2073,0.264
1654349,0.036,0.52,0.22704,0.253
1654350,0.04,0.56,0.22704,0.253
1654351,0.037,0.53,0.29754,0.22
1654352,0.037,0.59,0.22844,0.253
1654353,0.03,0.52,0.24958,0.242
1654354,0.03,0.57,0.27212,0.231
1654355,0.028,0.5,0.24958,0.242
1654356,0.033,0.51,0.24958,0.242
1654357,0.034,0.47,0.15463,0.297
1654358,0.04,0.5,0.15463,0.297
1654359,0.043,0.5,0.15463,0.297
1654360,0.045,0.49,0.15463,0.297
1654361,0.04,0.4,0.17048,0.286
1654362,0.042,0.42,0.2073,0.264
1654363,0.04,0.4,0.22844,0.253
1654364,0.04,0.39,0.22844,0.253
1654365,0.037,0.35,0.22844,0.253
1654366,0.036,0.32,0.18889,0.275
1654367,0.036,0.31,0.18889,0.275
1654368,0.034,0.31,0.22844,0.253
1654369,0.027,0.28,0.29754,0.22
1654370,0.029,0.29,0.29754,0.22
1654371,0.031,0.3,0.17048,0.286
1654372,0.028,0.25,0.2073,0.264
1654373,0.027,0.25,0.18889,0.275
1654374,0.025,0.23,0.22844,0.253
1654375,0.025,0.24,0.2073,0.264
1654376,0.036,0.32,0.27356,0.231
1654377,0.034,0.3,0.27356,0.231
1654378,0.03,0.29,0.32297,0.209
1654379,0.028,0.28,0.38107,0.187
1654380,0.027,0.27,0.24958,0.242
1654381,0.032,0.29,0.27356,0.231
1654382,0.04,0.34,0.29609,0.22
1654383,0.042,0.35,0.27356,0.231
1654384,0.043,0.38,0.35131,0.198
1654385,0.045,0.4,0.32442,0.209
1654386,0.047,0.4,0.35131,0.198
1654387,0.048,0.4,0.32442,0.209
1654388,0.048,0.39,0.38107,0.187
1654389,0.048,0.39,0.38107,0.187
1654390,0.048,0.41,0.32442,0.209
1654391,0.045,0.41,0.32442,0.209
1654392,0.045,0.41,0.32442,0.209
1654393,0.04,0.39,0.38107,0.187
1654394,0.038,0.36,0.35131,0.198
1654395,0.037,0.33,0.35131,0.198
1654396,0.034,0.3,0.32442,0.209
1654397,0.032,0.28,0.27212,0.231
1654398,0.03,0.27,0.18756,0.275
1654399,0.03,0.3,0.24958,0.242
1654400,0.027,0.25,0.11184,0.33
1654401,0.041,0.37,0.13878,0.308
1654402,0.04,0.38,0.12418,0.319
1654403,0.042,0.43,0.12418,0.319
1654404,0.043,0.45,0.12531,0.319
1654405,0.046,0.46,0.15463,0.297
1654406,0.046,0.44,0.17048,0.286
1654407,0.046,0.43,0.18889,0.275
1654408,0.045,0.41,0.17048,0.286
1654409,0.046,0.4,0.15463,0.297
1654410,0.048,0.42,0.15463,0.297
1654411,0.047,0.41,0.17048,0.286
1654412,0.04,0.37,0.2073,0.264
1654413,0.042,0.4,0.22844,0.253
1654414,0.041,0.41,0.29754,0.22
1654415,0.039,0.41,0.35131,0.198
1654416,0.041,0.4,0.35131,0.198
1654417,0.041,0.36,0.35131,0.198
1654418,0.042,0.34,0.29754,0.22
1654419,0.041,0.33,0.24958,0.242
1654420,0.037,0.31,0.29754,0.22
1654421,0.033,0.28,0.32297,0.209
1654422,0.032,0.27,0.38107,0.187
1654423,0.028,0.24,0.41085,0.176
1654424,0.028,0.24,0.44342,0.165
1654425,0.028,0.23,0.44342,0.165
1654426,0.026,0.22,0.50995,0.143
1654427,0.025,0.21,0.50995,0.143
1654428,0.024,0.19,0.54644,0.132
1654429,0.021,0.17,0.58407,0.121
1654430,0.027,0.21,0.58407,0.121
1654431,0.027,0.21,0.58407,0.121
1654432,0.03,0.23,0.58407,0.121
1654433,0.03,0.22,0.44205,0.165
1654434,0.033,0.23,0.38107,0.187
1654435,0.037,0.26,0.29754,0.22
1654436,0.038,0.25,0.22844,0.253
1654437,0.034,0.23,0.22844,0.253
1654438,0.039,0.25,0.2073,0.264
1654439,0.042,0.27,0.2073,0.264
1654440,0.044,0.28,0.2073,0.264
1654441,0.044,0.28,0.18889,0.275
1654442,0.04,0.26,0.2073,0.264
1654443,0.041,0.26,0.15463,0.297
1654444,0.04,0.25,0.15463,0.297
1654445,0.043,0.27,0.15463,0.297
1654446,0.043,0.27,0.13878,0.308
1654447,0.043,0.28,0.12531,0.319
1654448,0.048,0.3,0.15463,0.297
1654449,0.05,0.31,0.15463,0.297
1654450,0.05,0.31,0.13878,0.308
1654451,0.05,0.3,0.12531,0.319
1656699,0.01,0.08,0.82615,0.055
1656710,0.003,0.04,0.95628,0.022
1656711,0.003,0.04,0.91281,0.033
1656712,0.003,0.04,0.91281,0.033
1656713,0.003,0.04,0.91281,0.033
1656714,0.004,0.05,0.95628,0.022
1656715,0.003,0.04,0.95628,0.022
1656716,0.003,0.03,0.86935,0.044
1656717,0.004,0.06,0.95628,0.022
1656718,0.007,0.09,0.95628,0.022
1656719,0.009,0.12,0.95628,0.022
1656720,0.009,0.12,1,0.011
1656721,0.011,0.14,0.91281,0.033
1656722,0.012,0.15,0.91281,0.033
1656723,0.017,0.22,0.86935,0.044
1656724,0.02,0.24,0.70113,0.088
1656730,0.015,0.14,0.476,0.154
1656731,0.016,0.15,0.476,0.154
1656732,0.014,0.13,0.54644,0.132
1656738,0.037,0.33,0.41085,0.176
1656739,0.04,0.4,0.41085,0.176
1656740,0.036,0.39,0.35131,0.198
1656741,0.038,0.46,0.27356,0.231
1656742,0.035,0.44,0.27356,0.231
1656743,0.039,0.52,0.27356,0.231
1656744,0.043,0.58,0.27356,0.231
1656745,0.043,0.57,0.24958,0.242
1656746,0.047,0.68,0.29754,0.22
1656747,0.042,0.64,0.24958,0.242
1656748,0.04,0.62,0.24958,0.242
1656749,0.033,0.54,0.24958,0.242
1656750,0.032,0.52,0.24958,0.242
1656751,0.028,0.44,0.29754,0.22
1656752,0.03,0.44,0.27356,0.231
1656753,0.03,0.49,0.2956,0.22
1656754,0.03,0.55,0.31905,0.209
1656755,0.03,0.6,0.35131,0.198
1656756,0.027,0.57,0.38107,0.187
1656757,0.03,0.53,0.31905,0.209
1656758,0.03,0.44,0.24958,0.242
1656759,0.03,0.4,0.32297,0.209
1656760,0.032,0.39,0.24958,0.242
1656761,0.033,0.37,0.24958,0.242
1656762,0.04,0.42,0.18889,0.275
1656763,0.042,0.46,0.2073,0.264
1656764,0.042,0.45,0.2073,0.264
1656765,0.04,0.41,0.22844,0.253
1656766,0.038,0.36,0.22844,0.253
1656767,0.035,0.31,0.2073,0.264
1656768,0.037,0.34,0.22844,0.253
1656769,0.035,0.31,0.18889,0.275
1656770,0.033,0.31,0.22844,0.253
1656771,0.027,0.29,0.27212,0.231
1656772,0.03,0.32,0.29754,0.22
1656773,0.029,0.28,0.17048,0.286
1656774,0.031,0.27,0.2073,0.264
1656775,0.025,0.23,0.18756,0.275
1656776,0.025,0.24,0.2073,0.264
1656777,0.027,0.26,0.22844,0.253
1656778,0.035,0.32,0.27356,0.231
1656779,0.034,0.31,0.29754,0.22
1656780,0.029,0.28,0.32442,0.209
1656781,0.026,0.26,0.32442,0.209
1656782,0.024,0.24,0.27356,0.231
1656783,0.03,0.28,0.29754,0.22
1656784,0.032,0.28,0.38107,0.187
1656785,0.04,0.35,0.32442,0.209
1656786,0.042,0.37,0.32442,0.209
1656787,0.042,0.39,0.35131,0.198
1656788,0.043,0.38,0.32442,0.209
1656789,0.045,0.38,0.32442,0.209
1656790,0.045,0.36,0.35131,0.198
1656791,0.045,0.38,0.32442,0.209
1656792,0.047,0.39,0.32442,0.209
1656793,0.042,0.39,0.35131,0.198
1656794,0.037,0.37,0.38107,0.187
1656795,0.034,0.35,0.32442,0.209
1656796,0.032,0.32,0.32442,0.209
1656797,0.034,0.31,0.38107,0.187
1656798,0.03,0.28,0.32442,0.209
1656799,0.03,0.28,0.24958,0.242
1656800,0.029,0.28,0.27356,0.231
1656801,0.034,0.35,0.2073,0.264
1656802,0.033,0.33,0.15463,0.297
1656803,0.04,0.38,0.11184,0.33
1656804,0.041,0.39,0.18756,0.275
1656805,0.042,0.45,0.11184,0.33
1656806,0.046,0.51,0.15463,0.297
1656807,0.045,0.48,0.17048,0.286
1656808,0.044,0.46,0.22844,0.253
1656809,0.044,0.42,0.2073,0.264
1656810,0.048,0.43,0.15463,0.297
1656811,0.048,0.42,0.13878,0.308
1656812,0.048,0.42,0.12418,0.319
1656813,0.042,0.4,0.18756,0.275
1656814,0.042,0.39,0.17048,0.286
1656815,0.042,0.41,0.22704,0.253
1656816,0.041,0.41,0.27356,0.231
1656817,0.041,0.41,0.27356,0.231
1656818,0.041,0.41,0.35131,0.198
1656819,0.039,0.36,0.35131,0.198
1656820,0.042,0.35,0.29754,0.22
1656821,0.042,0.34,0.29754,0.22
1656822,0.04,0.34,0.35131,0.198
1656823,0.034,0.32,0.35131,0.198
1656824,0.031,0.29,0.38107,0.187
1656825,0.03,0.29,0.38107,0.187
1656826,0.029,0.25,0.44342,0.165
1656827,0.028,0.24,0.44342,0.165
1656828,0.027,0.23,0.44342,0.165
1656829,0.025,0.22,0.58294,0.121
1656830,0.024,0.2,0.54644,0.132
1656831,0.024,0.19,0.58407,0.121
1656832,0.031,0.24,0.58407,0.121
1656833,0.03,0.22,0.476,0.154
1656834,0.031,0.24,0.476,0.154
1656835,0.03,0.23,0.44342,0.165
1656836,0.034,0.25,0.37964,0.187
1656837,0.04,0.28,0.24958,0.242
1656838,0.038,0.25,0.24958,0.242
1656839,0.033,0.22,0.22844,0.253
1656840,0.036,0.24,0.22844,0.253
1656841,0.038,0.25,0.18889,0.275
1656842,0.04,0.26,0.2073,0.264
1656843,0.04,0.26,0.18889,0.275
1656844,0.041,0.26,0.15463,0.297
1656845,0.04,0.26,0.17048,0.286
1656846,0.04,0.26,0.17048,0.286
1656847,0.042,0.28,0.18889,0.275
1656848,0.043,0.28,0.15463,0.297
1656849,0.043,0.28,0.15339,0.297
1656850,0.05,0.32,0.15463,0.297
1656851,0.05,0.32,0.17048,0.286
1656852,0.05,0.31,0.13878,0.308
1656853,0.05,0.32,0.15339,0.297
1656854,0.047,0.29,0.10052,0.341
1656857,0.045,0.27,0.12531,0.319
1656858,0.043,0.26,0.12531,0.319
1656859,0.043,0.26,0.12531,0.319
1656860,0.042,0.25,0.12531,0.319
1659099,0.012,0.08,0.74256,0.077
1659101,0.01,0.08,0.74256,0.077
1659107,0.008,0.07,0.78398,0.066
1659108,0.012,0.11,0.82667,0.055
1659109,0.012,0.11,0.78398,0.066
1659110,0.007,0.07,0.86935,0.044
1659111,0.003,0.04,0.95628,0.022
1659112,0.002,0.02,0.95628,0.022
1659113,0.001,0.02,0.95628,0.022
1659114,0.002,0.02,0.91255,0.033
1659115,0.004,0.05,0.95628,0.022
1659116,0.005,0.06,0.95628,0.022
1659117,0.003,0.04,0.95628,0.022
1659118,0.007,0.08,0.95628,0.022
1659119,0.005,0.07,0.95628,0.022
1659120,0.007,0.1,0.95628,0.022
1659121,0.01,0.13,0.95628,0.022
1659122,0.007,0.11,1,0.011
1659123,0.009,0.13,0.95628,0.022
1659124,0.013,0.19,0.86935,0.044
1659125,0.017,0.23,0.82667,0.055
1659126,0.019,0.24,0.66142,0.099
1659133,0.013,0.13,0.6217,0.11
1659134,0.012,0.12,0.6217,0.11
1659135,0.01,0.1,0.54644,0.132
1659136,0.017,0.16,0.41085,0.176
1659137,0.026,0.21,0.27356,0.231
1659138,0.025,0.22,0.27356,0.231
1659139,0.041,0.34,0.41085,0.176
1659140,0.032,0.29,0.37964,0.187
