"nie_malla_modi_id","sen_slope_pnwi","sen_slope_per_pnwi","p_value_pnwi","tau_pnwi"
1668716,7.493,5.01,0.38107,0.187
1668717,6.967,4.2,0.32442,0.209
1668718,3.525,2.5,0.51122,0.143
1668719,3.01,2.24,0.51122,0.143
1668720,4.129,2.15,0.38107,0.187
1668721,3.862,1.77,0.58407,0.121
1668722,4.745,2.83,0.38107,0.187
1668723,3.214,2,0.66142,0.099
1668724,1.72,1.36,0.44342,0.165
1668725,4.18,3.95,0.44342,0.165
1668726,5.47,4,0.38107,0.187
1668727,6.118,3.83,0.22844,0.253
1668728,8.701,4.82,0.38107,0.187
1668729,7.987,4.34,0.32442,0.209
1668730,6.584,3.29,0.27356,0.231
1668731,8.405,3.8,0.44342,0.165
1668732,9.578,4.06,0.44342,0.165
1668733,6.65,2.63,0.51122,0.143
1668734,6.177,2.25,0.38107,0.187
1668735,5.847,2.07,0.38107,0.187
1668736,6.323,2.18,0.32442,0.209
1668737,5.513,1.93,0.38107,0.187
1668738,9.91,3.63,0.32442,0.209
1668739,8.075,3.7,0.44342,0.165
1668741,5.698,3.66,0.32442,0.209
1668742,8.333,5.75,0.12531,0.319
1668743,8.617,4.15,0.44342,0.165
1668744,9.083,4.21,0.38107,0.187
1668745,9.228,4.41,0.38107,0.187
1668746,9.274,5.51,0.15463,0.297
1668747,9.257,7.5,0.0798,0.363
1668748,5.827,8.82,0.01601,0.495
1668749,5.49,8.37,0.10052,0.341
1668750,7.246,6.74,0.12531,0.319
1668751,7.32,4.69,0.10052,0.341
1668752,8.859,4.33,0.32442,0.209
1668753,10.127,4.06,0.18889,0.275
1668754,11.046,4.21,0.27356,0.231
1668755,11.527,4.26,0.38107,0.187
1668756,12.662,4.56,0.38107,0.187
1668757,11.698,4.35,0.32442,0.209
1668758,13.762,4.98,0.38107,0.187
1668759,13.23,4.91,0.44342,0.165
1668760,14.938,4.75,0.27356,0.231
1668761,14.43,4.09,0.32442,0.209
1668762,14.712,4.12,0.38107,0.187
1668763,10.892,3.52,0.38107,0.187
1668764,10.838,3.47,0.38107,0.187
1668765,11.93,3.64,0.44342,0.165
1668766,11.065,3.48,0.27356,0.231
1668767,10.716,3.49,0.38107,0.187
1668768,10.609,3.49,0.38107,0.187
1668769,12.002,4.21,0.44342,0.165
1668770,10.93,4.12,0.38107,0.187
1668771,11.257,4.67,0.476,0.154
1668772,9.712,4.44,0.32442,0.209
1668773,6.79,3.46,0.32442,0.209
1668774,5.148,3.34,0.32442,0.209
1668775,4.146,3.18,0.27356,0.231
1668776,4.217,3.03,0.44342,0.165
1668777,3.06,2.39,0.27356,0.231
1668778,3.14,2.46,0.32442,0.209
1668779,3.707,2.64,0.38107,0.187
1668780,5.84,3.63,0.38107,0.187
1668781,6.045,3.64,0.44342,0.165
1668782,3.869,2.93,0.38107,0.187
1668783,3.318,2.73,0.32442,0.209
1668784,4.417,3.33,0.32442,0.209
1668785,4.286,3.08,0.38107,0.187
1668786,2.53,2.08,0.32442,0.209
1668787,1.124,1.02,0.38107,0.187
1668788,1.28,1.14,0.38107,0.187
1668789,1.822,1.97,0.51122,0.143
1668790,3.027,2.55,0.27356,0.231
1668791,5.297,3.73,0.38107,0.187
1668792,4.286,3.24,0.44342,0.165
1668793,3.498,2.86,0.38107,0.187
1668794,2.6,2.51,0.38107,0.187
1668795,3.025,3.4,0.66142,0.099
1668796,2.793,3.44,0.58407,0.121
1668797,2.607,3.04,0.51122,0.143
1668798,2.223,2.75,0.58407,0.121
1668799,1.14,1.26,0.51122,0.143
1668800,2.448,3.04,0.58407,0.121
1668801,1.572,2.68,0.66142,0.099
1668802,1.62,2.33,0.58407,0.121
1668803,2.433,3.02,0.51122,0.143
1668804,2.156,2.08,0.32442,0.209
1668805,5.731,4.24,0.18889,0.275
1668806,5.851,4.26,0.18889,0.275
1668807,4.596,3.68,0.18889,0.275
1668808,3.904,3.26,0.22844,0.253
1668809,5.365,4.47,0.18889,0.275
1668810,5.176,3.91,0.27356,0.231
1668811,6.32,4.19,0.22844,0.253
1668812,6.33,4.28,0.18889,0.275
1668813,5.557,4.2,0.18889,0.275
1668814,5.839,4.03,0.18889,0.275
1668815,7.849,4.76,0.18889,0.275
1668816,6.19,4.39,0.18889,0.275
1668817,5.578,4.23,0.22844,0.253
1668818,5.963,4.79,0.27356,0.231
1668819,5.242,4.23,0.22844,0.253
1668820,4.813,3.99,0.38107,0.187
1668821,5.067,4.02,0.27356,0.231
1668822,4.692,3.78,0.32442,0.209
1668823,4.589,3.73,0.32442,0.209
1668824,5.443,3.98,0.27356,0.231
1668825,5.393,3.99,0.27356,0.231
1668826,4.877,4.82,0.22844,0.253
1668827,3.308,3.65,0.22844,0.253
1668828,4.525,4.4,0.22844,0.253
1668829,4.659,5.51,0.18889,0.275
1668830,3.707,5.56,0.22844,0.253
1668831,4.393,5.66,0.22844,0.253
1668832,4.717,5.04,0.18889,0.275
1668833,4.586,5.92,0.22844,0.253
1668834,5.052,5.33,0.22844,0.253
1668835,5.17,5.09,0.27356,0.231
1668836,4.876,4.39,0.22844,0.253
1668837,4.413,4.91,0.22844,0.253
1668838,4.294,5.69,0.18889,0.275
1668839,4.014,4.97,0.22844,0.253
1668840,3.748,5.34,0.12531,0.319
1668841,3.031,5.15,0.18889,0.275
1668842,2.197,4.75,0.12531,0.319
1668843,1.846,5.14,0.22844,0.253
1668844,1.252,5.26,0.38107,0.187
1668845,0.642,4.32,0.17048,0.286
1668846,1.147,5.46,0.22844,0.253
1668847,0.891,5.28,0.18889,0.275
1668848,0.178,2.5,0.36884,0.187
1668849,0.407,3.9,0.14924,0.297
1668850,0.417,4.18,0.1831,0.275
1668851,0.8,4.73,0.22844,0.253
1668852,0.916,5.16,0.18889,0.275
1668853,1.141,5.58,0.22844,0.253
1668854,0.827,5.19,0.17048,0.286
1668855,0.894,5.04,0.27356,0.231
1668856,1.022,5.7,0.22844,0.253
1668857,0.76,4.49,0.27356,0.231
1668858,0.742,4.22,0.24958,0.242
1668859,0.945,5.52,0.17048,0.286
1668860,0.824,5.25,0.2073,0.264
1668861,0.792,4.05,0.38107,0.187
1668862,1.343,5.26,0.27356,0.231
1668863,0.722,4.99,0.2073,0.264
1668864,0.446,4.15,0.20547,0.264
1668865,0.081,1.25,0.3748,0.187
1668866,0,0,0.82224,0.055
1668867,0,0,0.73612,0.077
1668868,0.366,4.03,0.22234,0.253
1668869,0.835,5.61,0.24958,0.242
1668870,0.28,3.03,0.26726,0.231
1668871,0.009,0.17,0.5791,0.121
1668872,0,0,0.91056,0.033
1668873,0,0,1,0
1668874,0,0,0.77477,0.066
1668875,0,0,0.52901,0.132
1668876,0,0,0.83548,0.044
1668877,0,0,0.72924,0.066
1668879,0,0,0.93862,-0.022
1671104,0.253,5.11,0.2073,0.264
1671105,0.26,4.73,0.2073,0.264
1671106,0.323,5.94,0.2073,0.264
1671107,0.618,4.86,0.35131,0.198
1671108,0.84,5.29,0.58407,0.121
1671109,1.013,5.43,0.51122,0.143
1671110,1.515,6.25,0.27356,0.231
1671111,2.051,7.46,0.15463,0.297
1671112,2.535,6.78,0.12531,0.319
1671113,2.468,6.26,0.12531,0.319
1671115,3.823,6.46,0.12531,0.319
1671116,3.459,3.15,0.32442,0.209
1671117,5.315,3.44,0.32442,0.209
1671118,6.868,3.76,0.38107,0.187
1671119,6.733,3.66,0.32442,0.209
1671120,6.525,3.68,0.38107,0.187
1671121,7.685,4.23,0.38107,0.187
1671122,5.113,2.66,0.38107,0.187
1671123,3.566,1.68,0.66142,0.099
1671124,5.21,3.22,0.51122,0.143
1671125,2.44,2.01,0.44342,0.165
1671126,3.615,2.69,0.38107,0.187
1671127,5.518,4.65,0.51122,0.143
1671128,5.06,4.38,0.51122,0.143
1671129,6.147,4.65,0.32442,0.209
1671130,5.093,3.5,0.51122,0.143
1671131,6,3.71,0.32442,0.209
1671132,7.014,3.93,0.32442,0.209
1671133,7.67,4.11,0.27356,0.231
1671134,7.662,3.51,0.44342,0.165
1671135,8.478,3.58,0.44342,0.165
1671136,10.3,4.11,0.51122,0.143
1671137,9.54,3.72,0.44342,0.165
1671138,9.533,3.62,0.38107,0.187
1671139,7.367,2.59,0.51122,0.143
1671140,7.332,2.59,0.51122,0.143
1671141,8.127,3.3,0.38107,0.187
1671142,8.993,3.55,0.38107,0.187
1671143,9.658,4.46,0.27356,0.231
1671144,8.468,5.06,0.22844,0.253
1671145,8.975,4.34,0.22844,0.253
1671146,11.222,4.87,0.22844,0.253
1671147,11.682,4.79,0.18889,0.275
1671148,9.15,4.93,0.32442,0.209
1671149,9.075,6.42,0.10052,0.341
1671150,7.457,8.21,0.0627,0.385
1671151,5.73,7.62,0.04874,0.407
1671152,6.865,8.97,0.04874,0.407
1671153,7.74,5.64,0.15463,0.297
1671154,8.504,4.52,0.32442,0.209
1671155,10.182,4.42,0.18889,0.275
1671156,11.323,4.24,0.32442,0.209
1671157,13.101,4.37,0.38107,0.187
1671158,12.29,3.85,0.32442,0.209
1671159,12.148,3.88,0.38107,0.187
1671160,12.193,3.81,0.32442,0.209
1671161,12.682,4.1,0.32442,0.209
1671162,12.156,3.75,0.38107,0.187
1671163,14.706,4.11,0.38107,0.187
1671164,12.847,3.77,0.32442,0.209
1671165,13.107,4.03,0.32442,0.209
1671166,11.337,3.83,0.38107,0.187
1671167,11.52,3.56,0.32442,0.209
1671168,11.04,3.44,0.27356,0.231
1671169,10.474,3.45,0.38107,0.187
1671170,10.682,3.63,0.38107,0.187
1671171,10.771,3.7,0.38107,0.187
1671172,11.616,4.21,0.44342,0.165
1671173,7.82,3.08,0.27356,0.231
1671174,10.543,4.49,0.44342,0.165
1671175,7.552,3.61,0.38107,0.187
1671176,5.28,3.05,0.44342,0.165
1671177,5.198,3.3,0.27356,0.231
1671178,5.207,3.16,0.51122,0.143
1671179,4.222,2.92,0.44342,0.165
1671180,5.815,3.34,0.38107,0.187
1671181,5.495,3.28,0.44342,0.165
1671182,5.823,3.18,0.44342,0.165
1671183,5.795,3.21,0.38107,0.187
1671184,5.613,3.56,0.44342,0.165
1671185,4.886,3.28,0.32442,0.209
1671186,5.06,3.24,0.32442,0.209
1671187,5.671,3.4,0.38107,0.187
1671188,4.58,3.27,0.38107,0.187
1671189,4.507,3.21,0.32442,0.209
1671190,3.837,2.88,0.38107,0.187
1671191,3.219,2.73,0.27356,0.231
1671192,3.091,2.63,0.38107,0.187
1671193,5.551,3.65,0.32442,0.209
1671194,5.228,3.51,0.38107,0.187
1671195,4.544,3.37,0.38107,0.187
1671196,3.537,2.88,0.38107,0.187
1671197,1.33,1.23,0.44342,0.165
1671198,2.221,2.14,0.51122,0.143
1671199,2.136,2.16,0.51122,0.143
1671200,2.497,2.36,0.51122,0.143
1671201,1.889,1.7,0.44342,0.165
1671202,1.503,1.66,0.44342,0.165
1671203,2.634,3.6,0.32442,0.209
1671204,2.533,2.67,0.44342,0.165
1671205,2.95,3.33,0.38107,0.187
1671206,3.013,3.25,0.38107,0.187
1671207,5.12,3.82,0.18889,0.275
1671208,6.073,4.27,0.18889,0.275
1671209,6.189,4.34,0.18889,0.275
1671210,5.393,3.98,0.22844,0.253
1671211,4.073,3.64,0.18889,0.275
1671212,5.84,4.29,0.22844,0.253
1671213,6.192,3.86,0.22844,0.253
1671214,7.82,4.55,0.22844,0.253
1671215,7.01,4.42,0.18889,0.275
1671216,7.522,4.64,0.15463,0.297
1671217,8.688,4.84,0.18889,0.275
1671218,7.994,4.71,0.18889,0.275
1671219,7.007,4.36,0.27356,0.231
1671220,6.452,4.29,0.22844,0.253
1671221,5.726,3.95,0.32442,0.209
1671222,6.122,4.15,0.27356,0.231
1671223,5.758,3.85,0.32442,0.209
1671224,5.684,4.01,0.22844,0.253
1671225,6.082,4.35,0.22844,0.253
1671226,7.428,4.46,0.27356,0.231
1671227,5.751,4.1,0.27356,0.231
1671228,4.083,3.87,0.38107,0.187
1671229,4.86,4.25,0.27356,0.231
1671230,5.222,4.29,0.27356,0.231
1671231,5.835,5.22,0.22844,0.253
1671232,4.474,5.06,0.12531,0.319
1671233,4.203,4.13,0.18889,0.275
1671234,6.075,5.1,0.18889,0.275
1671235,5.08,5.78,0.18889,0.275
1671236,5.122,4.8,0.18889,0.275
1671237,5.209,3.98,0.22844,0.253
1671238,5.675,4.51,0.22844,0.253
1671239,4.569,5.53,0.22844,0.253
1671240,5.118,4.47,0.22844,0.253
1671241,4.904,5.15,0.27356,0.231
1671242,3.315,4.51,0.0798,0.363
1671243,2.542,4.89,0.10052,0.341
1671244,1.614,4.25,0.12531,0.319
1671245,0.934,4.3,0.27356,0.231
1671246,1.031,4.61,0.27356,0.231
1671247,1.733,5.05,0.15463,0.297
1671248,1.282,5.73,0.27356,0.231
1671249,0.465,3.9,0.1831,0.275
1671250,0.413,3.97,0.1831,0.275
1671251,0.468,3.22,0.2073,0.264
1671252,0.874,4.92,0.15463,0.297
1671253,1.133,5.06,0.32442,0.209
1671254,1.124,4.26,0.51122,0.143
1671255,1.16,4.42,0.44342,0.165
1671256,1.462,5.19,0.32442,0.209
1671257,1.164,4.53,0.44342,0.165
1671258,1.174,4.58,0.44342,0.165
1671259,0.743,3.36,0.38107,0.187
1671260,0.815,3.8,0.32442,0.209
1671261,0.781,4.14,0.44342,0.165
1671262,0.765,4.37,0.24958,0.242
1671263,0.842,4.22,0.38107,0.187
1671264,0.663,3.81,0.32442,0.209
1671265,0.643,3.33,0.58407,0.121
1671266,0.704,4.91,0.29754,0.22
1671267,0.376,3.75,0.22234,0.253
1671268,0.077,1.37,0.43741,0.165
1671269,0,0,0.73612,0.077
1671270,0.408,4.19,0.22234,0.253
1671271,0.8,5.4,0.29754,0.22
1671272,0.831,5.64,0.24958,0.242
1671273,0.294,3,0.22234,0.253
1671274,0.009,0.17,0.5791,0.121
1671275,0,0,0.77477,0.066
1671276,0,0,0.86368,0.044
1671277,0,0,0.64654,0.099
1671278,0,0,0.64654,0.099
1671279,0,0,0.83548,0.044
1671280,0,0,0.83548,0.044
1671281,0,0,0.67715,0.077
1671282,0,0,0.80408,-0.033
1673508,0.368,4.94,0.2073,0.264
1673509,0.699,5.57,0.27356,0.231
1673510,0.966,5.79,0.27356,0.231
1673511,1.175,6.02,0.22844,0.253
1673512,1.405,5.81,0.10052,0.341
1673513,2.132,7.23,0.15463,0.297
1673514,2.51,7,0.18889,0.275
1673515,2.999,7.01,0.12531,0.319
1673517,3.88,5.82,0.12531,0.319
1673518,3.571,3.49,0.32442,0.209
1673519,5.63,3.83,0.32442,0.209
1673520,7.23,3.76,0.32442,0.209
1673521,6.329,3.21,0.38107,0.187
1673522,5.838,2.97,0.38107,0.187
1673523,5.521,2.8,0.51122,0.143
1673524,6.663,3.58,0.38107,0.187
1673525,5.11,2.49,0.44342,0.165
1673526,6.188,3.73,0.44342,0.165
1673527,3.455,2.68,0.38107,0.187
1673528,3.866,3.05,0.38107,0.187
1673529,6.688,3.93,0.22844,0.253
1673530,6.508,4.98,0.38107,0.187
1673531,5.108,4.46,0.44342,0.165
1673532,5.154,4.53,0.44342,0.165
1673533,6.63,5.04,0.38107,0.187
1673534,4.683,3.27,0.51122,0.143
1673535,7.172,4.16,0.32442,0.209
1673536,8.553,4.41,0.32442,0.209
1673537,6.833,3.6,0.27356,0.231
1673538,8.496,4.23,0.44342,0.165
1673539,8.249,3.97,0.38107,0.187
1673540,9.235,3.86,0.44342,0.165
1673541,10.92,4.09,0.44342,0.165
1673542,9.035,3.2,0.51122,0.143
1673543,10.06,3.41,0.44342,0.165
1673544,10.772,3.86,0.38107,0.187
1673545,10.567,4.3,0.27356,0.231
1673546,8.367,4.74,0.27356,0.231
1673547,9.33,4.46,0.27356,0.231
1673548,11.482,4.76,0.22844,0.253
1673549,10.5,4.17,0.27356,0.231
1673550,7.789,3.98,0.32442,0.209
1673551,8.41,5.85,0.12531,0.319
1673552,6.548,8.62,0.0627,0.385
1673553,8.686,7.59,0.0798,0.363
1673554,7.382,8.23,0.0627,0.385
1673555,7.341,6.83,0.12531,0.319
1673556,7.877,5.48,0.0798,0.363
1673557,9.564,4.77,0.27356,0.231
1673558,10.81,4.16,0.27356,0.231
1673559,13.681,4.45,0.38107,0.187
1673560,13.198,3.93,0.27356,0.231
1673561,13.668,3.93,0.27356,0.231
1673562,14.576,4.03,0.27356,0.231
1673563,13.836,3.99,0.27356,0.231
1673564,12.498,3.72,0.32442,0.209
1673565,14.838,4.1,0.32442,0.209
1673566,13.8,4.04,0.38107,0.187
1673567,12.14,3.74,0.38107,0.187
1673568,13.137,4.16,0.32442,0.209
1673569,11.607,3.53,0.38107,0.187
1673570,11.87,3.56,0.38107,0.187
1673571,10.65,3.36,0.32442,0.209
1673572,10.95,3.8,0.38107,0.187
1673573,9.475,3.43,0.32442,0.209
1673574,10.261,3.65,0.32442,0.209
1673575,10.72,3.8,0.44342,0.165
1673576,11.564,4.54,0.32442,0.209
1673577,9.72,4.33,0.32442,0.209
1673578,6.924,3.28,0.38107,0.187
1673579,5.537,2.94,0.32442,0.209
1673580,5.135,2.85,0.38107,0.187
1673581,5.31,3.04,0.44342,0.165
1673582,5.792,3.03,0.38107,0.187
1673583,6.616,3.34,0.32442,0.209
1673584,4.737,2.31,0.32442,0.209
1673585,6.004,3.15,0.38107,0.187
1673586,5.85,3.35,0.38107,0.187
1673587,6.581,3.6,0.32442,0.209
1673588,6.159,3.29,0.38107,0.187
1673589,6.327,3.42,0.38107,0.187
1673590,5.928,3.57,0.38107,0.187
1673591,5.343,3.32,0.32442,0.209
1673592,5.292,3.43,0.32442,0.209
1673593,4.983,3.43,0.27356,0.231
1673594,4.1,3.08,0.32442,0.209
1673595,6.407,4.05,0.27356,0.231
1673596,5.208,3,0.32442,0.209
1673597,6.466,4.09,0.32442,0.209
1673598,6.15,3.94,0.38107,0.187
1673599,6.823,4.61,0.32442,0.209
1673600,5.544,4.14,0.27356,0.231
1673601,4.093,3.28,0.27356,0.231
1673602,4.165,3.34,0.32442,0.209
1673603,4.634,3.55,0.22844,0.253
1673604,1.817,1.67,0.58407,0.121
1673605,1.769,1.63,0.58407,0.121
1673606,3.084,2.63,0.27356,0.231
1673607,4.836,3.86,0.18889,0.275
1673608,3.894,3.2,0.22844,0.253
1673609,5.331,3.83,0.22844,0.253
1673610,6.402,3.89,0.22844,0.253
1673611,6.297,3.93,0.27356,0.231
1673612,5.64,4.08,0.22844,0.253
1673613,4.403,3.99,0.18889,0.275
1673614,5.64,4.36,0.18889,0.275
1673615,6.134,4.18,0.22844,0.253
1673616,7.684,4.39,0.27356,0.231
1673617,7.565,4.11,0.22844,0.253
1673618,8.163,4.37,0.18889,0.275
1673619,6.247,3.15,0.22844,0.253
1673620,9.163,4.75,0.18889,0.275
1673621,7.56,4.41,0.27356,0.231
1673622,8.692,4.85,0.18889,0.275
1673623,7.88,4.48,0.22844,0.253
1673624,7.443,4.22,0.18889,0.275
1673625,7.31,4.29,0.22844,0.253
1673626,7.582,4.51,0.27356,0.231
1673627,7.279,4.23,0.22844,0.253
1673628,7.241,4.11,0.18889,0.275
1673629,7.491,4.51,0.18889,0.275
1673630,6.883,4.72,0.32442,0.209
1673631,5.599,4.16,0.38107,0.187
1673632,5.664,3.95,0.32442,0.209
1673633,4.997,4.1,0.27356,0.231
1673634,4.073,4.07,0.22844,0.253
1673635,4.95,4.01,0.27356,0.231
1673636,5.719,4.33,0.27356,0.231
1673637,5,4.42,0.22844,0.253
1673638,5.31,4.75,0.15463,0.297
1673639,7.771,5.41,0.15463,0.297
1673640,5.753,4.49,0.18889,0.275
1673641,5.32,4.91,0.18889,0.275
1673642,4.076,3.15,0.18889,0.275
1673643,5.488,5.24,0.22844,0.253
1673644,3.445,5.64,0.04874,0.407
1673645,2.755,5.95,0.0798,0.363
1673646,1.58,5.16,0.15463,0.297
1673647,1.954,5.23,0.10052,0.341
1673648,2.115,4.65,0.18889,0.275
1673649,1.719,4.78,0.18889,0.275
1673650,1.12,5.49,0.15463,0.297
1673651,1.227,5.19,0.27356,0.231
1673652,0.98,5.16,0.22844,0.253
1673653,0.64,3.88,0.18889,0.275
1673654,1.497,5.13,0.27356,0.231
1673655,1.808,5.67,0.32442,0.209
1673656,1.222,3.07,0.38107,0.187
1673657,1.16,2.93,0.38107,0.187
1673658,2.155,4.2,0.32442,0.209
1673659,1.525,3.34,0.51122,0.143
1673660,1.557,4.76,0.38107,0.187
1673661,1.451,4.71,0.27356,0.231
1673662,0.868,3.54,0.51122,0.143
1673663,0.846,4.02,0.32442,0.209
1673664,0.791,4.14,0.51122,0.143
1673665,0.785,4.56,0.22844,0.253
1673666,0.757,6.11,0.2073,0.264
1673667,0.705,4.7,0.2073,0.264
1673668,0.35,3.7,0.26726,0.231
1673669,0.353,3.93,0.22234,0.253
1673670,0.101,1.46,0.3748,0.187
1673671,0,0,0.82224,0.055
1673672,0.179,2.1,0.31806,0.209
1673673,0.46,4.18,0.22234,0.253
1673674,0.792,5.47,0.24958,0.242
1673675,0.438,4.01,0.24768,0.242
1673676,0.099,1.26,0.3748,0.187
1673677,0.009,0.16,0.5791,0.121
1673678,0,0,0.77477,0.066
1673679,0,0,0.56649,0.121
1673680,0,0,0.95436,0.022
1673681,0,0,0.95436,0.022
1673682,0,0,0.59673,0.11
1673683,0,0,0.71416,0.077
1673684,0,0,1,0
1673685,0,0,0.80408,-0.033
1675910,0.411,5.5,0.24958,0.242
1675911,0.33,4.14,0.35131,0.198
1675912,0.911,5.61,0.32442,0.209
1675913,1.175,5.68,0.27356,0.231
1675914,1.775,6.76,0.12531,0.319
1675915,2.24,6.9,0.15463,0.297
1675916,2.415,6.66,0.18889,0.275
1675917,3.298,7.26,0.15463,0.297
1675919,2.97,6.88,0.12531,0.319
1675920,3.23,3.62,0.15463,0.297
1675921,5.554,3.74,0.32442,0.209
1675922,8.242,4.61,0.32442,0.209
1675923,7.897,4.29,0.38107,0.187
1675924,6.505,3.13,0.44342,0.165
1675925,6.543,3.26,0.44342,0.165
1675926,6.004,3.1,0.38107,0.187
1675927,6.003,2.7,0.51122,0.143
1675928,6.966,3.8,0.27356,0.231
1675929,4.328,3.39,0.38107,0.187
1675930,4.83,2.95,0.44342,0.165
1675931,8.155,4.62,0.27356,0.231
1675932,6.38,4.01,0.27356,0.231
1675933,6.537,4.57,0.38107,0.187
1675934,6.434,4.7,0.44342,0.165
1675935,4.837,3.18,0.38107,0.187
1675936,4.937,3.44,0.38107,0.187
1675937,6.622,5.14,0.32442,0.209
1675938,6.25,4.48,0.44342,0.165
1675939,6.185,4.1,0.44342,0.165
1675940,4.811,3.15,0.51122,0.143
1675941,5.825,3.19,0.51122,0.143
1675942,8.983,4.24,0.38107,0.187
1675943,10.921,4.57,0.27356,0.231
1675944,10.686,3.85,0.38107,0.187
1675945,10.302,3.52,0.44342,0.165
1675946,10.11,3.38,0.38107,0.187
1675947,9.435,3.67,0.27356,0.231
1675948,9.307,4.42,0.27356,0.231
1675949,9.944,4.43,0.22844,0.253
1675950,11.38,4.39,0.22844,0.253
1675951,12.485,4.5,0.44342,0.165
1675952,8.932,4.31,0.22844,0.253
1675953,8.903,6.4,0.12531,0.319
1675954,7.145,6.71,0.10052,0.341
1675955,8.763,5.28,0.15463,0.297
1675956,7.089,6.73,0.12531,0.319
1675957,7.058,6.88,0.12531,0.319
1675958,8.613,4.97,0.32442,0.209
1675959,9.701,4.37,0.22844,0.253
1675960,11.184,4.18,0.32442,0.209
1675961,13.027,4.38,0.38107,0.187
1675962,13.178,3.92,0.27356,0.231
1675963,14.398,4.17,0.27356,0.231
1675964,14.02,3.99,0.27356,0.231
1675965,14.764,4.04,0.38107,0.187
1675966,14.21,4.04,0.32442,0.209
1675967,13.716,4.04,0.38107,0.187
1675968,11.843,3.61,0.38107,0.187
1675969,12.148,3.94,0.38107,0.187
1675970,12.04,3.74,0.38107,0.187
1675971,13.95,3.97,0.38107,0.187
1675972,11.1,3.4,0.38107,0.187
1675973,10.454,3.4,0.38107,0.187
1675974,10.302,3.46,0.38107,0.187
1675975,9.867,3.67,0.38107,0.187
1675976,9.612,3.53,0.32442,0.209
1675977,10.15,3.45,0.38107,0.187
1675978,9.48,3.47,0.44342,0.165
1675979,11.443,4.48,0.32442,0.209
1675980,7.073,2.92,0.27356,0.231
1675981,5.883,2.56,0.38107,0.187
1675982,4.924,2.33,0.32442,0.209
1675983,5.27,2.53,0.27356,0.231
1675984,4.6,2.16,0.32442,0.209
1675985,4.463,2,0.27356,0.231
1675986,4.03,1.77,0.32442,0.209
1675987,5.894,2.85,0.32442,0.209
1675988,5.97,2.92,0.27356,0.231
1675989,6.16,2.96,0.27356,0.231
1675990,6.374,3,0.32442,0.209
1675991,6.278,3.02,0.27356,0.231
1675992,6.36,3.24,0.27356,0.231
1675993,6.11,3.24,0.38107,0.187
1675994,5.834,3.04,0.44342,0.165
1675995,4.929,2.6,0.44342,0.165
1675996,5.48,3.07,0.38107,0.187
1675997,5.396,2.86,0.51122,0.143
1675998,6.537,3.21,0.32442,0.209
1675999,6.129,3.14,0.27356,0.231
1676000,6.492,3.72,0.18889,0.275
1676001,6.625,4.15,0.32442,0.209
1676002,6.34,3.79,0.27356,0.231
1676003,6.535,3.83,0.27356,0.231
1676004,6.715,4.21,0.32442,0.209
1676005,6.186,4.18,0.27356,0.231
1676006,5.329,3.76,0.32442,0.209
1676007,6.475,4.3,0.27356,0.231
1676008,6.67,4.36,0.22844,0.253
1676009,6.806,4.37,0.27356,0.231
1676010,6.388,4.04,0.27356,0.231
1676011,6.32,3.82,0.27356,0.231
1676012,6.223,4.03,0.27356,0.231
1676013,6.15,3.97,0.27356,0.231
1676014,6.757,4.51,0.22844,0.253
1676015,5.883,4.74,0.10052,0.341
1676016,4.876,4.42,0.15463,0.297
1676017,5.7,4.06,0.18889,0.275
1676018,9.232,4.82,0.12531,0.319
1676019,8.167,3.73,0.22844,0.253
1676020,9.128,4.08,0.18889,0.275
1676021,9.89,4.32,0.18889,0.275
1676022,10.43,4.7,0.18889,0.275
1676023,9.122,4.56,0.18889,0.275
1676024,9.685,4.85,0.15463,0.297
1676025,9.651,4.84,0.15463,0.297
1676026,9.634,4.95,0.15463,0.297
1676027,9.778,4.95,0.18889,0.275
1676028,10.081,4.98,0.15463,0.297
1676029,10.109,5.02,0.18889,0.275
1676030,10.91,5.09,0.12531,0.319
1676031,10.155,4.93,0.12531,0.319
1676032,9.653,5.05,0.22844,0.253
1676033,7.299,4.38,0.18889,0.275
1676034,8.008,4.55,0.22844,0.253
1676035,7.048,4.76,0.27356,0.231
1676036,4.922,3.73,0.32442,0.209
1676037,7.373,4.55,0.32442,0.209
1676038,7.55,4.89,0.27356,0.231
1676039,7.453,5.05,0.18889,0.275
1676040,5.406,3.97,0.18889,0.275
1676041,7.379,4.76,0.22844,0.253
1676042,7.481,5.19,0.15463,0.297
1676043,7.357,4.96,0.18889,0.275
1676044,7.175,4.76,0.18889,0.275
1676045,5.812,5.17,0.18889,0.275
1676046,3.647,5.88,0.0627,0.385
1676047,3.475,5.94,0.0798,0.363
1676048,3.065,5.56,0.10052,0.341
1676049,3.674,5.07,0.15463,0.297
1676050,3.298,5.28,0.15463,0.297
1676051,1.711,4.67,0.18889,0.275
1676052,1.679,4.6,0.22844,0.253
1676053,2.628,5.02,0.18889,0.275
1676054,1.469,5.17,0.18889,0.275
1676055,0.99,5.09,0.22844,0.253
1676056,1.379,3.92,0.22844,0.253
1676057,1.618,3.7,0.32442,0.209
1676058,1.86,3.18,0.27356,0.231
1676059,2.484,4.04,0.22844,0.253
1676060,2.916,4.51,0.38107,0.187
1676061,2.482,4.21,0.38107,0.187
1676062,1.81,3.5,0.38107,0.187
1676063,1.303,3.95,0.38107,0.187
