"nie_malla_modi_id","sen_slope_pnau","sen_slope_per_pnau","p_value_pnau","tau_pnau"
1661596,0.739,2.2,0.38107,0.187
1661597,1.492,3.58,0.44342,0.165
1661598,2.008,3.96,0.51122,0.143
1661599,2.473,3.64,0.44342,0.165
1661600,1.93,3.01,0.44342,0.165
1661601,2.234,4.02,0.51122,0.143
1661602,0.768,1.9,0.74256,0.077
1661603,0.275,0.72,0.74256,0.077
1661604,-0.021,-0.05,1,-0.011
1661605,0.634,1.32,0.91281,0.033
1661606,0.972,1.56,0.74256,0.077
1661607,0.095,0.24,1,0.011
1661608,-1.918,-4.85,0.51122,-0.143
1661609,-1.667,-3.62,0.44342,-0.165
1661610,-0.844,-1.34,0.82667,-0.055
1661611,-2.173,-3.68,0.66142,-0.099
1661612,-2.333,-4.02,0.66142,-0.099
1661613,-2.492,-5.76,0.38107,-0.187
1661614,-1.89,-5.42,0.51122,-0.143
1661615,-0.996,-5.41,0.27356,-0.231
1661616,-2.705,-8.26,0.15463,-0.297
1661617,-2.198,-5.88,0.44342,-0.165
1661618,-2.542,-5.37,0.32442,-0.209
1661619,-2.529,-5.87,0.38107,-0.187
1661620,-1.506,-4.86,0.38107,-0.187
1661621,-1.67,-6.43,0.15463,-0.297
1661622,-1.7,-4.97,0.58407,-0.121
1661623,-1.225,-5.72,0.22844,-0.253
1661624,-0.13,-1.25,0.74256,-0.077
1661625,-0.388,-2.55,0.66142,-0.099
1661626,-0.785,-3.62,0.38107,-0.187
1661627,-0.774,-2.95,0.58407,-0.121
1661628,-1.524,-4.25,0.44342,-0.165
1661629,-0.758,-2.65,0.66142,-0.099
1661630,-0.35,-1.48,0.82667,-0.055
1661631,-0.654,-2.25,0.91281,-0.033
1661632,-0.242,-1.07,0.91281,-0.033
1661633,-0.013,-0.11,0.91281,-0.033
1661634,0.007,0.06,1,0.011
1661635,-0.001,-0.01,1,-0.011
1661636,0.035,0.45,0.86935,0.044
1661637,0.029,0.34,1,0.011
1661638,-0.002,-0.03,0.78313,-0.066
1661639,0,0,1,0.011
1661640,0,0,1,0.011
1661641,0,0,1,0.011
1661642,0,0,0.95514,-0.022
1661643,0,0,0.91166,0.033
1661644,0,0,0.91166,0.033
1661645,0,0,0.86598,0.044
1661646,0,0,1,0.011
1661647,0,0,0.95312,0.022
1661648,0,0,1,0.011
1661649,0,0,1,-0.011
1661650,0,0,1,0.011
1661651,0,0,1,-0.011
1661652,0,0,1,0.011
1661653,0,0,1,-0.011
1661654,0,0,0.91056,0.033
1661655,0,0,0.7688,-0.066
1661656,0,0,0.86,-0.044
1661657,0,0,0.7688,-0.066
1661658,0,0,0.90282,-0.033
1661659,0,0,0.69953,0.077
1661660,0,0,0.94481,-0.022
1661661,0,0,0.90282,-0.033
1661662,0,0,0.79694,0.055
1661663,0,0,0.79694,0.055
1661664,0,0,0.69953,0.077
1661665,0,0,0.94481,-0.022
1661666,0,0,1,0
1661667,0,0,1,0
1663900,0.036,2.14,0.40896,0.176
1663901,0.04,2.23,0.47422,0.154
1663902,0.046,2.58,0.47422,0.154
1663903,0.021,0.71,0.69999,0.088
1663904,0.012,0.39,0.78313,0.066
1663905,0.11,1.65,0.6217,0.11
1663909,0.116,1.34,0.74256,0.077
1663910,0.38,3.49,0.58407,0.121
1663911,-0.192,-0.8,0.91281,-0.033
1663912,-0.758,-2.62,0.58407,-0.121
1663913,-0.583,-2.39,0.66142,-0.099
1663914,-0.227,-1.2,0.66142,-0.099
1663915,-0.083,-0.56,0.86935,-0.044
1663916,-0.55,-2.28,0.74256,-0.077
1663917,-0.96,-3.56,0.66142,-0.099
1663918,-0.725,-2.77,0.66142,-0.099
1663919,-0.81,-1.56,0.74256,-0.077
1663920,-1.286,-2.95,0.74256,-0.077
1663921,-1.765,-2.87,0.58407,-0.121
1663922,-1.611,-2.3,0.66142,-0.099
1663923,-0.254,-0.29,1,-0.011
1663924,0.826,0.77,0.91281,0.033
1663925,1.131,0.85,0.74256,0.077
1663926,2.629,1.73,0.74256,0.077
1663927,2.729,1.77,0.74256,0.077
1663928,3.061,1.7,0.74256,0.077
1663929,3.012,1.88,0.74256,0.077
1663930,1.9,1.37,0.74256,0.077
1663931,2.403,1.65,0.66142,0.099
1663932,0.903,0.72,0.82667,0.055
1663933,0.021,0.02,1,0.011
1663934,-0.63,-0.72,0.74256,-0.077
1663937,0.188,1.07,0.66142,0.099
1663938,0.208,0.5,0.91281,0.033
1663939,-0.154,-0.2,1,-0.011
1663940,0.423,0.57,1,0.011
1663941,0.474,1.6,0.66142,0.099
1663942,0.634,1.91,0.66142,0.099
1663943,0.253,1.38,0.74256,0.077
1663944,-0.004,-0.05,0.95628,-0.022
1663945,0.58,2.15,0.58407,0.121
1663946,1.374,3.25,0.66142,0.099
1663947,0.991,2.04,0.66142,0.099
1663948,0.275,0.44,0.82667,0.055
1663949,-0.472,-0.58,1,-0.011
1663950,-0.478,-0.53,1,-0.011
1663951,-0.008,-0.01,1,-0.011
1663952,0.327,0.31,1,0.011
1663953,-0.087,-0.08,1,-0.011
1663954,0.09,0.06,0.91281,0.033
1663955,1.595,0.75,0.91281,0.033
1663956,2.646,1.08,1,0.011
1663957,1.916,0.96,0.82667,0.055
1663958,3.337,1.72,0.74256,0.077
1663959,1.705,0.86,0.82667,0.055
1663960,4.278,1.78,0.74256,0.077
1663961,4.393,1.58,0.82667,0.055
1663962,4.069,1.62,0.74256,0.077
1663963,2.938,1.46,0.74256,0.077
1663964,1.457,0.85,0.82667,0.055
1663965,1.275,0.9,0.91281,0.033
1663966,1.498,1.11,0.82667,0.055
1663967,0.536,0.45,0.82667,0.055
1663968,0.399,0.37,1,0.011
1663969,1.514,1.81,0.74256,0.077
1663970,1.275,2.12,0.74256,0.077
1663971,1.59,3.26,0.44342,0.165
1663972,0.626,1.9,0.91281,0.033
1663973,0.96,2.17,0.82667,0.055
1663974,0.679,2.04,0.91281,0.033
1663975,0.16,0.32,0.91281,0.033
1663976,0.389,0.69,1,0.011
1663977,1.059,1.43,0.58407,0.121
1663978,0.379,0.72,0.91281,0.033
1663979,0.15,0.49,0.91281,0.033
1663980,0.619,1.33,0.82667,0.055
1663981,0.745,1.37,0.91281,0.033
1663982,1.337,2.33,0.66142,0.099
1663983,0.748,2.1,0.82667,0.055
1663984,1.019,2.75,0.74256,0.077
1663985,0.856,2.43,0.82667,0.055
1663986,0.955,1.92,0.82667,0.055
1663987,2.172,3.06,0.38107,0.187
1663988,1.117,1.9,0.44342,0.165
1663989,0.398,0.99,0.51122,0.143
1663990,1.383,2.52,0.58407,0.121
1663991,1.54,2.91,0.66142,0.099
1663992,1.446,3.29,0.44342,0.165
1663993,0.332,1.07,0.82667,0.055
1663994,0.595,2.35,0.51122,0.143
1663995,0.815,4.83,0.51122,0.143
1663996,0.92,4.88,0.51122,0.143
1663997,0.65,2.56,0.51122,0.143
1663998,1.36,3.34,0.38107,0.187
1663999,1.623,2.96,0.74256,0.077
1664000,2.691,3.8,0.51122,0.143
1664001,1.775,2.59,0.51122,0.143
1664002,1.385,2.02,0.51122,0.143
1664003,1.099,1.75,0.51122,0.143
1664004,1.111,1.8,0.51122,0.143
1664005,1.105,1.83,0.58407,0.121
1664006,0.767,1.62,0.82667,0.055
1664007,1.536,2.21,0.44342,0.165
1664008,0.95,1.43,0.58407,0.121
1664009,-0.336,-0.76,1,-0.011
1664010,-1.704,-2.93,0.66142,-0.099
1664011,-1.791,-3.74,0.38107,-0.187
1664012,-0.946,-1.45,0.74256,-0.077
1664013,-1.695,-2.64,0.74256,-0.077
1664014,-2.235,-4.4,0.44342,-0.165
1664015,-2.481,-5.79,0.38107,-0.187
1664016,-2.14,-6.22,0.38107,-0.187
1664017,-1.45,-5.96,0.12531,-0.319
1664018,-2.304,-7.34,0.15463,-0.297
1664019,-2.245,-6.67,0.32442,-0.209
1664020,-2.734,-5.95,0.32442,-0.209
1664021,-2.8,-6.01,0.38107,-0.187
1664022,-2.07,-6.04,0.32442,-0.209
1664023,-1.586,-6.81,0.15463,-0.297
1664024,-0.907,-4.62,0.18889,-0.275
1664025,-0.748,-4.08,0.32442,-0.209
1664026,-0.229,-1.41,0.91281,-0.033
1664027,-0.131,-0.8,0.91281,-0.033
1664028,-0.12,-0.72,0.91281,-0.033
1664029,-0.152,-0.8,0.91281,-0.033
1664030,-0.726,-2.72,0.74256,-0.077
1664031,-1.29,-4.01,0.51122,-0.143
1664032,-0.767,-2.68,0.66142,-0.099
1664033,-0.885,-2.89,0.82667,-0.055
1664034,-0.348,-1.72,0.74256,-0.077
1664035,-0.056,-0.39,1,-0.011
1664036,-0.245,-1.45,0.82667,-0.055
1664037,-0.013,-0.09,1,-0.011
1664038,-0.001,-0.01,1,-0.011
1664039,0.019,0.17,1,0.011
1664040,0.036,0.45,0.82667,0.055
1664041,0,0,1,0.011
1664042,0,0,0.9122,0.033
1664043,0,0,1,0.011
1664044,0,0,0.91166,0.033
1664045,0,0,0.91166,0.033
1664046,0,0,0.91056,0.033
1664047,0,0,0.91056,0.033
1664048,0,0,0.86598,0.044
1664049,0,0,0.91056,0.033
1664050,0,0,0.77477,0.066
1664051,0,0,1,-0.011
1664052,0,0,0.91166,0.033
1664053,-0.022,-0.33,0.70113,-0.088
1664054,-0.02,-0.34,0.78398,-0.066
1664055,-0.02,-0.28,0.70113,-0.088
1664056,0,0,1,0.011
1664057,0,0,1,0.011
1664058,0,0,0.91056,-0.033
1664059,0,0,0.86368,-0.044
1664060,0,0,0.7688,-0.066
1664061,0,0,0.69953,0.077
1664062,0,0,0.69953,0.077
1664063,0,0,0.86,-0.044
1664064,0,0,0.86,-0.044
1664065,0,0,0.7688,-0.066
1664066,0,0,1,-0.011
1664067,0,0,0.80709,0.055
1664068,0,0,0.69953,0.077
1664069,0,0,0.94481,-0.022
1664070,0,0,1,0
1666300,0.022,1.43,0.37772,0.187
1666302,0.04,2.27,0.47422,0.154
1666303,0.047,2.58,0.44021,0.165
1666304,0.041,1.88,0.54483,0.132
1666305,0.021,0.68,0.69999,0.088
1666306,0.077,1.44,0.6217,0.11
1666307,0.184,2.61,0.54644,0.132
1666308,0.101,1.27,0.66142,0.099
1666311,0.296,3.08,0.82667,0.055
1666312,-0.039,-0.18,1,-0.011
1666313,-0.872,-2.74,0.66142,-0.099
1666314,-0.565,-1.57,0.74256,-0.077
1666315,-0.92,-2.41,0.74256,-0.077
1666316,-0.89,-2.44,0.66142,-0.099
1666317,-0.969,-3.67,0.58407,-0.121
1666318,-0.332,-0.66,0.82667,-0.055
1666319,-1.667,-2.51,0.51122,-0.143
1666320,-2.366,-2.98,0.38107,-0.187
1666321,-0.629,-1.54,0.74256,-0.077
1666322,-0.261,-0.81,0.91281,-0.033
1666323,-0.841,-1.74,0.74256,-0.077
1666324,-1.37,-1.92,0.66142,-0.099
1666325,-0.489,-0.53,0.91281,-0.033
1666326,0.664,0.53,0.82667,0.055
1666327,1.564,1.12,0.66142,0.099
1666328,0.969,0.74,0.74256,0.077
1666329,2.027,1.38,0.74256,0.077
1666330,2.875,1.84,0.74256,0.077
1666331,4.007,2.37,0.74256,0.077
1666332,4.132,2.44,0.74256,0.077
1666333,4.465,2.61,0.74256,0.077
1666334,4.204,2.52,0.74256,0.077
1666335,3.011,2.12,0.66142,0.099
1666336,0.652,0.55,0.82667,0.055
1666338,-0.289,-0.41,0.91281,-0.033
1666339,0.718,1.88,0.51122,0.143
1666340,0.616,1.66,0.51122,0.143
1666341,-0.05,-0.05,1,-0.011
1666342,1.395,1.92,0.66142,0.099
1666343,1.622,2.51,0.74256,0.077
1666344,1.692,3.37,0.58407,0.121
1666345,0.139,0.55,0.82667,0.055
1666346,-0.099,-0.95,0.82667,-0.055
1666347,0.319,1.5,0.44342,0.165
1666348,0.665,1.64,0.74256,0.077
1666349,0.859,1.12,0.91281,0.033
1666350,-0.967,-1,0.91281,-0.033
1666351,-0.735,-0.68,0.91281,-0.033
1666352,0.284,0.23,1,0.011
1666353,0.96,0.75,1,0.011
1666354,-0.21,-0.15,1,-0.011
1666355,-0.419,-0.36,1,-0.011
1666356,0.395,0.28,1,0.011
1666357,-0.583,-0.3,1,-0.011
1666358,2.631,1.11,0.91281,0.033
1666359,3.62,1.39,0.82667,0.055
1666360,4.097,1.59,0.66142,0.099
1666361,4.27,1.73,0.74256,0.077
1666362,3.508,1.28,0.74256,0.077
1666363,3.968,1.43,0.82667,0.055
1666364,3.829,1.54,0.74256,0.077
1666365,3.737,1.58,0.82667,0.055
1666366,3.867,1.86,0.74256,0.077
1666367,2.677,1.38,0.82667,0.055
1666368,2.369,1.41,0.82667,0.055
1666369,1.444,1,0.91281,0.033
1666370,0.433,0.36,0.82667,0.055
1666371,1.553,1.69,0.74256,0.077
1666372,0.879,1.14,0.82667,0.055
1666373,1.435,2.79,0.74256,0.077
1666374,0.035,0.07,1,0.011
1666375,0.186,0.34,1,0.011
1666376,0.158,0.33,1,0.011
1666377,0.105,0.21,1,0.011
1666378,0.676,0.92,0.74256,0.077
1666379,0.866,1.15,0.74256,0.077
1666380,0.346,0.62,0.91281,0.033
1666381,0.449,0.92,0.82667,0.055
1666382,0.588,0.95,0.66142,0.099
1666383,1.423,2.03,0.74256,0.077
1666384,1.413,2.25,0.74256,0.077
1666385,0.841,1.77,0.91281,0.033
1666386,0.946,1.95,0.74256,0.077
1666387,0.989,2.56,0.66142,0.099
1666388,0.952,1.69,0.58407,0.121
1666389,1.392,2.07,0.44342,0.165
1666390,1.507,2.56,0.44342,0.165
1666391,1.659,2.83,0.44342,0.165
1666392,2.64,3.8,0.44342,0.165
1666393,1.594,2.7,0.44342,0.165
1666394,0.755,2.13,0.51122,0.143
1666395,0.182,0.64,0.82667,0.055
1666396,0.608,2.47,0.51122,0.143
1666397,0.356,1.18,0.82667,0.055
1666398,0.471,1.66,0.66142,0.099
1666399,0.696,3.56,0.58407,0.121
1666400,1.384,3.41,0.44342,0.165
1666401,1.164,2,0.58407,0.121
1666402,2.508,3.6,0.51122,0.143
1666403,2.699,3.43,0.44342,0.165
1666404,3.145,3.78,0.44342,0.165
1666405,2.335,3.36,0.44342,0.165
1666406,1.08,1.81,0.51122,0.143
1666407,1.501,2.21,0.58407,0.121
1666408,1.506,2.25,0.44342,0.165
1666409,2.867,3.6,0.44342,0.165
1666410,1.599,2.22,0.58407,0.121
1666411,0.015,0.03,1,0.011
1666412,-0.91,-1.43,0.74256,-0.077
1666413,-0.238,-0.34,0.91281,-0.033
1666414,-0.11,-0.14,1,-0.011
1666415,-0.587,-0.89,0.82667,-0.055
1666416,-2.499,-5.48,0.38107,-0.187
1666417,-2.482,-6.29,0.32442,-0.209
1666418,-2.732,-6.33,0.32442,-0.209
1666419,-2.96,-6.56,0.32442,-0.209
1666420,-2.763,-6.59,0.32442,-0.209
1666421,-2.947,-6.38,0.32442,-0.209
1666422,-2.9,-6.26,0.32442,-0.209
1666423,-3.181,-5.81,0.38107,-0.187
1666424,-2.935,-6.89,0.27356,-0.231
1666425,-1.914,-7.13,0.12531,-0.319
1666426,-1.54,-6.18,0.18889,-0.275
1666427,-1.333,-5.38,0.0798,-0.363
1666428,-1.016,-4.36,0.22844,-0.253
1666429,-0.913,-4.23,0.32442,-0.209
1666430,-1.194,-4.2,0.38107,-0.187
1666431,-0.16,-0.84,0.91281,-0.033
1666432,-0.961,-3.87,0.22844,-0.253
1666433,-1.668,-4.95,0.51122,-0.143
1666434,-1.377,-3.97,0.51122,-0.143
1666435,-0.727,-2.48,0.66142,-0.099
1666436,-0.112,-0.57,0.66142,-0.099
1666437,0.63,3.05,0.58407,0.121
1666438,0.59,2.78,0.58407,0.121
1666439,-0.192,-1.13,0.74256,-0.077
1666440,-0.17,-1.01,0.82667,-0.055
1666441,-0.004,-0.03,1,-0.011
1666442,0.013,0.14,0.82667,0.055
1666443,-0.002,-0.03,0.95628,-0.022
1666444,0,0,1,-0.011
1666445,0,0,1,0.011
1666446,0,0,0.91166,0.033
1666447,0,0,0.91056,0.033
1666448,0,0,0.91166,0.033
1666449,0,0,1,-0.011
1666450,0,0,1,0
1666451,0,0,1,-0.011
1666452,0,0,1,-0.011
1666453,0,0,1,-0.011
1666454,0,0,0.91056,0.033
1666455,-0.02,-0.37,0.70113,-0.088
1666456,-0.019,-0.31,0.78313,-0.066
1666457,-0.018,-0.31,0.70113,-0.088
1666458,-0.018,-0.33,0.6217,-0.11
1666459,-0.018,-0.31,0.6217,-0.11
1666460,0.038,0.4,0.82667,0.055
1666461,0,0,0.77477,-0.066
1666462,0,0,0.86368,-0.044
1666463,0,0,0.51784,-0.132
1666464,0,0,1,-0.011
1666465,0,0,0.86,-0.044
1666466,0,0,0.86368,-0.044
1666467,0,0,1,0
1666468,0,0,0.86,-0.044
1666469,0,0,1,-0.011
1666470,0,0,0.69953,0.077
1666471,0,0,0.94481,-0.022
1666472,0,0,0.94481,-0.022
1666473,0,0,1,0
1666475,0,0,1,0
1668702,0.035,2.55,0.27019,0.231
1668703,0.041,2.36,0.44021,0.165
1668704,0.047,2.61,0.47422,0.154
1668705,0.047,2.18,0.54483,0.132
1668706,0.025,1,0.62029,0.11
1668707,0.025,0.74,0.62029,0.11
1668708,0.087,1.63,0.6217,0.11
1668709,0.093,1.32,0.66046,0.099
1668710,0.097,1.19,0.66142,0.099
1668713,0.034,0.22,0.82667,0.055
1668714,-0.49,-1.81,0.58407,-0.121
1668715,-0.428,-0.97,0.82667,-0.055
1668716,-0.188,-0.35,0.82667,-0.055
1668717,-1.32,-1.99,0.51122,-0.143
1668718,-0.396,-0.83,1,-0.011
1668719,-0.109,-0.24,1,-0.011
1668720,-0.723,-0.8,0.82667,-0.055
1668721,-0.655,-0.59,0.82667,-0.055
1668722,-1.5,-2.11,0.74256,-0.077
1668723,-1.531,-2.34,0.66142,-0.099
1668724,-0.418,-0.99,0.91281,-0.033
1668725,-0.649,-1.92,0.74256,-0.077
1668726,-1.537,-2.86,0.58407,-0.121
1668727,-1.49,-2.16,0.66142,-0.099
1668728,-0.751,-0.89,0.74256,-0.077
1668729,-0.644,-0.74,0.82667,-0.055
1668730,0.654,0.64,0.91281,0.033
1668731,0.816,0.71,0.58407,0.121
1668732,1.172,0.93,0.74256,0.077
1668733,2.785,1.94,0.66142,0.099
1668734,4.35,2.61,0.66142,0.099
1668735,4.023,2.32,0.74256,0.077
1668736,2.237,1.23,0.74256,0.077
1668737,4.219,2.43,0.66142,0.099
1668738,2.393,1.49,0.82667,0.055
1668739,0.427,0.36,1,0.011
1668741,0.033,0.05,1,0.011
1668742,1.45,2.91,0.58407,0.121
1668743,0.156,0.16,1,0.011
1668744,-0.584,-0.56,0.91281,-0.033
1668745,0.053,0.05,1,0.011
1668746,1.648,2.52,0.74256,0.077
1668747,1.11,3.06,0.58407,0.121
1668748,-0.054,-0.38,0.91281,-0.033
1668749,-0.028,-0.19,1,-0.011
1668750,0.703,2.16,0.66142,0.099
1668751,1.065,1.69,0.91281,0.033
1668752,-1.25,-1.2,0.91281,-0.033
1668753,0.755,0.52,1,0.011
1668754,0.533,0.34,1,0.011
1668755,1.546,0.92,1,0.011
1668756,0.293,0.16,0.91281,0.033
1668757,1.305,0.78,0.91281,0.033
1668758,-0.523,-0.3,1,-0.011
1668759,0.31,0.18,0.91281,0.033
1668760,2.658,1.14,0.91281,0.033
1668761,3.517,1.18,0.74256,0.077
1668762,3.816,1.25,0.74256,0.077
1668763,3.68,1.48,0.74256,0.077
1668764,3.945,1.53,0.66142,0.099
1668765,3.989,1.41,0.82667,0.055
1668766,3.248,1.21,0.74256,0.077
1668767,3.155,1.26,0.74256,0.077
1668768,2.623,1.07,0.74256,0.077
1668769,3.664,1.74,0.74256,0.077
1668770,2.147,1.19,0.91281,0.033
1668771,2.086,1.34,0.82667,0.055
1668772,0.22,0.17,0.91281,0.033
1668773,0.184,0.17,1,0.011
1668774,1.25,1.54,0.66142,0.099
1668775,1.145,1.77,0.74256,0.077
1668776,0.242,0.33,0.82667,0.055
1668777,0.534,0.8,0.91281,0.033
1668778,0.55,0.83,0.91281,0.033
1668779,0.336,0.45,1,0.011
1668780,0.436,0.49,1,0.011
1668781,-0.01,-0.01,1,-0.011
1668782,0.449,0.64,0.66142,0.099
1668783,0.472,0.7,0.66142,0.099
1668784,1.526,2.05,0.82667,0.055
1668785,2.456,2.98,0.58407,0.121
1668786,1.382,2,0.74256,0.077
1668787,1.343,2.18,0.51122,0.143
1668788,1.46,2.33,0.44342,0.165
1668789,0.909,1.9,0.58407,0.121
1668790,1.369,2.02,0.58407,0.121
1668791,3.203,3.69,0.27356,0.231
1668792,2.489,3.12,0.38107,0.187
1668793,2.394,3.31,0.32442,0.209
1668794,1.635,2.74,0.44342,0.165
1668795,1.181,2.65,0.66142,0.099
1668796,0.333,0.86,0.66142,0.099
1668797,1.493,3.49,0.66142,0.099
1668798,0.708,1.78,0.74256,0.077
1668799,1.318,2.84,0.58407,0.121
1668800,1.127,2.81,0.58407,0.121
1668801,0.462,1.74,0.66142,0.099
1668802,0.13,0.41,0.91281,0.033
1668803,0.905,2.31,0.58407,0.121
1668804,1.123,2.06,0.74256,0.077
1668805,2.869,3.63,0.44342,0.165
1668806,3.212,4.03,0.44342,0.165
1668807,1.799,2.54,0.66142,0.099
1668808,1.514,2.3,0.58407,0.121
1668809,1.252,1.97,0.58407,0.121
1668810,1.964,2.69,0.51122,0.143
1668811,2.831,3.29,0.44342,0.165
1668812,2.791,3.36,0.51122,0.143
1668813,0.582,0.83,0.91281,0.033
1668814,1.227,1.6,1,0.011
1668815,1.447,1.6,0.82667,0.055
1668816,-0.442,-0.61,0.91281,-0.033
1668817,-0.8,-1.21,0.74256,-0.077
1668818,-1.208,-1.94,0.58407,-0.121
1668819,-1.89,-3.02,0.58407,-0.121
1668820,-2.203,-3.82,0.38107,-0.187
1668821,-1.65,-2.59,0.58407,-0.121
1668822,-2.236,-3.75,0.51122,-0.143
1668823,-2.585,-4.4,0.38107,-0.187
1668824,-1.192,-1.73,0.66142,-0.099
1668825,-2.898,-4.29,0.58407,-0.121
1668826,-3.046,-6.79,0.27356,-0.231
1668827,-2.443,-6.33,0.22844,-0.253
1668828,-2.976,-7.05,0.18889,-0.275
1668829,-1.996,-6.23,0.27356,-0.231
1668830,-0.994,-4.18,0.15463,-0.297
1668831,-2.103,-7.27,0.10052,-0.341
1668832,-1.868,-5.42,0.32442,-0.209
1668833,-0.968,-3.37,0.44342,-0.165
1668834,-1.796,-5.04,0.32442,-0.209
1668835,-1.67,-4.41,0.27356,-0.231
1668836,-1.977,-4.86,0.32442,-0.209
1668837,-1.407,-4.43,0.51122,-0.143
1668838,-0.101,-0.42,1,-0.011
1668839,0.373,1.48,0.82667,0.055
1668840,0.477,2.18,0.6217,0.11
1668841,-0.093,-0.52,0.91281,-0.033
1668842,0.04,0.29,1,0.011
1668843,0.009,0.08,1,0.011
1668844,0.027,0.36,0.74256,0.077
1668845,0,0,0.9561,0.022
1668846,-0.02,-0.3,0.78398,-0.066
1668847,0,0,0.9561,0.022
1668848,0,0,0.91166,0.033
1668849,0,0,1,0.011
1668850,0,0,1,0.011
1668851,-0.013,-0.24,0.78398,-0.066
1668852,-0.013,-0.23,0.86935,-0.044
1668853,-0.027,-0.37,0.78398,-0.066
1668854,-0.019,-0.34,0.86935,-0.044
1668855,-0.019,-0.3,0.82615,-0.055
1668856,-0.018,-0.3,0.74181,-0.077
1668857,-0.017,-0.31,0.78313,-0.066
1668858,-0.018,-0.29,0.70113,-0.088
1668859,-0.018,-0.3,0.6217,-0.11
1668860,0,0,1,-0.011
1668861,-0.017,-0.25,0.78398,-0.066
1668862,0.03,0.32,0.82667,0.055
1668863,0,0,0.77477,-0.066
1668864,0,0,0.95436,-0.022
1668865,0,0,0.86,-0.044
1668866,0,0,0.90282,-0.033
1668867,0,0,0.68069,-0.088
1668868,0,0,1,0
1668869,0,0,1,0
1668870,0,0,0.86368,0.044
1668871,0,0,0.68069,-0.088
1668872,0,0,1,-0.011
1668873,0,0,1,-0.011
1668874,0,0,0.79694,0.055
1668875,0,0,0.69953,0.077
1668876,0,0,0.93862,-0.022
1668877,0,0,1,0
1668879,0,0,0.80408,0.033
1671104,0.04,2.66,0.37772,0.187
1671105,0.035,2.23,0.47422,0.154
1671106,0.025,1.62,0.54483,0.132
1671107,0.043,1.89,0.62029,0.11
1671108,0.019,0.57,0.476,0.154
1671109,0.051,1.24,0.70113,0.088
1671110,0.084,1.25,0.6217,0.11
1671111,0.092,1.2,0.66142,0.099
1671112,0.081,0.92,0.82667,0.055
1671113,0.083,0.94,0.82667,0.055
1671115,0.148,1.14,0.74256,0.077
1671116,-0.56,-1.73,0.58407,-0.121
1671117,-1.122,-1.93,0.66142,-0.099
1671118,-1.325,-1.68,0.74256,-0.077
1671119,-1.09,-1.34,0.66142,-0.099
1671120,-0.63,-0.81,0.51122,-0.143
1671121,-2.203,-2.75,0.44342,-0.165
1671122,-0.524,-0.57,0.82667,-0.055
1671123,-0.593,-0.55,1,-0.011
1671124,-1.51,-2.27,0.66142,-0.099
1671125,-0.897,-2.27,0.74256,-0.077
1671126,-0.64,-1.41,0.74256,-0.077
1671127,-0.318,-0.77,0.74256,-0.077
1671128,-0.528,-1.35,0.91281,-0.033
1671129,-0.844,-1.73,0.91281,-0.033
1671130,-0.992,-1.66,0.66142,-0.099
1671131,-1.361,-1.94,0.58407,-0.121
1671132,-1.266,-1.55,0.66142,-0.099
1671133,-0.246,-0.28,0.66142,-0.099
1671134,1.001,0.87,0.82667,0.055
1671135,1.616,1.27,0.74256,0.077
1671136,2.704,1.95,0.66142,0.099
1671137,3.767,2.6,0.66142,0.099
1671138,3.567,2.33,0.74256,0.077
1671139,2.754,1.45,0.66142,0.099
1671140,2.265,1.21,0.74256,0.077
1671141,2.2,1.51,0.74256,0.077
1671142,1.815,1.2,0.82667,0.055
1671143,0.239,0.21,1,0.011
1671144,0.932,1.36,0.82667,0.055
1671145,-0.494,-0.47,1,-0.011
1671146,0.808,0.64,0.91281,0.033
1671147,0.85,0.64,0.91281,0.033
1671148,1.08,1.38,0.82667,0.055
1671149,1.12,2.41,0.58407,0.121
1671150,0.366,1.58,0.66142,0.099
1671151,-0.03,-0.18,1,-0.011
1671152,0.062,0.35,0.82667,0.055
1671153,1.252,2.53,0.58407,0.121
1671154,-1.114,-1.25,1,-0.011
1671155,0.293,0.23,1,0.011
1671156,1.788,1.1,0.91281,0.033
1671157,0.94,0.46,1,0.011
1671158,1.121,0.48,1,0.011
1671159,-0.715,-0.32,1,-0.011
1671160,1.776,0.75,0.91281,0.033
1671161,1.218,0.54,1,0.011
1671162,2.906,1.15,0.82667,0.055
1671163,3.859,1.26,0.82667,0.055
1671164,2.684,0.96,0.91281,0.033
1671165,3.893,1.52,0.91281,0.033
1671166,4.214,1.81,0.91281,0.033
1671167,3.766,1.36,0.74256,0.077
1671168,3.18,1.17,0.74256,0.077
1671169,2.807,1.14,0.82667,0.055
1671170,4.197,1.81,0.91281,0.033
1671171,2.784,1.23,0.91281,0.033
1671172,2.373,1.21,0.82667,0.055
1671173,1.957,1.15,0.82667,0.055
1671174,1.015,0.69,1,0.011
1671175,0.899,0.72,1,0.011
1671176,0.829,0.88,1,0.011
1671177,0.884,1.05,0.91281,0.033
1671178,-0.011,-0.01,1,-0.011
1671179,0,0,1,0
1671180,0.506,0.51,1,0.011
1671181,0.526,0.56,1,0.011
1671182,1.297,1.2,0.91281,0.033
1671183,1.464,1.39,0.91281,0.033
1671184,0.15,0.17,1,0.011
1671185,1.59,1.78,0.66142,0.099
1671186,1.765,1.88,0.66142,0.099
1671187,3.293,3.23,0.58407,0.121
1671188,2.421,2.92,0.58407,0.121
1671189,2.308,2.81,0.58407,0.121
