"nie_malla_modi_id","sen_slope_pnau","sen_slope_per_pnau","p_value_pnau","tau_pnau"
1671190,1.757,2.27,0.58407,0.121
1671191,1.317,1.97,0.74256,0.077
1671192,1.341,2.02,0.58407,0.121
1671193,4.12,4.36,0.27356,0.231
1671194,4.045,4.33,0.32442,0.209
1671195,2.815,3.42,0.32442,0.209
1671196,2.16,2.98,0.38107,0.187
1671197,1.149,1.94,0.58407,0.121
1671198,1.47,2.62,0.74256,0.077
1671199,1.513,2.99,0.74256,0.077
1671200,2.157,3.55,0.51122,0.143
1671201,2.22,3.43,0.51122,0.143
1671202,1.397,3.05,0.66142,0.099
1671203,0.588,1.7,0.82667,0.055
1671204,1.306,2.79,0.66142,0.099
1671205,0.851,2.04,0.74256,0.077
1671206,0.873,1.99,0.74256,0.077
1671207,2.9,3.7,0.51122,0.143
1671208,3.549,4.26,0.51122,0.143
1671209,3.34,4.06,0.58407,0.121
1671210,2.433,3.21,0.51122,0.143
1671211,0.414,0.7,0.74256,0.077
1671212,1.718,2.31,0.44342,0.165
1671213,3.294,3.63,0.44342,0.165
1671214,3.952,3.89,0.32442,0.209
1671215,0.334,0.38,1,0.011
1671216,1.03,1.16,1,0.011
1671217,2.56,2.35,0.44342,0.165
1671218,1.016,1.06,0.91281,0.033
1671219,1.221,1.4,1,0.011
1671220,-0.1,-0.13,1,-0.011
1671221,-0.071,-0.09,1,-0.011
1671222,0.11,0.14,0.91281,0.033
1671223,0.312,0.39,0.91281,0.033
1671224,-0.548,-0.74,0.82667,-0.055
1671225,-1.185,-1.64,0.58407,-0.121
1671226,-2.825,-3.19,0.91281,-0.033
1671227,-2.11,-2.99,0.66142,-0.099
1671228,-3.31,-6.93,0.32442,-0.209
1671229,-4.135,-8.43,0.18889,-0.275
1671230,-3.907,-7.34,0.22844,-0.253
1671231,-3.049,-6.63,0.22844,-0.253
1671232,-2.13,-6.31,0.32442,-0.209
1671233,-2.33,-6.12,0.27356,-0.231
1671234,-2.458,-5.19,0.32442,-0.209
1671235,-1.622,-4.99,0.27356,-0.231
1671236,-2.015,-5.12,0.32442,-0.209
1671237,-1.267,-2.44,0.51122,-0.143
1671238,-1.29,-2.56,0.66142,-0.099
1671239,-0.812,-2.93,0.66142,-0.099
1671240,-1.399,-3.29,0.51122,-0.143
1671241,0.262,0.88,1,0.011
1671242,0.425,1.83,0.66142,0.099
1671243,0.033,0.22,1,0.011
1671244,-0.011,-0.1,1,-0.011
1671245,0,0,0.9561,0.022
1671246,0.029,0.42,0.70113,0.088
1671247,0.02,0.19,1,0.011
1671248,0.001,0.01,0.95628,0.022
1671249,0,0,1,0.011
1671250,0,0,1,0.011
1671251,0,0,1,0.011
1671252,0,0,0.9561,0.022
1671253,0,0,1,0
1671254,0.029,0.3,0.82667,0.055
1671255,0.04,0.43,0.74256,0.077
1671256,0.028,0.28,0.91281,0.033
1671257,0.032,0.34,0.74256,0.077
1671258,0.035,0.37,0.78398,0.066
1671259,-0.017,-0.21,0.74181,-0.077
1671260,-0.016,-0.2,0.78398,-0.066
1671261,-0.015,-0.21,0.70113,-0.088
1671262,-0.014,-0.25,0.69999,-0.088
1671263,-0.015,-0.19,0.78398,-0.066
1671264,0,0,0.9561,-0.022
1671265,-0.015,-0.22,0.78313,-0.066
1671266,0,0,0.77477,-0.066
1671267,0,0,1,0
1671268,0,0,0.7688,-0.066
1671269,0,0,0.90282,-0.033
1671270,0,0,0.95436,0.022
1671271,0,0,0.95436,0.022
1671272,0,0,1,0.011
1671273,0,0,0.95436,0.022
1671274,0,0,0.68069,-0.088
1671275,0,0,0.80709,0.055
1671276,0,0,0.69953,0.077
1671277,0,0,0.94481,-0.022
1671278,0,0,0.94481,-0.022
1671279,0,0,0.94481,-0.022
1671280,0,0,0.94481,-0.022
1671281,0,0,1,0
1671282,0,0,0.80408,0.033
1673508,0.02,1.01,0.54483,0.132
1673509,0.015,0.56,0.69999,0.088
1673510,0.006,0.17,0.95628,0.022
1673511,0.015,0.28,0.78398,0.066
1673512,0.15,2.34,0.6217,0.11
1673513,0.043,0.53,0.70113,0.088
1673514,0.06,0.68,0.6217,0.11
1673515,0.281,2.82,0.58407,0.121
1673517,0.16,1.09,0.82667,0.055
1673518,-0.536,-1.92,0.74256,-0.077
1673519,-1.478,-2.78,0.66142,-0.099
1673520,-0.591,-0.69,0.82667,-0.055
1673521,-1.308,-1.42,0.74256,-0.077
1673522,-0.66,-0.72,0.74256,-0.077
1673523,-0.582,-0.61,0.91281,-0.033
1673524,-2.334,-2.74,0.38107,-0.187
1673525,-0.262,-0.26,0.91281,-0.033
1673526,-1.003,-1.44,0.74256,-0.077
1673527,-0.392,-0.9,0.82667,-0.055
1673528,-0.754,-1.79,0.74256,-0.077
1673529,-1.08,-1.4,0.82667,-0.055
1673530,-0.194,-0.41,0.82667,-0.055
1673531,-0.7,-1.86,0.82667,-0.055
1673532,-0.316,-0.84,0.91281,-0.033
1673533,-0.45,-0.9,0.86935,-0.044
1673534,-0.828,-1.4,0.58407,-0.121
1673535,-1.023,-1.3,0.66142,-0.099
1673536,-0.317,-0.34,0.91281,-0.033
1673537,-0.121,-0.13,1,-0.011
1673538,0.559,0.57,1,0.011
1673539,0.833,0.75,0.82667,0.055
1673540,2.85,2.01,0.74256,0.077
1673541,2.76,1.63,0.82667,0.055
1673542,3.533,1.91,0.66142,0.099
1673543,2.607,1.32,0.82667,0.055
1673544,2.867,1.59,0.66142,0.099
1673545,1.52,1.06,0.74256,0.077
1673546,1.286,1.73,0.74256,0.077
1673547,0.217,0.21,1,0.011
1673548,1.429,1.04,0.82667,0.055
1673549,1.84,1.27,0.91281,0.033
1673550,0.96,1.04,0.82667,0.055
1673551,1.512,2.88,0.51122,0.143
1673552,0.09,0.52,0.91281,0.033
1673553,0.642,1.87,0.66142,0.099
1673554,0.521,2.28,0.74256,0.077
1673555,0.403,1.22,0.82667,0.055
1673556,1.888,3.4,0.66142,0.099
1673557,-1.128,-1.12,1,-0.011
1673558,0.727,0.46,0.91281,0.033
1673559,1,0.46,1,0.011
1673560,2.259,0.86,0.91281,0.033
1673561,2.454,0.87,0.82667,0.055
1673562,2.05,0.65,0.91281,0.033
1673563,2.373,0.81,0.91281,0.033
1673564,2.744,1.01,0.91281,0.033
1673565,2.089,0.65,0.82667,0.055
1673566,2.98,1.05,0.82667,0.055
1673567,1.322,0.51,0.91281,0.033
1673568,2.33,0.95,0.91281,0.033
1673569,3.641,1.29,0.82667,0.055
1673570,3.383,1.15,0.82667,0.055
1673571,3.225,1.21,0.66142,0.099
1673572,1.128,0.51,1,0.011
1673573,0.54,0.26,0.91281,0.033
1673574,0.594,0.28,1,0.011
1673575,2.271,1.12,0.91281,0.033
1673576,1.799,1.08,0.82667,0.055
1673577,0.031,0.02,1,0.011
1673578,0.565,0.44,1,0.011
1673579,0.421,0.39,1,0.011
1673580,-0.256,-0.25,1,-0.011
1673581,-0.116,-0.12,1,-0.011
1673582,0.859,0.74,0.91281,0.033
1673583,0.878,0.72,1,0.011
1673584,0.924,0.73,1,0.011
1673585,1.071,0.93,0.82667,0.055
1673586,0.879,0.88,1,0.011
1673587,2.15,1.96,0.74256,0.077
1673588,1.456,1.26,0.74256,0.077
1673589,2.91,2.53,0.58407,0.121
1673590,2.58,2.54,0.58407,0.121
1673591,2.661,2.71,0.51122,0.143
1673592,3.309,3.5,0.44342,0.165
1673593,3.225,3.66,0.51122,0.143
1673594,2.114,2.71,0.44342,0.165
1673595,3.969,4.09,0.27356,0.231
1673596,3.301,3,0.44342,0.165
1673597,3.425,3.41,0.38107,0.187
1673598,4.427,4.51,0.27356,0.231
1673599,3.167,3.54,0.38107,0.187
1673600,2.362,2.93,0.38107,0.187
1673601,1.892,2.61,0.44342,0.165
1673602,1.67,2.32,0.58407,0.121
1673603,1.922,2.48,0.51122,0.143
1673604,0.995,1.68,0.58407,0.121
1673605,0.949,1.6,0.58407,0.121
1673606,2.068,3.13,0.51122,0.143
1673607,2.026,2.86,0.66142,0.099
1673608,2.049,2.99,0.66142,0.099
1673609,3.162,3.89,0.51122,0.143
1673610,4.272,4.26,0.51122,0.143
1673611,3.934,4.17,0.44342,0.165
1673612,2.336,3.05,0.51122,0.143
1673613,0.215,0.38,0.91281,0.033
1673614,0.82,1.2,0.82667,0.055
1673615,2.262,2.78,0.58407,0.121
1673616,3.995,3.85,0.38107,0.187
1673617,3.424,3.04,0.51122,0.143
1673618,3.408,2.96,0.58407,0.121
1673619,3.888,3.01,0.32442,0.209
1673620,3.48,2.84,0.32442,0.209
1673621,1.418,1.47,0.91281,0.033
1673622,1.255,1.23,1,0.011
1673623,-0.205,-0.21,1,-0.011
1673624,0.192,0.19,1,0.011
1673625,0.71,0.76,0.91281,0.033
1673626,0.074,0.08,0.95628,0.022
1673627,0.163,0.17,0.91281,0.033
1673628,1.335,1.37,0.82667,0.055
1673629,-0.89,-1.03,0.74256,-0.077
1673630,-2.825,-4.08,0.51122,-0.143
1673631,-3.62,-6.12,0.27356,-0.231
1673632,-3.716,-5.61,0.27356,-0.231
1673633,-3.605,-7.03,0.18889,-0.275
1673634,-3.257,-8.58,0.15463,-0.297
1673635,-3.773,-7.41,0.22844,-0.253
1673636,-2.47,-4.57,0.27356,-0.231
1673637,-2.229,-5.25,0.32442,-0.209
1673638,-2.097,-5.12,0.38107,-0.187
1673639,-1.806,-2.86,0.51122,-0.143
1673640,-1.331,-2.58,0.58407,-0.121
1673641,-1.729,-4.35,0.38107,-0.187
1673642,-0.608,-1.14,0.91281,-0.033
1673643,-1.59,-4.13,0.38107,-0.187
1673644,0.298,1.64,0.74256,0.077
1673645,0.023,0.19,1,0.011
1673646,0.065,0.76,0.66142,0.099
1673647,0.037,0.34,1,0.011
1673648,0.06,0.48,0.82667,0.055
1673649,0.007,0.07,1,0.011
1673650,0.001,0.02,0.78313,0.066
1673651,0.035,0.47,0.51122,0.143
1673652,0,0,0.9561,0.022
1673653,0,0,0.9561,0.022
1673654,0.039,0.42,0.82667,0.055
1673655,-0.007,-0.06,1,-0.011
1673656,0.031,0.25,1,0.011
1673657,0.037,0.29,0.91281,0.033
1673658,0.097,0.62,0.82667,0.055
1673659,0.03,0.21,0.91281,0.033
1673660,0.022,0.2,0.91281,0.033
1673661,-0.009,-0.08,0.91281,-0.033
1673662,0.033,0.38,0.74256,0.077
1673663,-0.013,-0.16,0.78398,-0.066
1673664,-0.014,-0.21,0.6217,-0.11
1673665,-0.01,-0.17,0.78313,-0.066
1673666,0,0,1,0.011
1673667,0,0,0.77477,-0.066
1673668,0,0,0.95436,0.022
1673669,0,0,1,0
1673670,0,0,0.86,-0.044
1673671,0,0,0.90282,-0.033
1673672,0,0,0.86,-0.044
1673673,0,0,0.86368,0.044
1673674,0,0,1,0.011
1673675,0,0,0.95436,0.022
1673676,0,0,0.86,-0.044
1673677,0,0,0.68069,-0.088
1673678,0,0,0.69953,0.077
1673679,0,0,0.94481,-0.022
1673680,0,0,0.69953,0.077
1673681,0,0,0.69953,0.077
1673682,0,0,0.94481,-0.022
1673683,0,0,1,0
1673684,0,0,0.80408,0.033
1673685,0,0,0.80408,0.033
1675910,0,0,0.9561,0.022
1675911,0,0,0.82441,0.055
1675912,0.007,0.19,0.95628,0.022
1675913,0.015,0.31,0.86935,0.044
1675914,0.024,0.35,0.70113,0.088
1675915,0.021,0.25,0.70113,0.088
1675916,0.018,0.19,0.86935,0.044
1675917,0.246,2.36,0.51122,0.143
1675919,0.263,2.77,0.58407,0.121
1675920,0.044,0.2,1,0.011
1675921,-1.274,-2.35,0.58407,-0.121
1675922,-0.5,-0.66,0.74256,-0.077
1675923,-0.32,-0.39,0.74256,-0.077
1675924,-0.819,-0.79,0.82667,-0.055
1675925,-0.629,-0.63,0.82667,-0.055
1675926,-1.005,-1.1,0.74256,-0.077
1675927,-0.557,-0.49,0.82667,-0.055
1675928,-2.183,-2.59,0.38107,-0.187
1675929,-0.67,-1.57,0.74256,-0.077
1675930,-0.932,-1.32,0.66142,-0.099
1675931,-0.628,-0.76,0.74256,-0.077
1675932,-0.984,-1.42,0.74256,-0.077
1675933,-0.977,-1.66,0.74256,-0.077
1675934,-0.283,-0.53,0.82667,-0.055
1675935,-1.089,-1.71,0.66142,-0.099
1675936,-0.234,-0.4,0.91281,-0.033
1675937,-0.298,-0.6,0.82667,-0.055
1675938,-0.31,-0.55,0.74256,-0.077
1675939,-0.696,-1.13,0.58407,-0.121
1675940,0.33,0.51,0.91281,0.033
1675941,0.469,0.54,0.82667,0.055
1675942,0.889,0.78,0.91281,0.033
1675943,2.19,1.6,0.74256,0.077
1675944,2.96,1.66,0.66142,0.099
1675945,2.784,1.44,0.74256,0.077
1675946,2.687,1.33,0.74256,0.077
1675947,1.97,1.29,0.66142,0.099
1675948,0.451,0.42,0.91281,0.033
1675949,0.594,0.49,0.91281,0.033
1675950,1.098,0.71,0.74256,0.077
1675951,2.781,1.6,0.74256,0.077
1675952,0.831,0.82,1,0.011
1675953,2.197,4.53,0.44342,0.165
1675954,0.644,2.19,0.66142,0.099
1675955,1.6,2.35,0.91281,0.033
1675956,0.441,1.51,0.74256,0.077
1675957,0.479,1.67,0.51122,0.143
1675958,0.952,1.22,0.91281,0.033
1675959,-0.06,-0.05,1,-0.011
1675960,1.735,1.05,0.91281,0.033
1675961,0.764,0.38,1,0.011
1675962,2.705,1.04,0.91281,0.033
1675963,2.675,0.95,0.74256,0.077
1675964,3.317,1.13,0.74256,0.077
1675965,2.449,0.77,0.91281,0.033
1675966,2.4,0.8,0.74256,0.077
1675967,2.897,1.03,0.82667,0.055
1675968,1.904,0.72,0.74256,0.077
1675969,0.256,0.11,1,0.011
1675970,0.955,0.37,1,0.011
1675971,2.004,0.65,0.91281,0.033
1675972,2.522,0.88,0.91281,0.033
1675973,3.562,1.4,0.74256,0.077
1675974,2.771,1.16,0.91281,0.033
1675975,0.76,0.39,0.91281,0.033
1675976,0.37,0.18,0.91281,0.033
1675977,1.67,0.71,0.82667,0.055
1675978,3.192,1.69,0.82667,0.055
1675979,0.895,0.53,0.82667,0.055
1675980,1.59,1.03,0.82667,0.055
1675981,0.249,0.18,1,0.011
1675982,0.706,0.54,0.91281,0.033
1675983,0.751,0.58,0.91281,0.033
1675984,1.24,0.93,0.91281,0.033
1675985,0.025,0.02,1,0.011
1675986,1.625,1.08,0.91281,0.033
1675987,1.24,0.97,1,0.011
1675988,1.076,0.85,0.91281,0.033
1675989,1.264,0.93,0.82667,0.055
1675990,4.55,3.2,0.58407,0.121
1675991,4.97,3.56,0.58407,0.121
1675992,3.703,2.92,0.51122,0.143
1675993,3.638,3.04,0.51122,0.143
1675994,4.04,3.26,0.51122,0.143
1675995,4.721,3.84,0.51122,0.143
1675996,3.685,3.29,0.51122,0.143
1675997,3.852,3.11,0.44342,0.165
1675998,4.166,2.94,0.44342,0.165
1675999,3.556,2.68,0.58407,0.121
1676000,3.83,3.44,0.44342,0.165
1676001,3.269,3.31,0.32442,0.209
1676002,3.999,3.72,0.38107,0.187
1676003,3.652,3.35,0.38107,0.187
1676004,4.303,4.36,0.38107,0.187
1676005,3.15,3.52,0.38107,0.187
1676006,2.593,3.07,0.44342,0.165
1676007,3.383,3.68,0.38107,0.187
1676008,4.082,4.42,0.44342,0.165
1676009,4.422,4.74,0.44342,0.165
1676010,3.982,4.22,0.44342,0.165
1676011,4.332,4.34,0.51122,0.143
1676012,3.933,4.3,0.51122,0.143
1676013,2.968,3.28,0.51122,0.143
1676014,2.327,2.7,0.58407,0.121
1676015,0.428,0.67,1,0.011
1676016,0.12,0.22,1,0.011
1676017,0.56,0.75,0.91281,0.033
1676018,2.48,2.14,0.51122,0.143
1676019,4.937,3.24,0.38107,0.187
1676020,4.532,2.85,0.38107,0.187
1676021,4.492,2.76,0.32442,0.209
1676022,3.6,2.36,0.38107,0.187
1676023,1.747,1.37,0.27356,0.231
1676024,1.793,1.43,0.82667,0.055
1676025,1.693,1.38,1,0.011
1676026,1.596,1.35,0.91281,0.033
1676027,1.502,1.24,1,0.011
1676028,1.486,1.19,0.91281,0.033
1676029,1.397,1.13,0.91281,0.033
1676030,1.532,1.18,0.82667,0.055
1676031,0.193,0.16,1,0.011
1676032,0.108,0.1,1,0.011
1676033,-1.328,-1.59,0.74256,-0.077
1676034,-1.655,-1.88,0.74256,-0.077
1676035,-4.41,-6.48,0.22844,-0.253
1676036,-4.149,-7.55,0.27356,-0.231
1676037,-3.094,-4.05,0.44342,-0.165
1676038,-3.42,-4.9,0.38107,-0.187
1676039,-2.746,-4.23,0.32442,-0.209
1676040,-1.665,-3.01,0.44342,-0.165
1676041,-1.667,-2.34,0.66142,-0.099
1676042,-1.4,-2.3,0.58407,-0.121
1676043,-1.249,-1.92,0.66142,-0.099
1676044,-1.29,-1.96,0.74256,-0.077
1676045,-1.413,-3.45,0.51122,-0.143
1676046,0.305,1.8,0.74256,0.077
1676047,0.314,1.86,0.66142,0.099
1676048,0.083,0.54,0.82667,0.055
1676049,0.298,1.29,0.82667,0.055
1676050,0.618,3.04,0.58407,0.121
1676051,-0.004,-0.04,1,-0.011
1676052,0.011,0.11,1,0.011
1676053,0.007,0.05,1,0.011
1676054,0.053,0.64,0.74256,0.077
1676055,0,0,0.9561,0.022
1676056,0.027,0.25,0.86935,0.044
1676057,0.033,0.26,0.91281,0.033
1676058,-0.11,-0.62,0.82667,-0.055
1676059,0.14,0.68,0.82667,0.055
1676060,0.131,0.62,0.82667,0.055
1676061,0.12,0.61,0.82667,0.055
1676062,0.112,0.72,0.74256,0.077
1676063,0.018,0.16,0.91281,0.033
1676064,0.016,0.14,0.91281,0.033
1676065,0.03,0.3,0.82667,0.055
1676066,-0.012,-0.2,0.69999,-0.088
1676067,0,0,1,-0.011
1676068,0,0,0.82224,-0.055
1676069,0,0,0.95436,0.022
1676070,0,0,0.95312,-0.022
1676071,0,0,0.7688,-0.066
1676072,0,0,0.68069,-0.088
1676073,0,0,0.59673,-0.11
1676074,0,0,0.51784,-0.132
1676075,0,0,0.95436,0.022
1676076,0,0,1,0
1676077,0,0,0.95436,-0.022
1676078,0,0,0.95436,0.022
1676079,0,0,0.68069,-0.088
1676080,0,0,1,-0.011
1676081,0,0,0.69953,0.077
1676082,0,0,1,0.011
1676083,0,0,0.69953,0.077
1676084,0,0,0.94481,-0.022
1676085,0,0,1,0
1676086,0,0,0.27531,0.143
1676087,0,0,0.27531,0.143
1676088,0,0,0.80408,0.033
1678314,0,0,0.9561,0.022
1678315,0,0,1,0.011
1678316,0.05,0.77,0.70113,0.088
1678317,-0.013,-0.16,0.86935,-0.044
1678318,0.18,1.61,0.58407,0.121
1678319,0.163,1.48,0.58407,0.121
1678322,-0.29,-1.54,0.74256,-0.077
1678323,-0.181,-0.41,0.82667,-0.055
1678324,-0.44,-0.68,0.74256,-0.077
1678325,-1.235,-1.77,0.51122,-0.143
1678326,-1.365,-1.46,0.66142,-0.099
1678327,-0.18,-0.17,1,-0.011
1678328,-0.735,-0.83,0.82667,-0.055
1678329,-1.038,-1.19,0.44342,-0.165
1678330,-0.706,-0.98,0.58407,-0.121
1678331,-0.502,-0.83,0.74256,-0.077
1678332,-0.73,-1,0.51122,-0.143
1678333,1.405,1.3,0.58407,0.121
1678334,0.42,0.45,0.91281,0.033
1678335,-1.031,-1.35,0.82667,-0.055
1678336,-1.239,-1.66,0.74256,-0.077
1678337,-0.84,-1.03,0.91281,-0.033
1678338,-1.074,-1.54,0.74256,-0.077
1678339,0.024,0.03,1,0.011
1678340,-0.03,-0.04,1,-0.011
1678341,0.433,0.52,1,0.011
1678342,0.301,0.35,0.74256,0.077
1678343,0.225,0.24,0.91281,0.033
1678344,0.728,0.75,0.91281,0.033
1678345,0.939,0.78,0.82667,0.055
1678346,1.64,1.17,0.74256,0.077
1678347,1.76,1.13,0.74256,0.077
1678348,2.949,1.53,0.74256,0.077
1678349,3.07,1.73,0.66142,0.099
1678350,2.367,1.72,0.74256,0.077
1678351,2.444,1.54,0.74256,0.077
1678352,2.624,1.44,0.66142,0.099
1678353,2.19,1.38,0.82667,0.055
1678354,0.538,0.53,1,0.011
1678355,0.61,1.75,0.82667,0.055
1678356,2.32,3.8,0.74256,0.077
1678357,-0.82,-0.84,1,-0.011
1678358,1.319,2.46,0.66142,0.099
1678359,0.532,2.37,0.58407,0.121
1678360,0.683,1.93,0.58407,0.121
1678361,-0.31,-0.32,1,-0.011
1678362,0.232,0.18,1,0.011
1678363,1.407,0.75,1,0.011
1678364,-0.859,-0.4,1,-0.011
1678365,2.167,0.89,0.82667,0.055
1678366,2.38,0.86,0.82667,0.055
1678367,2.426,0.76,0.91281,0.033
1678368,2.881,1.03,0.82667,0.055
1678369,0.133,0.05,1,0.011
1678370,-0.55,-0.26,1,-0.011
1678371,2.451,1.23,0.91281,0.033
1678372,2.07,0.8,0.82667,0.055
1678373,3.983,1.31,0.82667,0.055
1678374,3.47,1.18,0.82667,0.055
1678375,2.363,0.94,0.82667,0.055
1678376,0.214,0.1,1,0.011
1678377,0.873,0.44,1,0.011
1678378,0.747,0.38,1,0.011
1678379,1.39,0.6,0.82667,0.055
1678380,3.019,1.35,0.91281,0.033
1678381,3.964,1.81,0.74256,0.077
1678382,2.946,1.42,0.91281,0.033
1678383,3.161,1.66,0.82667,0.055
1678384,2.263,1.27,0.91281,0.033
1678385,2.365,1.31,0.82667,0.055
1678386,2.848,1.53,0.82667,0.055
1678387,2.599,1.43,0.82667,0.055
1678388,2.704,1.52,0.82667,0.055
1678389,1.7,1.02,0.91281,0.033
1678390,1.794,1.11,0.91281,0.033
1678391,4.82,3,0.74256,0.077
1678392,4.19,2.37,0.66142,0.099
1678393,4.61,2.76,0.66142,0.099
1678394,5.24,3.33,0.66142,0.099
1678395,5.506,3.8,0.51122,0.143
1678396,4.86,3.43,0.58407,0.121
1678397,5.553,3.76,0.44342,0.165
1678398,3.039,1.92,0.66142,0.099
1678399,3.452,2.26,0.58407,0.121
1678400,5.415,3.11,0.51122,0.143
1678401,4.64,3.09,0.38107,0.187
1678402,4.882,4.1,0.32442,0.209
1678403,3.167,3.32,0.38107,0.187
1678404,3.302,3.43,0.44342,0.165
1678405,3.722,3.37,0.44342,0.165
1678406,6.357,4.8,0.38107,0.187
1678407,5.729,4.58,0.38107,0.187
1678408,5.56,4.49,0.38107,0.187
1678409,4.632,3.99,0.38107,0.187
1678410,5.458,4.46,0.27356,0.231
1678411,5.954,4.53,0.32442,0.209
1678412,5.805,4.53,0.32442,0.209
1678413,3.9,3.72,0.44342,0.165
1678414,1.713,2.26,0.66142,0.099
1678415,1.06,1.61,0.74256,0.077
1678416,0.548,0.85,0.82667,0.055
1678417,0.434,0.69,0.91281,0.033
1678418,-0.319,-0.62,0.91281,-0.033
1678419,1.06,1.33,0.91281,0.033
1678420,2.452,2.44,0.58407,0.121
1678421,4.735,3.1,0.44342,0.165
1678422,4.554,2.51,0.38107,0.187
1678423,5.306,2.98,0.38107,0.187
1678424,4.405,2.58,0.44342,0.165
1678425,3.796,2.28,0.44342,0.165
1678426,3.139,1.97,0.66142,0.099
1678427,2.312,1.64,0.91281,0.033
1678428,1.129,0.94,1,0.011
1678429,1.382,1.13,0.91281,0.033
1678430,1.356,1.09,0.91281,0.033
1678431,0.831,0.61,0.91281,0.033
1678432,0.825,0.62,0.91281,0.033
1678433,1.222,0.94,0.82667,0.055
1678434,1.248,0.94,0.82667,0.055
1678435,0.712,0.57,0.91281,0.033
1678436,0.704,0.56,0.91281,0.033
1678437,-2.347,-2.34,0.82667,-0.055
1678438,-1.435,-1.61,0.66142,-0.099
1678439,-2.401,-2.61,0.66142,-0.099
1678440,-2.3,-2.35,0.66142,-0.099
1678441,-2.356,-2.53,0.58407,-0.121
1678442,-1.81,-2.15,0.51122,-0.143
1678443,0.665,0.58,1,0.011
1678444,-0.347,-0.39,0.66142,-0.099
1678445,-1.197,-1.24,1,-0.011
1678446,-1.724,-2.43,0.66142,-0.099
1678447,-1.535,-4.14,0.38107,-0.187
1678448,0.326,1.3,0.74256,0.077
1678449,0.344,1.38,0.74256,0.077
1678450,0.322,1.38,0.82667,0.055
1678451,0.044,0.15,1,0.011
1678452,0,0,1,0
1678453,-0.011,-0.08,1,-0.011
1678454,-0.029,-0.15,1,-0.011
1678455,0.424,1.89,0.74256,0.077
1678456,-0.005,-0.04,1,-0.011
1678457,0.056,0.37,1,0.011
1678458,-0.014,-0.1,1,-0.011
1678459,0.013,0.08,1,0.011
1678460,0.189,0.86,0.82667,0.055
1678461,0.054,0.19,0.91281,0.033
1678462,0.05,0.17,1,0.011
1678463,-0.05,-0.2,0.91281,-0.033
1678464,0.108,0.66,0.74256,0.077
1678465,0.016,0.09,1,0.011
1678466,0.035,0.26,0.91281,0.033
1678467,0.014,0.12,0.91281,0.033
1678468,0.03,0.3,0.78398,0.066
1678469,-0.01,-0.14,0.78398,-0.066
1678470,0,0,0.82224,0.055
1678471,0,0,0.95312,-0.022
1678472,0,0,0.86,-0.044
1678473,0,0,0.7688,-0.066
1678474,0,0,0.59673,-0.11
1678475,0,0,0.59673,-0.11
1678476,0,0,0.86,-0.044
1678477,0,0,0.95436,0.022
1678478,0,0,0.95436,0.022
1678479,0,0,0.90873,0.033
1678480,0,0,1,0
1678481,0,0,0.95436,0.022
1678482,0,0,0.68069,-0.088
1678483,0,0,0.68069,-0.088
1678484,0,0,0.7688,-0.066
1678485,0,0,1,0.011
1678486,0,0,0.69953,0.077
1678487,0,0,0.69953,0.077
1678488,0,0,1,0
1678489,0,0,0.27531,0.143
1678490,0,0,0.80408,0.033
1680717,0,0,0.9561,0.022
1680718,0,0,1,0.011
1680719,0,0,0.9561,-0.022
1680720,0.174,1.43,0.58407,0.121
1680724,0.021,0.16,0.91281,0.033
1680725,-0.464,-1.87,0.66142,-0.099
1680726,-0.242,-0.71,0.82667,-0.055
1680727,0.392,0.84,0.91281,0.033
1680728,0.026,0.04,1,0.011
1680729,0.018,0.03,1,0.011
1680730,-0.408,-0.7,0.82667,-0.055
1680731,-0.474,-0.8,0.91281,-0.033
1680732,-1.183,-1.48,0.74256,-0.077
1680733,-0.947,-1,0.74256,-0.077
1680734,-0.783,-0.87,0.91281,-0.033
1680735,1.097,0.99,0.74256,0.077
1680736,0.723,0.68,0.74256,0.077
1680737,1.494,1.32,0.74256,0.077
1680738,1.498,1.29,0.82667,0.055
1680739,0.529,0.54,0.74256,0.077
1680740,-0.046,-0.06,1,-0.011
1680741,0.918,0.94,0.82667,0.055
1680742,1.419,1.17,0.74256,0.077
1680743,0.534,0.5,0.82667,0.055
1680744,1.558,1.29,0.74256,0.077
1680745,1.45,1.16,0.82667,0.055
1680746,1.026,0.85,0.82667,0.055
1680747,0.655,0.5,0.82667,0.055
1680748,1.073,0.92,0.82667,0.055
1680749,2.26,1.44,0.74256,0.077
1680750,2.897,1.45,0.82667,0.055
1680751,2.693,1.29,0.82667,0.055
1680752,2.406,1.36,0.74256,0.077
1680753,2.559,1.27,0.82667,0.055
1680754,2.569,1.16,0.74256,0.077
1680755,2.35,1.48,0.74256,0.077
1680756,0.992,1.22,0.66142,0.099
1680757,1.709,2.4,0.91281,0.033
1680758,-0.255,-0.25,1,-0.011
1680759,0.068,0.06,1,0.011
1680760,1.841,2.68,0.82667,0.055
1680761,0.671,2.54,0.74256,0.077
1680762,0.678,1.77,0.66142,0.099
1680763,0.703,0.86,1,0.011
1680764,0.215,0.15,0.91281,0.033
1680765,0.25,0.17,1,0.011
1680766,1.841,1.02,0.82667,0.055
1680767,0.909,0.41,0.91281,0.033
1680768,2.206,0.87,0.91281,0.033
1680769,5.13,1.71,0.74256,0.077
1680770,2.472,0.9,0.82667,0.055
1680771,0.238,0.1,1,0.011
1680772,0.716,0.35,0.91281,0.033
