"nie_malla_modi_id","sen_slope_presu","sen_slope_per_presu","p_value_presu","tau_presu"
1699965,0.883,1.32,0.82667,0.055
1699966,0.405,0.59,0.82667,0.055
1699967,0.39,0.56,1,0.011
1699968,0.622,0.86,0.91281,0.033
1699969,0.5,0.67,0.74256,0.077
1699970,0.737,1.02,0.74256,0.077
1699971,0.617,0.83,0.82667,0.055
1699972,0.797,1.17,0.82667,0.055
1699973,0.9,1.37,0.82667,0.055
1699974,1.129,1.72,0.74256,0.077
1699975,1.124,1.74,0.74256,0.077
1699976,1.21,1.83,0.74256,0.077
1699977,1.203,1.77,0.66142,0.099
1699978,1.258,1.9,0.66142,0.099
1699979,1.378,2.15,0.58407,0.121
1699980,1.267,1.9,0.58407,0.121
1699981,1.315,1.96,0.58407,0.121
1699982,1.353,2.05,0.58407,0.121
1699983,1.425,2.15,0.51122,0.143
1699984,1.489,2.26,0.51122,0.143
1699985,1.546,2.41,0.44342,0.165
1699986,1.633,2.6,0.38107,0.187
1699987,1.967,3.2,0.38107,0.187
1699988,1.73,2.88,0.38107,0.187
1699989,1.715,2.9,0.38107,0.187
1699990,1.713,2.98,0.44342,0.165
1699991,2.342,4.37,0.44342,0.165
1699992,2.433,4.77,0.38107,0.187
1699993,2.461,5.13,0.38107,0.187
1699994,2.59,5.07,0.38107,0.187
1699995,2.558,4.62,0.44342,0.165
1699996,2.734,4.81,0.44342,0.165
1699997,2.952,5.01,0.32442,0.209
1699998,3.14,5.19,0.27356,0.231
1699999,2.986,5.05,0.27356,0.231
1700000,2.802,4.87,0.32442,0.209
1700001,2.726,4.79,0.38107,0.187
1700002,2.48,4.52,0.44342,0.165
1700003,2.372,4.39,0.38107,0.187
1700004,2.19,4.16,0.38107,0.187
1700005,2.66,5.16,0.38107,0.187
1700006,2.687,4.93,0.32442,0.209
1700007,2.752,4.85,0.38107,0.187
1700008,2.872,4.95,0.44342,0.165
1700009,3.05,5.31,0.51122,0.143
1700010,3.187,5.5,0.38107,0.187
1700011,3.12,5.54,0.38107,0.187
1700012,2.24,4.27,0.51122,0.143
1700013,1.925,3.73,0.51122,0.143
1700014,1.903,3.83,0.44342,0.165
1700015,1.904,3.8,0.44342,0.165
1700016,1.935,3.65,0.51122,0.143
1700017,1.938,3.59,0.51122,0.143
1700018,1.902,3.62,0.44342,0.165
1700019,1.845,3.66,0.44342,0.165
1700020,1.897,3.86,0.51122,0.143
1700021,2.25,4.63,0.51122,0.143
1700022,2.173,4.65,0.51122,0.143
1700023,1.645,3.76,0.38107,0.187
1700024,1.613,3.55,0.38107,0.187
1700025,1.622,3.41,0.32442,0.209
1700026,1.89,4,0.32442,0.209
1700027,1.84,3.67,0.32442,0.209
1700028,1.814,3.47,0.44342,0.165
1700029,1.685,3.11,0.51122,0.143
1700030,1.353,2.54,0.51122,0.143
1700031,1.435,2.92,0.51122,0.143
1700032,1.159,2.38,0.66142,0.099
1700033,1.216,2.37,0.66142,0.099
1700034,1.257,2.36,0.66142,0.099
1700035,1.266,2.41,0.66142,0.099
1700036,1.182,2.35,0.74256,0.077
1700039,1.296,2.55,0.66142,0.099
1700041,1.241,2.41,0.58407,0.121
1700042,1.315,2.4,0.58407,0.121
1700043,1.351,2.37,0.66142,0.099
1700044,1.378,2.34,0.66142,0.099
1700045,1.079,1.89,0.74256,0.077
1700046,0.715,1.3,0.91281,0.033
1700047,0.103,0.19,1,0.011
1700048,0.13,0.25,0.91281,0.033
1700049,-0.104,-0.21,0.91281,-0.033
1700050,-0.097,-0.19,0.91281,-0.033
1700051,-0.217,-0.41,0.91281,-0.033
1700052,-0.288,-0.51,0.74256,-0.077
1700053,-0.506,-0.87,0.82667,-0.055
1700054,-0.513,-0.84,0.82667,-0.055
1700055,-0.68,-1.13,0.82667,-0.055
1700056,-0.544,-0.94,0.74256,-0.077
1700057,-0.618,-1.11,0.82667,-0.055
1700058,-0.526,-0.97,0.82667,-0.055
1700059,-0.285,-0.51,0.74256,-0.077
1700060,-0.22,-0.39,0.82667,-0.055
1700061,-0.08,-0.15,0.91281,-0.033
1700062,0.002,0,1,0.011
1700063,0.11,0.21,0.91281,0.033
1700064,0.8,1.57,0.74256,0.077
1700065,0.718,1.33,0.91281,0.033
1700066,0.563,1.02,0.44342,0.165
1700067,1.002,1.87,0.51122,0.143
1700068,1.017,1.93,0.51122,0.143
1700069,1.416,2.65,0.51122,0.143
1700070,1.222,2.33,0.44342,0.165
1700071,1.474,2.85,0.38107,0.187
1700072,1.656,3.26,0.38107,0.187
1700073,1.666,3.35,0.38107,0.187
1700074,1.763,3.61,0.38107,0.187
1700075,1.696,3.57,0.32442,0.209
1700076,1.682,3.57,0.38107,0.187
1700077,1.714,3.82,0.38107,0.187
1700078,1.4,3.37,0.51122,0.143
1700079,1.347,3.42,0.51122,0.143
1700080,1.467,3.92,0.44342,0.165
1700081,1.377,3.72,0.44342,0.165
1700082,1.282,3.49,0.44342,0.165
1700083,1.37,3.92,0.51122,0.143
1700084,1.35,3.95,0.66142,0.099
1700085,1.083,3.12,0.58407,0.121
1700086,1.147,3.19,0.58407,0.121
1700087,1.163,3.21,0.58407,0.121
1700088,1.13,3.14,0.58407,0.121
1700089,1.063,3.12,0.58407,0.121
1700090,1.225,3.7,0.66142,0.099
1700091,1.23,3.9,0.66142,0.099
1700092,1.205,3.89,0.66142,0.099
1700093,1.229,3.79,0.58407,0.121
1700094,1.007,2.98,0.66142,0.099
1700095,0.907,2.65,0.58407,0.121
1700096,0.78,2.18,0.58407,0.121
1700097,0.685,1.92,0.51122,0.143
1700098,0.813,2.33,0.66142,0.099
1700099,0.824,2.39,0.66142,0.099
1700100,0.923,2.67,0.74256,0.077
1700101,1.035,3.16,0.74256,0.077
1700102,0.998,3.12,0.82667,0.055
1700103,0.97,3.09,0.91281,0.033
1700104,0.952,3.07,0.91281,0.033
1700105,0.975,3.03,0.82667,0.055
1700106,0.952,3.04,0.86935,0.044
1700107,0.909,3.08,0.91281,0.033
1700108,0.87,3.12,0.91281,0.033
1700109,0.502,1.88,0.91281,0.033
1700110,0.354,1.45,1,0.011
1702321,1.067,2.86,0.74256,0.077
1702322,1.047,2.75,0.74256,0.077
1702323,1.09,2.86,0.74256,0.077
1702324,1.11,2.85,0.74256,0.077
1702325,1.203,3.04,0.74256,0.077
1702326,1.037,2.66,0.74256,0.077
1702327,0.757,1.91,0.74256,0.077
1702328,0.644,1.64,0.74256,0.077
1702329,0.558,1.42,0.82667,0.055
1702330,0.453,1.15,0.82667,0.055
1702331,0.331,0.83,0.91281,0.033
1702332,0.574,1.46,0.74256,0.077
1702333,0.592,1.48,0.74256,0.077
1702334,0.431,1.08,0.82667,0.055
1702335,0.313,0.79,0.82667,0.055
1702336,0.336,0.83,0.82667,0.055
1702337,0.482,1.14,0.82667,0.055
1702338,0.581,1.27,0.82667,0.055
1702339,0.554,1.14,0.82667,0.055
1702340,0.72,1.46,0.82667,0.055
1702341,0.447,0.87,0.82667,0.055
1702342,0.707,1.33,0.74256,0.077
1702343,1.225,2.16,0.74256,0.077
1702344,1.716,2.97,0.74256,0.077
1702345,2.046,3.35,0.66142,0.099
1702346,2.295,3.64,0.66142,0.099
1702347,2.342,3.74,0.66142,0.099
1702348,2.365,3.82,0.66142,0.099
1702349,2.47,3.82,0.66142,0.099
1702350,2.469,3.75,0.66142,0.099
1702351,2.479,3.66,0.66142,0.099
1702352,2.47,3.56,0.66142,0.099
1702353,2.49,3.52,0.66142,0.099
1702354,2.6,3.63,0.66142,0.099
1702355,3.12,4.35,0.66142,0.099
1702356,2.927,4.11,0.66142,0.099
1702357,2.93,4.11,0.66142,0.099
1702358,3.04,4.3,0.66142,0.099
1702359,2.567,3.64,0.66142,0.099
1702360,2.32,3.27,0.66142,0.099
1702361,2.413,3.34,0.66142,0.099
1702362,2.077,2.95,0.74256,0.077
1702363,1.559,2.27,0.74256,0.077
1702364,1.119,1.63,0.74256,0.077
1702365,0.683,1,0.66142,0.099
1702366,0.62,0.91,0.74256,0.077
1702367,0.62,0.91,0.91281,0.033
1702368,0.403,0.58,0.91281,0.033
1702369,0.373,0.53,1,0.011
1702370,0.553,0.76,0.82667,0.055
1702371,0.431,0.58,0.74256,0.077
1702372,0.577,0.8,0.82667,0.055
1702373,0.767,1.09,0.82667,0.055
1702374,0.71,1.04,0.82667,0.055
1702375,0.308,0.45,0.82667,0.055
1702376,1.112,1.67,0.74256,0.077
1702377,1.12,1.69,0.74256,0.077
1702378,1.159,1.7,0.74256,0.077
1702379,1.287,1.97,0.66142,0.099
1702380,1.215,1.84,0.66142,0.099
1702381,1.232,1.78,0.66142,0.099
1702382,1.309,1.81,0.58407,0.121
1702383,1.308,1.88,0.58407,0.121
1702384,1.304,2.01,0.58407,0.121
1702385,1.365,2.12,0.58407,0.121
1702386,1.452,2.23,0.51122,0.143
1702387,1.508,2.39,0.51122,0.143
1702388,1.598,2.64,0.38107,0.187
1702389,1.67,2.82,0.38107,0.187
1702390,1.697,2.9,0.38107,0.187
1702391,1.742,3.03,0.44342,0.165
1702392,1.888,3.46,0.44342,0.165
1702393,2.24,4.24,0.38107,0.187
1702394,2.438,4.81,0.38107,0.187
1702395,2.449,5.17,0.38107,0.187
1702396,2.687,5.46,0.38107,0.187
1702397,2.252,4.28,0.38107,0.187
1702398,2.558,4.63,0.44342,0.165
1702399,2.92,4.99,0.27356,0.231
1702400,2.942,5.02,0.27356,0.231
1702401,2.78,4.86,0.32442,0.209
1702402,2.628,4.7,0.38107,0.187
1702403,2.42,4.47,0.44342,0.165
1702404,2.316,4.34,0.38107,0.187
1702405,2.28,4.4,0.38107,0.187
1702406,2.65,5.19,0.38107,0.187
1702407,2.687,5.33,0.38107,0.187
1702408,2.717,5.14,0.38107,0.187
1702409,2.749,4.96,0.38107,0.187
1702410,2.75,4.84,0.38107,0.187
1702411,2.83,5.01,0.38107,0.187
1702412,3.277,5.73,0.38107,0.187
1702413,3.14,5.59,0.38107,0.187
1702414,2.314,4.25,0.38107,0.187
1702415,2.139,4.09,0.38107,0.187
1702416,1.922,3.9,0.44342,0.165
1702417,1.917,3.9,0.44342,0.165
1702418,1.949,3.76,0.51122,0.143
1702419,1.953,3.69,0.51122,0.143
1702420,1.908,3.75,0.44342,0.165
1702421,1.86,3.79,0.44342,0.165
1702422,2.037,4.27,0.51122,0.143
1702423,2.22,4.63,0.51122,0.143
1702424,2.437,5.29,0.51122,0.143
1702425,1.84,4.26,0.51122,0.143
1702426,1.643,3.73,0.44342,0.165
1702427,1.626,3.61,0.38107,0.187
1702428,1.61,3.51,0.32442,0.209
1702429,1.792,3.65,0.38107,0.187
1702430,1.697,3.31,0.51122,0.143
1702431,1.542,2.92,0.51122,0.143
1702432,1.28,2.41,0.51122,0.143
1702433,1.349,2.74,0.44342,0.165
1702434,1.039,2.16,0.74256,0.077
1702435,1.088,2.2,0.66142,0.099
1702436,1.245,2.39,0.66142,0.099
1702437,1.187,2.27,0.66142,0.099
1702438,1.218,2.46,0.74256,0.077
1702443,1.336,2.56,0.58407,0.121
1702444,1.29,2.4,0.58407,0.121
1702445,1.343,2.4,0.66142,0.099
1702446,1.354,2.35,0.66142,0.099
1702447,1.16,2.01,0.74256,0.077
1702448,0.88,1.55,0.82667,0.055
1702449,0.553,1,1,0.011
1702450,-0.005,-0.01,1,-0.011
1702451,-0.044,-0.09,0.91281,-0.033
1702452,-0.323,-0.65,0.91281,-0.033
1702453,-0.174,-0.33,1,-0.011
1702454,-0.411,-0.75,0.82667,-0.055
1702455,-0.376,-0.65,0.74256,-0.077
1702456,-0.8,-1.33,0.82667,-0.055
1702457,-0.7,-1.17,0.82667,-0.055
1702458,-0.655,-1.13,0.82667,-0.055
1702459,-0.653,-1.17,0.82667,-0.055
1702460,-0.593,-1.12,0.91281,-0.033
1702461,-0.51,-0.93,0.82667,-0.055
1702462,-0.265,-0.49,0.91281,-0.033
1702463,-0.112,-0.21,0.91281,-0.033
1702464,0.197,0.39,0.91281,0.033
1702465,0.454,0.92,0.91281,0.033
1702466,0.885,1.73,0.74256,0.077
1702467,0.597,1.14,0.82667,0.055
1702468,0.904,1.7,0.58407,0.121
1702469,0.96,1.84,0.51122,0.143
1702470,1.018,2,0.58407,0.121
1702471,1.362,2.63,0.51122,0.143
1702472,1.082,2.12,0.44342,0.165
1702473,1.316,2.62,0.44342,0.165
1702474,1.547,3.14,0.44342,0.165
1702475,1.664,3.36,0.38107,0.187
1702476,1.649,3.49,0.32442,0.209
1702477,1.653,3.56,0.32442,0.209
1702478,1.672,3.6,0.38107,0.187
1702479,1.842,4.13,0.38107,0.187
1702480,1.627,3.75,0.38107,0.187
1702481,1.692,4.06,0.51122,0.143
1702482,1.405,3.53,0.51122,0.143
1702483,1.305,3.37,0.51122,0.143
1702484,1.198,3.26,0.44342,0.165
1702485,1.357,3.84,0.44342,0.165
1702486,1.335,3.95,0.58407,0.121
1702487,1.307,4.01,0.66142,0.099
1702488,1.318,3.9,0.66142,0.099
1702489,1.333,3.89,0.58407,0.121
1702490,1.379,3.84,0.58407,0.121
1702491,1.327,3.71,0.58407,0.121
1702492,1.193,3.51,0.58407,0.121
1702493,1.257,3.92,0.66142,0.099
1702494,1.048,3.52,0.66142,0.099
1702495,1.199,3.88,0.66142,0.099
1702496,1.198,3.81,0.66142,0.099
1702497,0.987,2.93,0.66142,0.099
1702498,0.808,2.34,0.58407,0.121
1702499,0.799,2.32,0.66142,0.099
1702500,0.903,2.66,0.66142,0.099
1702501,0.88,2.61,0.66142,0.099
1702502,0.868,2.53,0.74256,0.077
1702503,1.051,3.23,0.82667,0.055
1702504,0.998,3.2,0.82667,0.055
1702505,0.945,3.2,0.91281,0.033
1702506,0.938,3.16,0.91281,0.033
1702507,0.944,3.13,0.91281,0.033
1702508,0.968,3.1,0.82667,0.055
1702509,0.948,3.1,0.82667,0.055
1702510,0.435,1.51,0.91281,0.033
1702511,0.405,1.51,1,0.011
1702512,0.374,1.49,1,0.011
1702513,0.35,1.48,1,0.011
1704721,1.059,2.82,0.74256,0.077
1704722,1.093,2.81,0.74256,0.077
1704723,1.112,2.84,0.74256,0.077
1704724,1.13,2.81,0.74256,0.077
1704725,1.121,2.89,0.74256,0.077
1704726,1.108,2.8,0.74256,0.077
1704727,1.082,2.58,0.74256,0.077
1704728,1.007,2.4,0.74256,0.077
1704729,1.073,2.53,0.74256,0.077
1704730,0.97,2.31,0.74256,0.077
1704731,0.664,1.58,0.74256,0.077
1704732,0.496,1.18,0.82667,0.055
1704733,0.397,0.96,0.82667,0.055
1704734,0.293,0.72,0.91281,0.033
1704735,0.562,1.36,0.82667,0.055
1704736,0.687,1.64,0.82667,0.055
1704737,0.646,1.54,0.82667,0.055
1704738,0.551,1.32,0.82667,0.055
1704739,0.638,1.49,0.91281,0.033
1704740,0.542,1.17,0.82667,0.055
1704741,0.694,1.44,0.82667,0.055
1704742,0.468,0.94,0.82667,0.055
1704743,0.588,1.15,0.74256,0.077
1704744,0.83,1.53,0.74256,0.077
1704745,1.556,2.75,0.74256,0.077
1704746,1.707,2.98,0.74256,0.077
1704747,2.015,3.36,0.66142,0.099
1704748,2.247,3.64,0.66142,0.099
1704749,2.475,3.88,0.66142,0.099
1704750,2.45,3.76,0.66142,0.099
1704751,2.527,3.77,0.66142,0.099
1704752,2.58,3.76,0.66142,0.099
1704753,2.672,3.79,0.66142,0.099
1704754,2.658,3.73,0.66142,0.099
1704755,2.538,3.59,0.66142,0.099
1704756,2.47,3.5,0.66142,0.099
1704757,2.665,3.92,0.66142,0.099
1704758,2.999,4.3,0.66142,0.099
1704759,2.82,3.99,0.66142,0.099
1704760,2.767,3.91,0.66142,0.099
1704761,2.68,3.87,0.66142,0.099
1704762,2.303,3.24,0.66142,0.099
1704763,2.343,3.27,0.66142,0.099
1704764,2.013,2.81,0.74256,0.077
1704765,1.506,2.15,0.74256,0.077
1704766,1.029,1.45,0.74256,0.077
1704767,0.584,0.85,0.74256,0.077
1704768,0.793,1.13,0.82667,0.055
1704769,0.402,0.57,0.82667,0.055
1704770,0.386,0.55,1,0.011
1704771,0.594,0.81,0.91281,0.033
1704772,0.467,0.64,0.82667,0.055
1704773,0.52,0.73,0.82667,0.055
1704774,0.57,0.83,0.74256,0.077
1704775,0.893,1.33,0.82667,0.055
1704776,0.336,0.5,0.82667,0.055
1704777,0.308,0.45,0.82667,0.055
1704778,1.059,1.65,0.74256,0.077
1704779,1.072,1.66,0.74256,0.077
1704780,1.182,1.77,0.66142,0.099
1704781,1.325,2.07,0.66142,0.099
1704782,1.298,2.03,0.66142,0.099
1704783,1.19,1.73,0.66142,0.099
1704784,1.258,1.76,0.58407,0.121
1704785,1.258,1.84,0.58407,0.121
1704786,1.292,2,0.58407,0.121
1704787,1.398,2.21,0.58407,0.121
1704788,1.44,2.29,0.51122,0.143
1704789,1.515,2.45,0.51122,0.143
1704790,1.53,2.57,0.44342,0.165
1704791,1.603,2.78,0.38107,0.187
1704792,1.847,3.29,0.44342,0.165
1704793,1.865,3.36,0.44342,0.165
1704794,1.912,3.52,0.44342,0.165
1704795,2.278,4.42,0.38107,0.187
1704796,2.388,4.79,0.32442,0.209
1704797,2.498,5.41,0.32442,0.209
1704798,2.635,5.49,0.38107,0.187
1704799,2.176,4.18,0.38107,0.187
1704800,2.634,4.7,0.44342,0.165
1704801,2.922,5,0.27356,0.231
1704802,2.788,4.87,0.32442,0.209
1704803,2.58,4.66,0.38107,0.187
1704804,2.466,4.53,0.38107,0.187
1704805,2.336,4.38,0.44342,0.165
1704806,2.15,4.14,0.38107,0.187
1704807,2.807,5.65,0.32442,0.209
1704808,2.664,5.49,0.38107,0.187
1704809,2.815,5.79,0.38107,0.187
1704810,2.667,5.08,0.44342,0.165
1704811,2.647,4.91,0.38107,0.187
1704812,2.623,4.74,0.32442,0.209
1704813,2.534,4.59,0.38107,0.187
1704814,2.68,4.81,0.38107,0.187
1704815,2.34,4.3,0.38107,0.187
1704816,2.216,4.15,0.38107,0.187
1704817,2.145,4.06,0.38107,0.187
1704818,1.912,3.85,0.38107,0.187
1704819,1.867,3.75,0.38107,0.187
1704820,2.196,4.16,0.38107,0.187
1704821,1.969,3.79,0.51122,0.143
1704822,1.927,3.85,0.44342,0.165
1704823,1.88,3.9,0.44342,0.165
1704824,1.917,4.02,0.51122,0.143
1704825,1.94,3.98,0.51122,0.143
1704826,2.59,5.58,0.51122,0.143
1704827,2.187,5.05,0.51122,0.143
1704828,1.873,4.37,0.51122,0.143
1704829,1.767,4.14,0.44342,0.165
1704830,1.654,3.64,0.44342,0.165
1704831,1.679,3.5,0.38107,0.187
1704832,1.559,3.13,0.51122,0.143
1704833,1.392,2.71,0.51122,0.143
1704834,1.27,2.44,0.51122,0.143
1704835,1.286,2.62,0.44342,0.165
1704836,1.061,2.22,0.74256,0.077
1704837,1.106,2.3,0.74256,0.077
1704838,1.161,2.31,0.74256,0.077
1704839,1.217,2.35,0.66142,0.099
1704840,1.255,2.53,0.74256,0.077
1704844,1.18,2.45,0.74256,0.077
1704845,1.272,2.51,0.66142,0.099
1704846,1.055,2,0.66142,0.099
1704847,1.172,2.14,0.74256,0.077
1704848,1.324,2.35,0.74256,0.077
1704849,1.164,2.05,0.74256,0.077
1704850,0.897,1.6,0.82667,0.055
1704851,0.23,0.43,1,0.011
1704852,-0.021,-0.04,1,-0.011
1704853,-0.02,-0.04,0.91281,-0.033
1704854,-0.523,-1.08,0.91281,-0.033
1704855,-0.19,-0.36,1,-0.011
1704856,-0.484,-0.89,0.82667,-0.055
1704857,-0.496,-0.87,0.82667,-0.055
1704858,-0.537,-0.91,0.82667,-0.055
1704859,-0.705,-1.21,0.74256,-0.077
1704860,-0.578,-1.02,0.82667,-0.055
1704861,-0.63,-1.15,0.82667,-0.055
1704862,-0.632,-1.21,0.74256,-0.077
1704863,-0.34,-0.64,0.91281,-0.033
1704864,-0.214,-0.41,1,-0.011
1704865,-0.196,-0.39,1,-0.011
1704866,0.104,0.21,0.91281,0.033
1704867,0.62,1.27,0.82667,0.055
1704868,1.008,2.03,0.74256,0.077
1704869,0.885,1.76,0.58407,0.121
1704870,0.75,1.47,0.58407,0.121
1704871,0.767,1.53,0.58407,0.121
1704872,1.088,2.16,0.58407,0.121
1704873,1.27,2.49,0.58407,0.121
1704874,1.078,2.16,0.44342,0.165
1704875,1.296,2.65,0.44342,0.165
1704876,1.501,3.09,0.38107,0.187
1704877,1.457,3.05,0.51122,0.143
1704878,1.638,3.51,0.38107,0.187
1704879,1.578,3.47,0.38107,0.187
1704880,1.548,3.44,0.38107,0.187
1704881,1.77,4.05,0.38107,0.187
1704882,1.605,3.79,0.51122,0.143
1704883,1.595,3.87,0.51122,0.143
1704884,1.564,3.86,0.51122,0.143
1704885,1.545,3.87,0.51122,0.143
1704886,1.521,3.88,0.51122,0.143
1704887,1.477,3.91,0.44342,0.165
1704888,1.387,3.9,0.44342,0.165
1704889,1.316,3.91,0.66142,0.099
1704890,1.012,3.28,0.66142,0.099
1704891,1.297,3.95,0.66142,0.099
1704892,1.329,3.92,0.66142,0.099
1704893,1.372,3.87,0.58407,0.121
1704894,1.322,3.9,0.66142,0.099
1704895,1.257,3.95,0.66142,0.099
1704896,1.036,3.48,0.66142,0.099
1704897,1.118,3.7,0.66142,0.099
1704898,1.21,3.84,0.66142,0.099
1704899,1.03,3.1,0.66142,0.099
1704900,0.887,2.61,0.66142,0.099
1704901,0.625,1.88,0.66142,0.099
1704902,0.766,2.37,0.74256,0.077
1704903,0.716,2.24,0.66142,0.099
1704904,0.803,2.43,0.74256,0.077
1704905,0.942,2.83,0.82667,0.055
1704906,1.04,3.22,0.82667,0.055
1704907,0.989,3.2,0.82667,0.055
1704908,0.942,3.21,0.91281,0.033
1704909,0.901,3.22,0.91281,0.033
1704910,0.958,3.14,0.82667,0.055
1704911,0.471,1.55,0.82667,0.055
1704912,0.451,1.55,0.91281,0.033
1704913,0.42,1.54,1,0.011
1704914,0.284,1.13,1,0.011
1707124,1.167,3.08,0.74256,0.077
1707125,1.207,3.1,0.74256,0.077
1707126,1.234,3.14,0.74256,0.077
1707127,1.263,3.1,0.74256,0.077
1707128,1.257,3.14,0.74256,0.077
1707129,1.25,3,0.74256,0.077
1707130,1.213,2.87,0.74256,0.077
1707131,1.113,2.62,0.74256,0.077
1707132,0.968,2.25,0.74256,0.077
1707133,1.053,2.44,0.74256,0.077
1707134,0.696,1.58,0.74256,0.077
1707135,0.5,1.18,0.82667,0.055
1707136,0.388,0.91,0.91281,0.033
1707137,0.271,0.63,0.91281,0.033
1707138,0.344,0.8,0.91281,0.033
1707139,0.5,1.14,0.91281,0.033
1707140,0.574,1.28,0.82667,0.055
1707141,0.518,1.23,0.91281,0.033
1707142,0.458,0.99,0.82667,0.055
1707143,0.398,0.85,0.82667,0.055
1707144,0.544,1.11,0.74256,0.077
1707145,0.77,1.48,0.74256,0.077
1707146,1.337,2.45,0.74256,0.077
1707147,1.498,2.71,0.74256,0.077
1707148,1.745,3.05,0.74256,0.077
1707149,2.109,3.47,0.66142,0.099
1707150,2.322,3.73,0.66142,0.099
1707151,2.45,3.88,0.66142,0.099
1707152,2.532,3.83,0.58407,0.121
1707153,2.65,3.9,0.58407,0.121
1707154,2.807,4.03,0.58407,0.121
1707155,2.78,4.03,0.58407,0.121
1707156,2.663,3.92,0.58407,0.121
1707157,2.574,3.86,0.58407,0.121
1707158,2.509,3.77,0.66142,0.099
1707159,2.66,3.87,0.66142,0.099
1707160,3.071,4.32,0.66142,0.099
1707161,2.86,3.94,0.66142,0.099
1707162,2.779,3.86,0.66142,0.099
1707163,2.567,3.62,0.66142,0.099
1707164,2.23,3.15,0.66142,0.099
1707165,2.364,3.26,0.66142,0.099
1707166,1.951,2.68,0.74256,0.077
1707167,1.4,1.94,0.74256,0.077
1707168,0.927,1.28,0.74256,0.077
1707169,0.453,0.64,0.74256,0.077
1707170,0.538,0.74,0.74256,0.077
1707171,0.814,1.09,0.82667,0.055
1707172,0.656,0.89,0.91281,0.033
1707173,0.503,0.68,0.82667,0.055
1707174,0.427,0.59,0.82667,0.055
1707175,0.66,0.94,0.82667,0.055
1707176,0.79,1.21,0.82667,0.055
1707177,0.379,0.58,0.82667,0.055
1707178,0.346,0.52,0.91281,0.033
1707179,0.341,0.53,0.91281,0.033
1707180,1.019,1.62,0.74256,0.077
1707181,1.216,1.9,0.74256,0.077
1707182,1.322,2.07,0.66142,0.099
1707183,1.402,2.27,0.66142,0.099
1707184,1.312,2.09,0.66142,0.099
1707185,1.148,1.69,0.58407,0.121
1707186,1.205,1.73,0.58407,0.121
1707187,1.223,1.79,0.58407,0.121
1707188,1.263,1.88,0.58407,0.121
1707189,1.323,2.06,0.58407,0.121
1707190,1.58,2.61,0.58407,0.121
1707191,1.598,2.65,0.51122,0.143
1707192,1.492,2.58,0.44342,0.165
1707193,1.557,2.8,0.51122,0.143
1707194,1.96,3.67,0.44342,0.165
1707195,2.107,4.07,0.38107,0.187
1707196,2.06,3.96,0.38107,0.187
1707197,2.318,4.52,0.38107,0.187
1707198,2.513,5.32,0.32442,0.209
1707199,2.623,5.91,0.32442,0.209
1707200,2.656,5.45,0.38107,0.187
1707201,2.18,4.19,0.38107,0.187
1707202,2.54,4.6,0.44342,0.165
1707203,2.806,4.88,0.27356,0.231
1707204,2.668,4.75,0.38107,0.187
1707205,2.488,4.56,0.38107,0.187
1707206,2.178,4.2,0.32442,0.209
1707207,2.29,4.51,0.38107,0.187
1707208,2.949,5.71,0.38107,0.187
1707209,2.717,5.6,0.38107,0.187
1707210,2.525,5.45,0.38107,0.187
1707211,2.742,5.57,0.38107,0.187
1707212,2.548,5,0.44342,0.165
1707213,2.556,4.81,0.38107,0.187
1707214,2.551,4.65,0.32442,0.209
1707215,2.385,4.47,0.32442,0.209
1707216,2.312,4.33,0.38107,0.187
1707217,2.227,4.18,0.38107,0.187
1707218,2.128,4.13,0.44342,0.165
1707219,2.1,4.17,0.44342,0.165
1707220,1.823,3.74,0.38107,0.187
1707221,1.776,3.64,0.38107,0.187
1707222,1.906,3.64,0.32442,0.209
1707223,1.867,3.56,0.32442,0.209
1707224,1.792,3.55,0.38107,0.187
1707225,1.899,4,0.51122,0.143
1707226,1.893,4,0.51122,0.143
1707227,1.88,3.86,0.51122,0.143
1707228,2.47,5.31,0.51122,0.143
1707229,2.323,5.26,0.51122,0.143
1707230,1.994,4.75,0.51122,0.143
1707231,1.93,4.49,0.51122,0.143
1707232,1.83,4.11,0.51122,0.143
1707233,1.564,3.36,0.32442,0.209
1707234,1.443,2.96,0.38107,0.187
1707235,1.288,2.56,0.44342,0.165
1707236,1.428,2.8,0.44342,0.165
1707237,1.224,2.4,0.58407,0.121
1707238,1.097,2.29,0.74256,0.077
1707239,1.085,2.34,0.74256,0.077
1707240,1.19,2.46,0.74256,0.077
1707241,1.243,2.51,0.74256,0.077
1707242,1.293,2.53,0.74256,0.077
1707243,1.189,2.49,0.74256,0.077
1707247,1.245,2.53,0.74256,0.077
1707248,1.293,2.53,0.74256,0.077
1707249,1.033,1.93,0.74256,0.077
1707250,1.07,1.94,0.74256,0.077
1707251,0.892,1.62,0.74256,0.077
1707252,0.595,1.09,0.82667,0.055
1707253,0.247,0.46,1,0.011
1707254,0.06,0.12,1,0.011
1707255,-0.089,-0.18,0.91281,-0.033
1707256,-0.485,-1.02,0.91281,-0.033
1707257,-0.201,-0.39,0.91281,-0.033
1707258,-0.49,-0.91,0.82667,-0.055
1707259,-0.558,-1,0.82667,-0.055
1707260,-0.649,-1.13,0.82667,-0.055
1707261,-0.605,-1.06,0.82667,-0.055
1707262,-0.672,-1.2,0.82667,-0.055
1707263,-0.592,-1.09,0.82667,-0.055
1707264,-0.638,-1.23,0.74256,-0.077
