"nie_malla_modi_id","sen_slope_prewi","sen_slope_per_prewi","p_value_prewi","tau_prewi"
1692886,4.274,3.07,0.51122,0.143
1692887,4.732,3.28,0.51122,0.143
1692888,5.507,3.59,0.51122,0.143
1692889,6.157,3.64,0.27356,0.231
1692890,7.248,3.96,0.27356,0.231
1692891,8.138,4.4,0.27356,0.231
1692892,7.81,4.39,0.27356,0.231
1692893,6.971,4.15,0.22844,0.253
1692894,6.383,3.99,0.22844,0.253
1692895,5.811,3.91,0.38107,0.187
1692896,4.693,3.48,0.38107,0.187
1692897,3.423,2.86,0.51122,0.143
1692898,2.768,2.49,0.44342,0.165
1692899,2.545,2.38,0.44342,0.165
1692900,2.407,2.49,0.38107,0.187
1692901,1.754,1.91,0.32442,0.209
1692902,0.935,1.13,0.38107,0.187
1695116,3.477,2.11,0.66142,0.099
1695130,0.343,0.18,0.91281,0.033
1695131,0.52,0.25,1,0.011
1695132,0.237,0.12,1,0.011
1695133,-0.108,-0.05,1,-0.011
1695134,0.07,0.03,1,0.011
1695135,-0.359,-0.15,1,-0.011
1695136,1.057,0.46,0.91281,0.033
1695137,0.723,0.35,0.91281,0.033
1695138,0.23,0.11,1,0.011
1695139,-0.187,-0.09,1,-0.011
1695140,-0.653,-0.31,0.82667,-0.055
1695141,-0.447,-0.2,0.91281,-0.033
1695142,0.34,0.14,0.82667,0.055
1695143,0.513,0.21,0.82667,0.055
1695144,0.72,0.28,0.82667,0.055
1695145,0.342,0.14,0.91281,0.033
1695146,0.48,0.19,0.91281,0.033
1695147,0.917,0.36,0.91281,0.033
1695148,1.589,0.58,0.91281,0.033
1695149,2.223,0.77,0.91281,0.033
1695150,2.596,0.88,0.91281,0.033
1695151,3.016,0.99,0.91281,0.033
1695152,3.445,1.1,0.82667,0.055
1695153,5.76,1.83,0.82667,0.055
1695154,6.342,1.98,0.74256,0.077
1695155,6.778,2.1,0.74256,0.077
1695156,6.985,2.19,0.66142,0.099
1695157,7.51,2.32,0.66142,0.099
1695158,8.655,2.53,0.58407,0.121
1695159,9.425,2.67,0.51122,0.143
1695160,10.468,2.83,0.51122,0.143
1695161,10.868,2.92,0.51122,0.143
1695162,11.055,2.99,0.51122,0.143
1695163,11.564,3.07,0.51122,0.143
1695164,12.312,3.17,0.44342,0.165
1695165,12.946,3.25,0.44342,0.165
1695166,11.856,3.21,0.44342,0.165
1695167,11.594,3.23,0.44342,0.165
1695168,12.578,3.32,0.38107,0.187
1695169,11.795,3.3,0.44342,0.165
1695170,10.954,3.38,0.32442,0.209
1695171,10.77,3.36,0.32442,0.209
1695172,11.306,3.45,0.32442,0.209
1695173,11.534,3.5,0.32442,0.209
1695174,13.21,3.75,0.32442,0.209
1695175,11.616,3.53,0.32442,0.209
1695176,11.466,3.51,0.32442,0.209
1695177,14.496,3.92,0.38107,0.187
1695178,16.096,4.11,0.38107,0.187
1695179,15.63,4.07,0.38107,0.187
1695180,13.71,3.85,0.32442,0.209
1695181,12.598,3.71,0.32442,0.209
1695182,11.716,3.6,0.38107,0.187
1695183,11.784,3.62,0.38107,0.187
1695184,11.544,3.6,0.38107,0.187
1695185,11.16,3.54,0.38107,0.187
1695186,9.738,3.34,0.44342,0.165
1695187,8.786,3.18,0.44342,0.165
1695188,7.176,2.8,0.51122,0.143
1695189,5.838,2.46,0.58407,0.121
1695190,6.914,2.73,0.58407,0.121
1695191,8.609,3.09,0.51122,0.143
1695192,9.63,3.27,0.51122,0.143
1695193,10.485,3.4,0.51122,0.143
1695194,10.865,3.38,0.38107,0.187
1695195,10.573,3.39,0.51122,0.143
1695196,9.654,3.27,0.51122,0.143
1695197,10.455,3.4,0.51122,0.143
1695198,9.739,3.27,0.51122,0.143
1695199,9.013,3.13,0.51122,0.143
1695200,8.343,2.99,0.51122,0.143
1695201,8.167,2.94,0.51122,0.143
1695202,7.296,2.68,0.51122,0.143
1695203,8.31,2.94,0.51122,0.143
1695204,8.612,2.9,0.51122,0.143
1695205,8.415,2.81,0.51122,0.143
1695206,8.255,2.81,0.51122,0.143
1695207,7.915,2.8,0.51122,0.143
1695208,7.245,2.72,0.58407,0.121
1695209,6.5,2.59,0.66142,0.099
1695210,5.674,2.36,0.66142,0.099
1695211,6.878,2.69,0.66142,0.099
1695212,7.555,2.81,0.51122,0.143
1695213,7.615,2.82,0.51122,0.143
1695214,7.405,2.8,0.58407,0.121
1695215,6.83,2.71,0.66142,0.099
1695216,6.108,2.54,0.66142,0.099
1695217,6.082,2.55,0.66142,0.099
1695218,5.175,2.31,0.66142,0.099
1695219,4.755,2.32,0.66142,0.099
1695220,5.42,2.46,0.66142,0.099
1695221,6.14,2.61,0.66142,0.099
1695222,6.837,3.06,0.51122,0.143
1695223,7.098,3.07,0.44342,0.165
1695224,7.199,3.05,0.44342,0.165
1695225,7.044,3,0.44342,0.165
1695226,6.021,2.83,0.58407,0.121
1695227,4.577,2.4,0.82667,0.055
1695228,5.03,2.42,0.58407,0.121
1695229,6.343,2.72,0.44342,0.165
1695230,6.178,2.64,0.58407,0.121
1695231,5.087,2.38,0.58407,0.121
1695232,4.545,2.21,0.51122,0.143
1695234,4.775,2.18,0.51122,0.143
1695235,4.986,2.19,0.58407,0.121
1695236,5.007,2.3,0.51122,0.143
1695237,5.168,2.44,0.58407,0.121
1695238,4.752,2,0.51122,0.143
1695239,5.113,2.09,0.58407,0.121
1695240,5.867,2.27,0.66142,0.099
1695241,5.037,2.04,0.58407,0.121
1695242,6.46,2.74,0.58407,0.121
1695243,6.166,2.63,0.58407,0.121
1695244,5.085,2.31,0.44342,0.165
1695245,3.722,1.84,0.44342,0.165
1695246,3.8,1.75,0.44342,0.165
1695247,3.46,1.51,0.44342,0.165
1695248,4.09,1.71,0.51122,0.143
1695249,4.733,1.89,0.51122,0.143
1695250,5.42,2.07,0.51122,0.143
1695251,4.63,1.85,0.51122,0.143
1695252,4.063,1.69,0.51122,0.143
1695253,4.453,1.97,0.44342,0.165
1695254,3.54,1.52,0.44342,0.165
1695255,4.457,1.82,0.51122,0.143
1695256,4.497,1.84,0.51122,0.143
1695257,5.453,2.3,0.51122,0.143
1695258,6.088,2.61,0.51122,0.143
1695259,5.594,2.51,0.44342,0.165
1695260,5.404,2.49,0.44342,0.165
1695261,7.379,3.05,0.58407,0.121
1695262,8.561,3.35,0.51122,0.143
1695263,8.338,3.35,0.51122,0.143
1695264,8.48,3.28,0.38107,0.187
1695265,9.494,3.57,0.44342,0.165
1695266,9.128,3.43,0.38107,0.187
1695267,8.695,3.43,0.51122,0.143
1695268,8.234,3.29,0.38107,0.187
1695269,8.481,3.44,0.38107,0.187
1695270,8.524,3.57,0.32442,0.209
1695271,8.205,3.61,0.32442,0.209
1695272,5.152,2.61,0.44342,0.165
1695273,5.569,3.06,0.44342,0.165
1695274,5.825,3.19,0.38107,0.187
1695275,6.279,3.35,0.44342,0.165
1695276,4.92,2.53,0.38107,0.187
1695277,4.025,2.11,0.44342,0.165
1695278,3.957,2.09,0.51122,0.143
1695279,5.51,3,0.51122,0.143
1695280,6.07,3.32,0.51122,0.143
1695281,6.92,3.84,0.44342,0.165
1695282,6.34,3.43,0.44342,0.165
1695283,6.14,3.5,0.51122,0.143
1695284,4.33,2.67,0.58407,0.121
1695285,3.92,2.59,0.58407,0.121
1695286,4.457,3.04,0.58407,0.121
1695287,3.918,2.88,0.51122,0.143
1695288,4.547,3.17,0.51122,0.143
1695289,5.037,3.24,0.51122,0.143
1695290,5.077,3.07,0.38107,0.187
1695291,5.26,3.02,0.27356,0.231
1695292,5.943,3.31,0.32442,0.209
1695293,6.57,3.73,0.32442,0.209
1695294,7.129,4.16,0.22844,0.253
1695295,6.736,4.07,0.22844,0.253
1695296,6.605,4.05,0.22844,0.253
1695297,6.186,4.05,0.32442,0.209
1695298,5.016,3.62,0.38107,0.187
1695299,3.856,3.1,0.51122,0.143
1695300,3.107,2.69,0.51122,0.143
1695301,2.78,2.66,0.44342,0.165
1695302,2.867,2.77,0.38107,0.187
1695303,2.774,2.59,0.44342,0.165
1695304,2.7,2.7,0.38107,0.187
1695305,1.26,1.4,0.38107,0.187
1697521,2.757,1.62,0.91281,0.033
1697522,3.154,1.8,0.82667,0.055
1697529,-0.32,-0.17,1,-0.011
1697530,0.389,0.21,1,0.011
1697531,0.368,0.2,0.91281,0.033
1697532,0.557,0.28,1,0.011
1697533,-1.194,-0.55,1,-0.011
1697534,-0.442,-0.2,1,-0.011
1697535,-0.034,-0.02,1,-0.011
1697536,0.382,0.18,1,0.011
1697537,-0.667,-0.29,1,-0.011
1697538,2.66,1.11,1,0.011
1697539,2.457,1.03,0.91281,0.033
1697540,0.497,0.23,1,0.011
1697541,0.367,0.16,1,0.011
1697542,-0.303,-0.14,1,-0.011
1697543,-0.82,-0.38,0.82667,-0.055
1697544,0.019,0.01,0.91281,0.033
1697545,0.643,0.26,0.91281,0.033
1697546,0.418,0.17,0.91281,0.033
1697547,0.802,0.32,0.91281,0.033
1697548,1.356,0.51,0.91281,0.033
1697549,1.474,0.54,0.91281,0.033
1697550,1.902,0.67,1,0.011
1697551,2.479,0.84,0.91281,0.033
1697552,2.96,0.97,0.91281,0.033
1697553,3.377,1.07,0.91281,0.033
1697554,3.804,1.18,0.82667,0.055
1697555,6.19,1.89,0.74256,0.077
1697556,6.762,2.04,0.74256,0.077
1697557,7.485,2.2,0.66142,0.099
1697558,7.576,2.27,0.66142,0.099
1697559,7.692,2.35,0.66142,0.099
1697560,8.325,2.5,0.58407,0.121
1697561,8.913,2.63,0.51122,0.143
1697562,9.685,2.77,0.51122,0.143
1697563,10.474,2.9,0.51122,0.143
1697564,11.325,3.02,0.51122,0.143
1697565,12.081,3.13,0.51122,0.143
1697566,12.641,3.21,0.44342,0.165
1697567,13.128,3.27,0.38107,0.187
1697568,12.561,3.28,0.38107,0.187
1697569,12.656,3.32,0.38107,0.187
1697570,12.765,3.36,0.38107,0.187
1697571,11.743,3.32,0.44342,0.165
1697572,12.904,3.66,0.32442,0.209
1697573,12.442,3.62,0.32442,0.209
1697574,12.758,3.67,0.32442,0.209
1697575,13.514,3.79,0.32442,0.209
1697576,14.052,3.86,0.38107,0.187
1697577,13.554,3.8,0.32442,0.209
1697578,13.382,3.79,0.32442,0.209
1697579,15.038,3.99,0.38107,0.187
1697580,16.144,4.12,0.38107,0.187
1697581,15.444,4.05,0.38107,0.187
1697582,14.748,3.98,0.38107,0.187
1697583,13.05,3.77,0.32442,0.209
1697584,12.958,3.78,0.32442,0.209
1697585,12.996,3.79,0.38107,0.187
1697586,12.204,3.7,0.38107,0.187
1697587,11.327,3.58,0.38107,0.187
1697588,10.317,3.4,0.44342,0.165
1697589,9.034,3.23,0.44342,0.165
1697590,7.226,2.82,0.51122,0.143
1697591,5.763,2.44,0.58407,0.121
1697592,7.21,2.79,0.58407,0.121
1697593,8.504,3.06,0.51122,0.143
1697594,9.31,3.21,0.51122,0.143
1697595,10.359,3.4,0.51122,0.143
1697596,10.777,3.38,0.38107,0.187
1697597,10.371,3.39,0.51122,0.143
1697598,9.254,3.19,0.51122,0.143
1697599,9.8,3.29,0.51122,0.143
1697600,9.153,3.16,0.51122,0.143
1697601,8.786,3.09,0.51122,0.143
1697602,7.97,2.91,0.51122,0.143
1697603,7.104,2.65,0.58407,0.121
1697604,7.876,2.81,0.44342,0.165
1697605,8.813,2.98,0.44342,0.165
1697606,9.413,3.08,0.44342,0.165
1697607,9.352,3.05,0.44342,0.165
1697608,8.105,2.8,0.51122,0.143
1697609,7.78,2.79,0.51122,0.143
1697610,7.425,2.75,0.58407,0.121
1697611,6.626,2.59,0.66142,0.099
1697612,5.498,2.3,0.66142,0.099
1697613,6.288,2.51,0.66142,0.099
1697614,7.276,2.77,0.66142,0.099
1697615,7.645,2.85,0.58407,0.121
1697616,6.69,2.64,0.66142,0.099
1697617,6.264,2.54,0.66142,0.099
1697618,5.674,2.39,0.66142,0.099
1697619,5.57,2.37,0.66142,0.099
1697620,5.053,2.29,0.66142,0.099
1697621,4.82,2.34,0.66142,0.099
1697622,5.302,2.43,0.66142,0.099
1697623,5.496,2.4,0.66142,0.099
1697624,6.217,2.95,0.51122,0.143
1697625,6.277,2.93,0.51122,0.143
1697626,6.639,2.94,0.44342,0.165
1697627,6.901,2.94,0.51122,0.143
1697628,6.344,2.82,0.51122,0.143
1697629,4.657,2.36,0.66142,0.099
1697630,5.088,2.46,0.51122,0.143
1697631,5.578,2.53,0.51122,0.143
1697632,6.082,2.6,0.58407,0.121
1697633,5.315,2.41,0.58407,0.121
1697634,4.352,2.13,0.51122,0.143
1697636,4.668,2.22,0.51122,0.143
1697637,4.811,2.18,0.51122,0.143
1697638,5.137,2.47,0.58407,0.121
1697639,5.562,2.58,0.58407,0.121
1697640,4.63,1.98,0.58407,0.121
1697641,5.147,2.09,0.58407,0.121
1697642,5.71,2.23,0.66142,0.099
1697643,6.783,2.78,0.58407,0.121
1697644,5.793,2.55,0.58407,0.121
1697645,5.371,2.4,0.58407,0.121
1697646,4.937,2.25,0.44342,0.165
1697647,3.598,1.78,0.44342,0.165
1697648,4.073,1.93,0.44342,0.165
1697649,3.793,1.69,0.44342,0.165
1697650,3.617,1.55,0.44342,0.165
1697651,4.363,1.78,0.51122,0.143
1697652,5.163,2,0.51122,0.143
1697653,4.543,1.82,0.51122,0.143
1697654,3.867,1.61,0.58407,0.121
1697655,4.527,2.01,0.51122,0.143
1697656,4.618,2.05,0.51122,0.143
1697657,3.817,1.61,0.51122,0.143
1697658,3.91,1.65,0.51122,0.143
1697659,3.81,1.67,0.44342,0.165
1697660,5.418,2.4,0.44342,0.165
1697661,4.843,2.26,0.44342,0.165
1697662,5.645,2.54,0.44342,0.165
1697663,6.939,2.93,0.58407,0.121
1697664,8.293,3.26,0.44342,0.165
1697665,8.177,3.28,0.44342,0.165
1697666,8.438,3.39,0.38107,0.187
1697667,8.778,3.42,0.38107,0.187
1697668,8.42,3.28,0.38107,0.187
1697669,8.68,3.42,0.44342,0.165
1697670,8.199,3.31,0.38107,0.187
1697671,8.072,3.42,0.38107,0.187
1697672,8.243,3.57,0.38107,0.187
1697673,7.968,3.65,0.38107,0.187
1697674,7.625,3.57,0.44342,0.165
1697675,7.278,3.44,0.44342,0.165
1697676,6.53,3.38,0.44342,0.165
1697677,3.783,2.12,0.51122,0.143
1697678,3.848,2.1,0.58407,0.121
1697679,4.85,2.69,0.51122,0.143
1697680,4.245,2.39,0.51122,0.143
1697681,6.522,3.78,0.44342,0.165
1697682,6.389,3.73,0.51122,0.143
1697683,6.165,3.66,0.58407,0.121
1697684,6.657,3.74,0.51122,0.143
1697685,6.59,3.71,0.51122,0.143
1697686,4.75,2.89,0.58407,0.121
1697687,3.42,2.24,0.51122,0.143
1697688,4.253,2.97,0.51122,0.143
1697689,4.524,3.33,0.51122,0.143
1697690,4.128,2.98,0.51122,0.143
1697691,4.667,3.04,0.51122,0.143
1697692,4.713,2.92,0.51122,0.143
1697693,5.07,3.04,0.38107,0.187
1697694,5.51,3.22,0.27356,0.231
1697695,6.23,3.68,0.27356,0.231
1697696,6.795,4.09,0.27356,0.231
1697697,6.701,4.23,0.32442,0.209
1697698,6.43,4.14,0.32442,0.209
1697699,5.772,3.92,0.32442,0.209
1697700,5.176,3.69,0.38107,0.187
1697701,5.009,3.62,0.38107,0.187
1697702,4.136,3.24,0.44342,0.165
1697703,3.546,2.95,0.51122,0.143
1697704,3.369,2.85,0.51122,0.143
1697705,3.197,2.76,0.51122,0.143
1697706,2.622,2.53,0.38107,0.187
1697707,1.363,1.5,0.38107,0.187
1699921,2.894,1.65,0.82667,0.055
1699925,3.398,1.91,0.82667,0.055
1699929,0.966,0.52,1,0.011
1699930,0.222,0.11,1,0.011
1699931,-0.458,-0.24,1,-0.011
1699932,-0.176,-0.09,1,-0.011
1699933,0.143,0.07,1,0.011
1699934,0.409,0.2,1,0.011
1699935,-0.664,-0.3,1,-0.011
1699936,1.096,0.44,1,0.011
1699937,0.749,0.31,1,0.011
1699938,-0.241,-0.1,1,-0.011
1699939,0.17,0.07,1,0.011
1699940,3.413,1.38,1,0.011
1699941,1.81,0.74,1,0.011
1699942,0.76,0.33,1,0.011
1699943,1.047,0.43,0.91281,0.033
1699944,0.443,0.18,0.91281,0.033
1699945,0.11,0.05,0.82667,0.055
1699946,-0.809,-0.36,0.82667,-0.055
1699947,-0.861,-0.38,0.82667,-0.055
1699948,-0.23,-0.1,1,-0.011
1699949,1.011,0.39,0.91281,0.033
1699950,1.606,0.59,0.91281,0.033
1699951,2.021,0.71,1,0.011
1699952,2.265,0.77,1,0.011
1699953,2.907,0.95,0.91281,0.033
1699954,3.221,1.03,0.91281,0.033
1699955,3.649,1.13,0.82667,0.055
1699956,4.134,1.25,0.82667,0.055
1699957,6.48,1.93,0.74256,0.077
1699958,7.082,2.08,0.74256,0.077
1699959,7.806,2.24,0.66142,0.099
1699960,8.164,2.35,0.66142,0.099
1699961,8.327,2.44,0.58407,0.121
1699962,8.815,2.57,0.58407,0.121
1699963,9.45,2.7,0.51122,0.143
1699964,10.119,2.83,0.51122,0.143
1699965,10.444,2.91,0.51122,0.143
1699966,11.408,3.05,0.51122,0.143
1699967,11.942,3.13,0.44342,0.165
1699968,13.102,3.25,0.38107,0.187
1699969,14.05,3.34,0.38107,0.187
1699970,13.578,3.35,0.38107,0.187
1699971,14.4,3.46,0.38107,0.187
1699972,12.915,3.38,0.38107,0.187
1699973,12.405,3.38,0.38107,0.187
1699974,14.18,3.83,0.38107,0.187
1699975,13.788,3.8,0.32442,0.209
1699976,14.444,3.9,0.38107,0.187
1699977,15.28,4,0.38107,0.187
1699978,14.562,3.93,0.38107,0.187
1699979,13.658,3.83,0.32442,0.209
1699980,14.774,3.97,0.38107,0.187
1699981,14.912,3.99,0.38107,0.187
1699982,14.33,3.92,0.38107,0.187
1699983,14.444,3.94,0.38107,0.187
1699984,14.172,3.91,0.32442,0.209
1699985,13.36,3.82,0.32442,0.209
1699986,12.74,3.74,0.32442,0.209
1699987,12.092,3.66,0.38107,0.187
1699988,11.456,3.59,0.38107,0.187
1699989,10.89,3.5,0.44342,0.165
1699990,10.18,3.41,0.44342,0.165
1699991,8.288,3.04,0.51122,0.143
1699992,7.17,2.81,0.51122,0.143
1699993,5.678,2.41,0.58407,0.121
1699994,6.776,2.68,0.58407,0.121
1699995,8.438,3.04,0.51122,0.143
1699996,8.952,3.14,0.51122,0.143
1699997,9.718,3.28,0.51122,0.143
1699998,10.356,3.39,0.51122,0.143
1699999,9.778,3.29,0.51122,0.143
1700000,9.126,3.17,0.51122,0.143
1700001,8.89,3.12,0.51122,0.143
1700002,8.067,2.95,0.51122,0.143
1700003,7.751,2.87,0.51122,0.143
1700004,7.183,2.73,0.58407,0.121
1700005,6.656,2.58,0.66142,0.099
1700006,7.621,2.75,0.51122,0.143
1700007,8.489,2.91,0.44342,0.165
1700008,8.992,2.99,0.44342,0.165
1700009,8.708,2.91,0.44342,0.165
1700010,8.873,2.93,0.44342,0.165
1700011,8.203,2.79,0.44342,0.165
1700012,6.828,2.63,0.66142,0.099
1700013,6.405,2.51,0.66142,0.099
1700014,5.787,2.39,0.66142,0.099
1700015,5.56,2.28,0.66142,0.099
1700016,6.842,2.63,0.66142,0.099
1700017,7.252,2.74,0.66142,0.099
1700018,6.638,2.59,0.66142,0.099
1700019,5.614,2.33,0.66142,0.099
1700020,5.046,2.17,0.66142,0.099
1700021,4.826,2.11,0.66142,0.099
1700022,4.922,2.27,0.66142,0.099
1700023,4.51,2.28,0.66142,0.099
1700024,4.92,2.39,0.66142,0.099
1700025,5.265,2.41,0.66142,0.099
1700026,5.355,2.79,0.66142,0.099
1700027,5.898,2.84,0.51122,0.143
1700028,6.276,2.86,0.51122,0.143
1700029,6.572,2.85,0.51122,0.143
1700030,6.167,2.76,0.51122,0.143
1700031,4.377,2.2,0.66142,0.099
1700032,4.585,2.32,0.58407,0.121
1700033,5.169,2.42,0.58407,0.121
1700034,5.555,2.47,0.58407,0.121
1700035,5.228,2.37,0.58407,0.121
1700036,4.428,2.14,0.51122,0.143
1700039,5.197,2.48,0.51122,0.143
1700041,5.595,2.62,0.58407,0.121
1700042,6.32,2.73,0.58407,0.121
1700043,4.943,2.03,0.58407,0.121
1700044,5.573,2.2,0.58407,0.121
1700045,6.937,2.86,0.58407,0.121
1700046,5.877,2.56,0.58407,0.121
1700047,4.846,2.24,0.44342,0.165
1700048,3.827,1.83,0.44342,0.165
1700049,2.865,1.49,0.44342,0.165
1700050,3.269,1.63,0.44342,0.165
1700051,4.03,1.89,0.44342,0.165
1700052,4.12,1.81,0.44342,0.165
1700053,3.783,1.59,0.58407,0.121
1700054,4.653,1.85,0.51122,0.143
1700055,4.403,1.77,0.58407,0.121
1700056,4.683,2,0.51122,0.143
1700057,4.087,1.85,0.58407,0.121
1700058,3.775,1.75,0.58407,0.121
1700059,4.41,1.94,0.51122,0.143
1700060,3.613,1.58,0.44342,0.165
1700061,3.683,1.68,0.44342,0.165
1700062,3.96,1.84,0.44342,0.165
1700063,4.323,2.08,0.44342,0.165
1700064,4.981,2.32,0.51122,0.143
1700065,6.636,2.83,0.44342,0.165
1700066,7.692,3.13,0.44342,0.165
1700067,7.588,3.16,0.44342,0.165
1700068,7.718,3.24,0.38107,0.187
1700069,8.59,3.48,0.38107,0.187
1700070,8.62,3.52,0.44342,0.165
1700071,7.938,3.26,0.44342,0.165
1700072,7.972,3.3,0.38107,0.187
1700073,8.251,3.47,0.38107,0.187
1700074,8.513,3.61,0.32442,0.209
1700075,8.343,3.62,0.32442,0.209
1700076,8.055,3.5,0.38107,0.187
1700077,7.6,3.48,0.38107,0.187
1700078,6.903,3.47,0.44342,0.165
1700079,5.952,3.18,0.44342,0.165
1700080,5.826,3.32,0.44342,0.165
1700081,5.827,3.35,0.44342,0.165
1700082,5.856,3.39,0.44342,0.165
1700083,5.61,3.45,0.58407,0.121
1700084,4.757,3.02,0.58407,0.121
1700085,4.43,2.74,0.51122,0.143
1700086,5.633,3.31,0.58407,0.121
1700087,5.88,3.42,0.51122,0.143
1700088,5.6,3.3,0.58407,0.121
1700089,3.857,2.45,0.51122,0.143
1700090,3.76,2.5,0.51122,0.143
1700091,4.347,3.11,0.51122,0.143
1700092,4.49,3.31,0.51122,0.143
1700093,4.624,3.18,0.58407,0.121
1700094,4.673,3.04,0.51122,0.143
1700095,5.073,3.24,0.51122,0.143
1700096,5.227,3.16,0.38107,0.187
1700097,5.997,3.67,0.38107,0.187
1700098,5.988,3.81,0.38107,0.187
1700099,5.695,3.73,0.32442,0.209
1700100,6.16,4.06,0.32442,0.209
1700101,5.141,3.69,0.44342,0.165
1700102,4.616,3.47,0.44342,0.165
1700103,4.222,3.29,0.51122,0.143
1700104,3.988,3.18,0.51122,0.143
1700105,4.552,3.44,0.38107,0.187
1700106,4.058,3.21,0.51122,0.143
1700107,3.136,2.72,0.51122,0.143
1700108,2.65,2.53,0.44342,0.165
1700109,2.332,2.4,0.38107,0.187
1700110,1.123,1.36,0.44342,0.165
1702321,2.733,1.57,0.66142,0.099
1702322,3.159,1.76,0.66142,0.099
1702323,3.273,1.81,0.66142,0.099
1702324,3.726,1.99,0.66142,0.099
1702325,4.082,2.13,0.66142,0.099
1702326,3.837,2.05,0.74256,0.077
1702327,4.217,2.2,0.74256,0.077
1702328,4.191,2.2,0.82667,0.055
1702329,3.813,2,0.82667,0.055
1702330,3.503,1.82,0.82667,0.055
1702331,2.566,1.3,0.91281,0.033
1702332,1.178,0.6,1,0.011
1702333,0.358,0.18,1,0.011
1702334,-0.159,-0.08,1,-0.011
1702335,-0.004,0,1,-0.011
1702336,0.225,0.11,1,0.011
1702337,-0.248,-0.11,1,-0.011
1702338,0.534,0.23,1,0.011
1702339,0.481,0.19,1,0.011
1702340,0.007,0,1,0.011
1702341,3.01,1.2,0.91281,0.033
1702342,2.92,1.16,0.91281,0.033
1702343,1.74,0.66,0.82667,0.055
1702344,0.592,0.23,0.91281,0.033
1702345,1.058,0.4,0.91281,0.033
1702346,1.039,0.39,0.91281,0.033
1702347,0.688,0.27,0.91281,0.033
1702348,0.072,0.03,0.91281,0.033
1702349,0.764,0.3,0.82667,0.055
1702350,1.007,0.39,0.82667,0.055
1702351,1.548,0.57,0.91281,0.033
1702352,1.965,0.7,1,0.011
1702353,2.335,0.8,1,0.011
1702354,2.662,0.88,1,0.011
1702355,3.092,0.99,1,0.011
1702356,3.236,1.03,0.91281,0.033
1702357,3.568,1.12,0.91281,0.033
1702358,3.79,1.18,0.82667,0.055
1702359,6.174,1.87,0.82667,0.055
1702360,7.088,2.08,0.74256,0.077
1702361,8.215,2.3,0.66142,0.099
1702362,8.492,2.4,0.66142,0.099
1702363,8.786,2.5,0.58407,0.121
1702364,9.427,2.64,0.51122,0.143
1702365,9.939,2.76,0.51122,0.143
1702366,10.572,2.88,0.51122,0.143
1702367,11.078,2.98,0.51122,0.143
1702368,11.646,3.08,0.51122,0.143
1702369,12.376,3.18,0.44342,0.165
1702370,13.303,3.28,0.38107,0.187
1702371,14.124,3.36,0.38107,0.187
1702372,13.63,3.37,0.38107,0.187
1702373,13.347,3.39,0.38107,0.187
1702374,13.136,3.41,0.38107,0.187
1702375,13.382,3.49,0.38107,0.187
1702376,14.514,3.88,0.38107,0.187
1702377,14.526,3.9,0.38107,0.187
1702378,15.358,4.01,0.38107,0.187
1702379,14.26,3.9,0.32442,0.209
1702380,14.602,3.95,0.38107,0.187
1702381,15.894,4.1,0.38107,0.187
1702382,17.18,4.23,0.38107,0.187
1702383,15.894,4.11,0.38107,0.187
1702384,13.992,3.89,0.32442,0.209
1702385,13.722,3.85,0.32442,0.209
1702386,13.92,3.88,0.32442,0.209
1702387,12.974,3.77,0.32442,0.209
1702388,11.816,3.61,0.32442,0.209
1702389,11.186,3.53,0.38107,0.187
1702390,10.794,3.48,0.44342,0.165
1702391,10.303,3.42,0.44342,0.165
1702392,9.06,3.22,0.44342,0.165
1702393,7.916,2.96,0.51122,0.143
1702394,7.022,2.77,0.51122,0.143
1702395,5.463,2.36,0.58407,0.121
1702396,5.948,2.47,0.58407,0.121
1702397,7.258,2.79,0.58407,0.121
1702398,8.248,3,0.51122,0.143
1702399,9.524,3.25,0.51122,0.143
1702400,9.572,3.26,0.51122,0.143
1702401,8.968,3.14,0.51122,0.143
1702402,8.427,3.03,0.51122,0.143
1702403,7.719,2.88,0.51122,0.143
1702404,7.421,2.8,0.58407,0.121
1702405,6.797,2.65,0.58407,0.121
1702406,6.445,2.54,0.66142,0.099
1702407,6.402,2.55,0.66142,0.099
1702408,7.021,2.63,0.58407,0.121
1702409,7.917,2.78,0.44342,0.165
1702410,8.462,2.88,0.44342,0.165
1702411,8.249,2.81,0.44342,0.165
1702412,8.488,2.84,0.44342,0.165
1702413,8.181,2.78,0.44342,0.165
1702414,7.876,2.77,0.51122,0.143
1702415,7.441,2.73,0.58407,0.121
1702416,5.935,2.46,0.66142,0.099
1702417,5.623,2.34,0.66142,0.099
1702418,6.228,2.44,0.66142,0.099
1702419,6.696,2.57,0.66142,0.099
1702420,5.766,2.33,0.66142,0.099
1702421,4.918,2.09,0.66142,0.099
1702422,4.477,1.98,0.66142,0.099
1702423,4.603,2.03,0.66142,0.099
1702424,4.82,2.25,0.66142,0.099
1702425,4.5,2.3,0.66142,0.099
1702426,4.705,2.35,0.66142,0.099
1702427,4.955,2.41,0.66142,0.099
1702428,5.08,2.43,0.66142,0.099
1702429,5.573,2.75,0.58407,0.121
1702430,5.964,2.78,0.58407,0.121
1702431,6.141,2.76,0.51122,0.143
1702432,6.021,2.7,0.51122,0.143
1702433,4.13,2.06,0.66142,0.099
1702434,4.358,2.24,0.51122,0.143
1702435,4.637,2.28,0.51122,0.143
