"nie_malla_modi_id","sen_slope_tempsu","sen_slope_per_tempsu","p_value_tempsu","tau_tempsu"
1709602,-0.114,-0.62,0.38107,-0.187
1709603,-0.128,-0.75,0.38107,-0.187
1709604,-0.13,-0.81,0.38107,-0.187
1709605,-0.13,-0.83,0.41085,-0.176
1709606,-0.133,-0.79,0.44342,-0.165
1709607,-0.133,-0.78,0.44342,-0.165
1709608,-0.126,-0.72,0.44342,-0.165
1709609,-0.12,-0.66,0.44342,-0.165
1709610,-0.125,-0.7,0.44342,-0.165
1709611,-0.118,-0.64,0.38107,-0.187
1709612,-0.11,-0.55,0.38107,-0.187
1709613,-0.1,-0.53,0.32442,-0.209
1709614,-0.1,-0.54,0.32442,-0.209
1709615,-0.093,-0.52,0.476,-0.154
1709616,-0.093,-0.52,0.51122,-0.143
1709617,-0.116,-0.62,0.58407,-0.121
1709618,-0.112,-0.6,0.51122,-0.143
1709619,-0.107,-0.56,0.51122,-0.143
1709620,-0.097,-0.5,0.44342,-0.165
1709621,-0.095,-0.47,0.38107,-0.187
1709622,-0.098,-0.47,0.38107,-0.187
1709623,-0.075,-0.37,0.38107,-0.187
1709624,-0.078,-0.4,0.38107,-0.187
1709625,-0.072,-0.36,0.51122,-0.143
1709626,-0.067,-0.33,0.44342,-0.165
1709627,-0.071,-0.33,0.44342,-0.165
1709628,-0.073,-0.34,0.476,-0.154
1709629,-0.075,-0.36,0.51122,-0.143
1709630,-0.076,-0.36,0.51122,-0.143
1709631,-0.083,-0.38,0.44342,-0.165
1709632,-0.088,-0.39,0.38107,-0.187
1709633,-0.086,-0.38,0.38107,-0.187
1709634,-0.089,-0.39,0.51122,-0.143
1709635,-0.08,-0.37,0.51122,-0.143
1709636,-0.067,-0.32,0.51122,-0.143
1709637,-0.064,-0.3,0.51122,-0.143
1709638,-0.063,-0.3,0.58407,-0.121
1709639,-0.065,-0.31,0.44342,-0.165
1709640,-0.065,-0.3,0.44342,-0.165
1709641,-0.04,-0.18,0.51122,-0.143
1709642,-0.075,-0.33,0.476,-0.154
1709643,-0.077,-0.34,0.476,-0.154
1709644,-0.067,-0.31,0.58407,-0.121
1709645,-0.067,-0.31,0.58407,-0.121
1709649,-0.029,-0.13,0.70113,-0.088
1709650,0.007,0.03,0.82667,0.055
1709651,0.014,0.07,0.91281,0.033
1709652,0.016,0.08,0.78398,0.066
1709653,0.016,0.08,0.74256,0.077
1709654,0.012,0.06,0.74256,0.077
1709655,0.011,0.05,0.74256,0.077
1709656,0.008,0.03,0.66142,0.099
1709657,0.017,0.07,0.70113,0.088
1709658,0.022,0.09,0.82667,0.055
1709659,0.024,0.1,0.58407,0.121
1709660,0.019,0.08,0.58407,0.121
1709661,0.017,0.08,0.66142,0.099
1709662,0.019,0.09,0.66142,0.099
1709663,0.02,0.09,0.58294,0.121
1709664,0.019,0.09,0.6217,0.11
1709665,0.016,0.07,0.66142,0.099
1709666,0.018,0.08,0.74256,0.077
1709667,0.018,0.08,0.82667,0.055
1709668,0.01,0.04,0.82667,0.055
1709669,0.005,0.02,1,0.011
1709670,0.014,0.06,0.95628,0.022
1709671,0.017,0.08,0.91281,0.033
1709672,0.015,0.07,0.86935,0.044
1709673,0.012,0.06,0.78398,0.066
1709674,0.01,0.05,0.74256,0.077
1709675,0.008,0.04,0.74256,0.077
1709676,0.007,0.03,0.74256,0.077
1709677,0.012,0.06,0.74256,0.077
1709678,0.008,0.04,0.74256,0.077
1709679,0.004,0.02,0.86935,0.044
1709680,0.005,0.02,0.78398,0.066
1709681,0.007,0.03,0.70113,0.088
1709682,0.008,0.04,0.70113,0.088
1709683,0.004,0.02,0.78313,0.066
1709684,0.009,0.04,0.82667,0.055
1709685,0.008,0.04,0.74256,0.077
1709686,0.008,0.04,0.78398,0.066
1709687,0.007,0.03,0.74256,0.077
1709688,0.002,0.01,1,0.011
1709689,-0.006,-0.03,0.86935,-0.044
1709690,-0.047,-0.21,0.44342,-0.165
1709691,-0.049,-0.22,0.44342,-0.165
1709692,-0.042,-0.18,0.44342,-0.165
1709693,-0.042,-0.18,0.51122,-0.143
1709694,-0.047,-0.2,0.54644,-0.132
1709695,-0.052,-0.21,0.58407,-0.121
1709696,-0.061,-0.25,0.44342,-0.165
1709697,-0.048,-0.2,0.51122,-0.143
1709698,-0.046,-0.2,0.51122,-0.143
1709699,-0.045,-0.19,0.51122,-0.143
1709700,-0.042,-0.16,0.44342,-0.165
1709701,-0.04,-0.16,0.44342,-0.165
1709702,-0.047,-0.19,0.51122,-0.143
1709703,-0.043,-0.18,0.51122,-0.143
1709704,-0.046,-0.19,0.41085,-0.176
1709705,-0.04,-0.16,0.44342,-0.165
1709706,-0.037,-0.15,0.476,-0.154
1709707,-0.042,-0.17,0.51122,-0.143
1709708,-0.04,-0.17,0.38107,-0.187
1709709,-0.033,-0.14,0.38107,-0.187
1709710,-0.035,-0.14,0.38107,-0.187
1709711,-0.042,-0.17,0.51122,-0.143
1709712,-0.04,-0.16,0.51122,-0.143
1709713,-0.039,-0.15,0.54644,-0.132
1709714,-0.04,-0.16,0.51122,-0.143
1709715,-0.038,-0.15,0.44342,-0.165
1709716,-0.04,-0.16,0.51122,-0.143
1709717,-0.044,-0.17,0.44342,-0.165
1709718,-0.048,-0.18,0.51122,-0.143
1711930,-0.012,-0.05,0.91281,-0.033
1711931,-0.01,-0.04,0.91281,-0.033
1711932,-0.01,-0.04,0.95628,-0.022
1711933,-0.013,-0.05,0.91281,-0.033
1711934,-0.01,-0.04,0.91281,-0.033
1711935,-0.01,-0.05,0.91281,-0.033
1711936,-0.017,-0.08,1,-0.011
1711937,-0.02,-0.09,1,-0.011
1711938,-0.016,-0.07,1,-0.011
1711939,-0.01,-0.04,1,-0.011
1711940,-0.003,-0.01,0.95628,-0.022
1711941,0.003,0.01,1,0.011
1711942,0.003,0.02,1,0.011
1711943,0.005,0.02,1,0.011
1711944,0.002,0.01,1,0.011
1711945,-0.002,-0.01,1,-0.011
1711946,-0.002,-0.01,1,-0.011
1711947,-0.003,-0.01,1,-0.011
1711948,-0.008,-0.03,1,-0.011
1711949,0,0,1,0
1711950,-0.007,-0.03,1,-0.011
1711951,-0.008,-0.03,1,-0.011
1711952,-0.011,-0.05,1,-0.011
1711953,-0.01,-0.04,1,-0.011
1711954,-0.01,-0.05,1,-0.011
1711955,-0.014,-0.07,0.91281,-0.033
1711956,-0.016,-0.07,0.78398,-0.066
1711957,0.004,0.02,0.95628,0.022
1711958,0.007,0.04,0.86935,0.044
1711959,0.007,0.03,0.86935,0.044
1711960,0.013,0.07,0.82667,0.055
1711961,0.017,0.09,0.78398,0.066
1711962,0.01,0.06,0.91281,0.033
1711963,-0.007,-0.04,0.95628,-0.022
1711964,-0.009,-0.05,0.91281,-0.033
1711965,-0.005,-0.03,1,-0.011
1711966,0,0,1,0
1711967,0.003,0.02,0.95628,0.022
1711968,-0.002,-0.02,1,-0.011
1711969,-0.005,-0.03,1,-0.011
1711970,0.003,0.02,1,0.011
1711971,0.011,0.08,1,0.011
1711972,0.005,0.04,1,0.011
1711973,0.005,0.04,1,0.011
1711974,0.003,0.02,1,0.011
1711975,-0.005,-0.03,1,-0.011
1711976,-0.003,-0.02,1,-0.011
1711977,0,0,1,0
1711978,0,0,1,0.011
1711979,0.001,0.01,1,0.011
1711980,-0.008,-0.06,1,-0.011
1711981,-0.015,-0.1,0.95628,-0.022
1711982,-0.03,-0.19,0.86935,-0.044
1711983,-0.043,-0.28,0.74256,-0.077
1711984,-0.057,-0.36,0.58407,-0.121
1711985,-0.066,-0.43,0.51122,-0.143
1711986,-0.069,-0.46,0.41085,-0.176
1711987,-0.067,-0.42,0.38107,-0.187
1711988,-0.072,-0.49,0.38107,-0.187
1711989,-0.077,-0.55,0.51122,-0.143
1711990,-0.076,-0.56,0.51122,-0.143
1711991,-0.078,-0.59,0.58407,-0.121
1711992,-0.07,-0.53,0.66142,-0.099
1711993,-0.09,-0.64,0.51122,-0.143
1711994,-0.086,-0.57,0.58407,-0.121
1711995,-0.082,-0.53,0.58407,-0.121
1711996,-0.084,-0.52,0.51122,-0.143
1711997,-0.088,-0.53,0.51122,-0.143
1711998,-0.097,-0.55,0.54644,-0.132
1711999,-0.098,-0.54,0.51122,-0.143
1712000,-0.102,-0.53,0.51122,-0.143
1712001,-0.107,-0.54,0.44342,-0.165
1712002,-0.11,-0.55,0.44342,-0.165
1712003,-0.111,-0.57,0.38107,-0.187
1712004,-0.112,-0.61,0.38107,-0.187
1712005,-0.127,-0.74,0.38107,-0.187
1712006,-0.129,-0.79,0.38107,-0.187
1712007,-0.13,-0.83,0.38107,-0.187
1712008,-0.126,-0.76,0.44342,-0.165
1712009,-0.126,-0.72,0.44342,-0.165
1712010,-0.12,-0.66,0.44342,-0.165
1712011,-0.128,-0.71,0.44342,-0.165
1712012,-0.123,-0.68,0.41085,-0.176
1712013,-0.115,-0.61,0.32442,-0.209
1712014,-0.107,-0.53,0.37964,-0.187
1712015,-0.1,-0.52,0.38107,-0.187
1712016,-0.096,-0.51,0.40896,-0.176
1712017,-0.094,-0.51,0.51122,-0.143
1712018,-0.094,-0.51,0.58407,-0.121
1712019,-0.114,-0.6,0.54644,-0.132
1712020,-0.107,-0.54,0.51122,-0.143
1712021,-0.102,-0.52,0.476,-0.154
1712022,-0.098,-0.48,0.38107,-0.187
1712023,-0.09,-0.43,0.38107,-0.187
1712024,-0.099,-0.48,0.32442,-0.209
1712025,-0.11,-0.55,0.38107,-0.187
1712026,-0.12,-0.62,0.32442,-0.209
1712027,-0.13,-0.66,0.32442,-0.209
1712028,-0.07,-0.34,0.38107,-0.187
1712029,-0.076,-0.36,0.51122,-0.143
1712030,-0.082,-0.37,0.44342,-0.165
1712031,-0.079,-0.37,0.44342,-0.165
1712032,-0.084,-0.39,0.44342,-0.165
1712033,-0.089,-0.4,0.38107,-0.187
1712034,-0.09,-0.4,0.38107,-0.187
1712035,-0.089,-0.39,0.38107,-0.187
1712036,-0.09,-0.41,0.38107,-0.187
1712037,-0.083,-0.38,0.44342,-0.165
1712038,-0.083,-0.39,0.476,-0.154
1712039,-0.08,-0.37,0.51122,-0.143
1712040,-0.069,-0.32,0.51122,-0.143
1712041,-0.063,-0.3,0.51122,-0.143
1712042,-0.054,-0.26,0.44342,-0.165
1712043,-0.045,-0.21,0.44342,-0.165
1712044,-0.045,-0.2,0.51122,-0.143
1712045,-0.07,-0.31,0.476,-0.154
1712046,-0.07,-0.32,0.58407,-0.121
1712047,-0.07,-0.32,0.58407,-0.121
1712050,-0.047,-0.2,0.74256,-0.077
1712051,-0.027,-0.12,0.74256,-0.077
1712052,0.008,0.04,0.86935,0.044
1712053,0.008,0.04,0.74256,0.077
1712054,0.014,0.06,0.66142,0.099
1712055,0.012,0.06,0.70113,0.088
1712056,0.01,0.05,0.78398,0.066
1712057,0.011,0.05,0.78398,0.066
1712058,0.021,0.09,0.66142,0.099
1712059,0.025,0.11,0.70113,0.088
1712060,0.023,0.1,0.74181,0.077
1712061,0.019,0.08,0.74256,0.077
1712062,0.026,0.11,0.66142,0.099
1712063,0.021,0.1,0.6217,0.11
1712064,0.03,0.14,0.54644,0.132
1712065,0.038,0.17,0.51122,0.143
1712066,0.046,0.2,0.50995,0.143
1712067,0.048,0.21,0.51122,0.143
1712068,0.045,0.19,0.476,0.154
1712069,0.049,0.2,0.51122,0.143
1712070,0.042,0.17,0.58407,0.121
1712071,0.035,0.15,0.58407,0.121
1712072,0.029,0.13,0.66046,0.099
1712073,0.024,0.11,0.74256,0.077
1712074,0.017,0.08,0.70113,0.088
1712075,0.016,0.07,0.70113,0.088
1712076,0.014,0.06,0.74256,0.077
1712077,0.014,0.06,0.78398,0.066
1712078,0.013,0.06,0.74256,0.077
1712079,0.01,0.05,0.78398,0.066
1712080,0.009,0.04,0.74256,0.077
1712081,0.007,0.03,0.74256,0.077
1712082,0.005,0.02,0.95628,0.022
1712083,0.007,0.03,0.70113,0.088
1712084,0.005,0.02,0.82546,0.055
1712085,0.009,0.04,0.74256,0.077
1712086,0.007,0.03,0.78398,0.066
1712087,0.008,0.04,0.74256,0.077
1712088,0.007,0.03,0.74256,0.077
1712089,0.005,0.02,0.74256,0.077
1712090,0,0,1,0
1712091,-0.004,-0.02,0.86935,-0.044
1712092,-0.047,-0.21,0.44342,-0.165
1712093,-0.05,-0.22,0.44342,-0.165
1712094,-0.042,-0.18,0.44342,-0.165
1712095,-0.042,-0.17,0.476,-0.154
1712096,-0.05,-0.21,0.58407,-0.121
1712097,-0.052,-0.21,0.58407,-0.121
1712098,-0.049,-0.19,0.51122,-0.143
1712099,-0.045,-0.19,0.51122,-0.143
1712100,-0.046,-0.19,0.51122,-0.143
1712101,-0.047,-0.2,0.51122,-0.143
1712102,-0.047,-0.19,0.51122,-0.143
1712103,-0.04,-0.16,0.44342,-0.165
1712104,-0.041,-0.16,0.51122,-0.143
1712105,-0.044,-0.18,0.51122,-0.143
1712106,-0.04,-0.16,0.51122,-0.143
1712107,-0.04,-0.16,0.476,-0.154
1712108,-0.04,-0.16,0.476,-0.154
1712109,-0.04,-0.16,0.58407,-0.121
1712110,-0.039,-0.15,0.51122,-0.143
1712111,-0.04,-0.16,0.41085,-0.176
1712112,-0.04,-0.16,0.476,-0.154
1712113,-0.04,-0.16,0.58407,-0.121
1712114,-0.039,-0.15,0.54644,-0.132
1712115,-0.038,-0.15,0.58407,-0.121
1712116,-0.04,-0.15,0.51122,-0.143
1712117,-0.038,-0.14,0.51122,-0.143
1712118,-0.046,-0.17,0.51122,-0.143
1712119,-0.05,-0.18,0.51122,-0.143
1712120,-0.048,-0.18,0.51122,-0.143
1714333,-0.013,-0.05,0.91281,-0.033
1714334,-0.015,-0.06,0.91281,-0.033
1714335,-0.018,-0.08,0.91281,-0.033
1714336,-0.01,-0.04,0.91281,-0.033
1714337,-0.007,-0.03,0.91281,-0.033
1714338,-0.017,-0.07,1,-0.011
1714339,-0.018,-0.08,1,-0.011
1714340,-0.016,-0.07,1,-0.011
1714341,-0.007,-0.03,1,-0.011
1714342,0,0,1,0
1714343,0.007,0.03,1,0.011
1714344,0.007,0.03,1,0.011
1714345,0.003,0.01,1,0.011
1714346,0.001,0,1,0.011
1714347,-0.008,-0.03,1,-0.011
1714348,-0.011,-0.05,1,-0.011
1714349,-0.007,-0.03,1,-0.011
1714350,-0.003,-0.01,1,-0.011
1714351,-0.008,-0.03,1,-0.011
1714352,-0.009,-0.04,1,-0.011
1714353,-0.01,-0.04,1,-0.011
1714354,-0.007,-0.03,1,-0.011
1714355,-0.01,-0.04,1,-0.011
1714356,-0.004,-0.02,0.82667,-0.055
1714357,-0.007,-0.03,0.78398,-0.066
1714358,-0.01,-0.05,0.74256,-0.077
1714359,0.003,0.01,1,0.011
1714360,-0.001,-0.01,1,-0.011
1714361,-0.001,-0.01,1,-0.011
1714362,0.003,0.02,0.95628,0.022
1714363,0.015,0.09,0.86935,0.044
1714364,-0.018,-0.1,0.78398,-0.066
1714365,-0.017,-0.1,0.91281,-0.033
1714366,-0.018,-0.11,0.86935,-0.044
1714367,-0.009,-0.06,1,-0.011
1714368,-0.007,-0.05,1,-0.011
1714369,-0.005,-0.03,1,-0.011
1714370,-0.002,-0.02,1,-0.011
1714371,-0.001,-0.01,1,-0.011
1714372,-0.001,-0.01,1,-0.011
1714373,-0.001,-0.01,1,-0.011
1714374,0,0,1,0
1714375,0.002,0.01,1,0.011
1714376,-0.003,-0.02,1,-0.011
1714377,-0.009,-0.06,1,-0.011
1714378,-0.012,-0.08,0.91281,-0.033
1714379,-0.01,-0.06,0.91281,-0.033
1714380,-0.014,-0.09,1,-0.011
1714381,-0.008,-0.05,0.91281,-0.033
1714382,-0.017,-0.11,1,-0.011
1714383,-0.033,-0.22,0.95628,-0.022
1714384,-0.037,-0.23,0.82667,-0.055
1714385,-0.06,-0.37,0.6217,-0.11
1714386,-0.064,-0.41,0.51122,-0.143
1714387,-0.065,-0.4,0.44342,-0.165
1714388,-0.075,-0.47,0.38107,-0.187
1714389,-0.08,-0.49,0.32442,-0.209
1714390,-0.07,-0.46,0.38107,-0.187
1714391,-0.077,-0.54,0.44342,-0.165
1714392,-0.077,-0.54,0.51122,-0.143
1714393,-0.077,-0.55,0.51122,-0.143
1714394,-0.076,-0.56,0.66142,-0.099
1714395,-0.088,-0.61,0.51122,-0.143
1714396,-0.087,-0.59,0.58407,-0.121
1714397,-0.086,-0.56,0.58407,-0.121
1714398,-0.085,-0.53,0.51122,-0.143
1714399,-0.087,-0.52,0.51122,-0.143
1714400,-0.094,-0.55,0.54644,-0.132
1714401,-0.102,-0.58,0.51122,-0.143
1714402,-0.101,-0.55,0.51122,-0.143
1714403,-0.102,-0.52,0.51122,-0.143
1714404,-0.112,-0.55,0.44342,-0.165
1714405,-0.11,-0.57,0.38107,-0.187
1714406,-0.11,-0.6,0.38107,-0.187
1714407,-0.125,-0.72,0.38107,-0.187
1714408,-0.129,-0.79,0.38107,-0.187
1714409,-0.132,-0.83,0.41085,-0.176
1714410,-0.126,-0.76,0.38107,-0.187
1714411,-0.127,-0.73,0.44342,-0.165
1714412,-0.118,-0.64,0.44342,-0.165
1714413,-0.123,-0.68,0.44342,-0.165
1714414,-0.117,-0.63,0.32442,-0.209
1714415,-0.109,-0.56,0.38107,-0.187
1714416,-0.1,-0.49,0.38107,-0.187
1714417,-0.096,-0.49,0.38107,-0.187
1714418,-0.094,-0.5,0.44205,-0.165
1714419,-0.097,-0.53,0.51122,-0.143
1714420,-0.104,-0.55,0.58407,-0.121
1714421,-0.112,-0.58,0.51122,-0.143
1714422,-0.104,-0.51,0.476,-0.154
1714423,-0.1,-0.49,0.44342,-0.165
1714424,-0.092,-0.45,0.38107,-0.187
1714425,-0.091,-0.43,0.38107,-0.187
1714426,-0.102,-0.49,0.38107,-0.187
1714427,-0.113,-0.58,0.35131,-0.198
1714428,-0.118,-0.6,0.27356,-0.231
1714429,-0.118,-0.59,0.32442,-0.209
1714430,-0.103,-0.51,0.38107,-0.187
1714431,-0.068,-0.33,0.38107,-0.187
1714432,-0.084,-0.38,0.41085,-0.176
1714433,-0.086,-0.4,0.38107,-0.187
1714434,-0.09,-0.42,0.38107,-0.187
1714435,-0.097,-0.44,0.41085,-0.176
1714436,-0.09,-0.39,0.38107,-0.187
1714437,-0.086,-0.36,0.44342,-0.165
1714438,-0.092,-0.4,0.44342,-0.165
1714439,-0.09,-0.41,0.38107,-0.187
1714440,-0.083,-0.38,0.44342,-0.165
1714441,-0.074,-0.34,0.44342,-0.165
1714442,-0.074,-0.34,0.51122,-0.143
1714443,-0.064,-0.3,0.51122,-0.143
1714444,-0.058,-0.27,0.51122,-0.143
1714445,-0.044,-0.2,0.51122,-0.143
1714446,-0.044,-0.19,0.51122,-0.143
1714447,-0.05,-0.21,0.6217,-0.11
1714448,-0.08,-0.35,0.44342,-0.165
1714449,-0.07,-0.32,0.58407,-0.121
1714453,-0.029,-0.12,0.74256,-0.077
1714454,0.01,0.04,0.78398,0.066
1714455,0.009,0.04,0.74256,0.077
1714456,0.01,0.05,0.74256,0.077
1714457,0.011,0.05,0.74256,0.077
1714458,0.012,0.05,0.66046,0.099
1714459,0.018,0.08,0.66142,0.099
1714460,0.024,0.1,0.66142,0.099
1714461,0.018,0.08,0.82667,0.055
1714462,0.012,0.05,0.82667,0.055
1714463,0.02,0.09,0.74256,0.077
1714464,0.028,0.12,0.6217,0.11
1714465,0.038,0.17,0.58407,0.121
1714466,0.042,0.19,0.51122,0.143
1714467,0.05,0.22,0.54644,0.132
1714468,0.055,0.24,0.32442,0.209
1714469,0.062,0.27,0.27356,0.231
1714470,0.074,0.31,0.27356,0.231
1714471,0.074,0.3,0.27356,0.231
1714472,0.071,0.3,0.32442,0.209
1714473,0.043,0.18,0.44342,0.165
1714474,0.039,0.17,0.6217,0.11
1714475,0.028,0.12,0.54644,0.132
1714476,0.026,0.11,0.66142,0.099
1714477,0.022,0.1,0.74256,0.077
1714478,0.02,0.09,0.86935,0.044
1714479,0.015,0.07,0.82667,0.055
1714480,0.015,0.07,0.82667,0.055
1714481,0.01,0.04,0.82667,0.055
1714482,0.007,0.03,0.74256,0.077
1714483,0.005,0.02,0.95628,0.022
1714484,0.005,0.02,0.86883,0.044
1714485,0.005,0.02,0.74181,0.077
1714486,0.005,0.02,0.78398,0.066
1714487,0.003,0.01,1,0.011
1714488,0.003,0.01,0.95628,0.022
1714489,0.004,0.02,0.70113,0.088
1714490,0.003,0.01,0.74256,0.077
1714491,0.002,0.01,0.78313,0.066
1714492,-0.032,-0.14,0.66142,-0.099
1714493,-0.032,-0.14,0.66142,-0.099
1714494,-0.034,-0.15,0.66142,-0.099
1714495,-0.047,-0.2,0.38107,-0.187
1714496,-0.05,-0.21,0.38107,-0.187
1714497,-0.047,-0.2,0.32442,-0.209
1714498,-0.044,-0.18,0.35131,-0.198
1714499,-0.042,-0.17,0.44342,-0.165
1714500,-0.049,-0.19,0.476,-0.154
1714501,-0.043,-0.17,0.38107,-0.187
1714502,-0.045,-0.19,0.32442,-0.209
1714503,-0.044,-0.18,0.51122,-0.143
1714504,-0.04,-0.16,0.476,-0.154
1714505,-0.041,-0.16,0.476,-0.154
1714506,-0.042,-0.16,0.44342,-0.165
1714507,-0.042,-0.17,0.51122,-0.143
1714508,-0.041,-0.16,0.51122,-0.143
1714509,-0.042,-0.17,0.476,-0.154
1714510,-0.042,-0.16,0.58407,-0.121
1714511,-0.041,-0.16,0.58407,-0.121
1714512,-0.042,-0.16,0.58407,-0.121
1714513,-0.041,-0.16,0.54644,-0.132
1714514,-0.042,-0.16,0.54644,-0.132
1714515,-0.041,-0.16,0.58407,-0.121
1714516,-0.037,-0.14,0.58407,-0.121
1714517,-0.036,-0.14,0.54644,-0.132
1714518,-0.04,-0.15,0.51122,-0.143
1714519,-0.043,-0.16,0.51122,-0.143
1714520,-0.042,-0.16,0.51122,-0.143
1714521,-0.046,-0.17,0.476,-0.154
1714522,-0.048,-0.18,0.51122,-0.143
1714523,-0.048,-0.18,0.44342,-0.165
1714524,-0.045,-0.16,0.51122,-0.143
1714525,-0.048,-0.17,0.476,-0.154
1716737,-0.01,-0.04,0.91281,-0.033
1716738,-0.017,-0.07,0.91281,-0.033
1716739,-0.018,-0.08,0.91281,-0.033
1716740,-0.016,-0.07,0.91281,-0.033
1716741,-0.015,-0.07,0.91281,-0.033
1716742,-0.015,-0.06,1,-0.011
1716743,-0.011,-0.05,1,-0.011
1716744,-0.001,-0.01,1,-0.011
1716745,0.01,0.04,1,0.011
1716746,0,0,1,0
1716747,0.004,0.02,1,0.011
1716748,-0.002,-0.01,1,-0.011
1716749,0,0,1,0
1716750,0.001,0,1,0.011
1716751,0.006,0.03,1,0.011
1716752,0,0,1,0
1716753,0.003,0.02,1,0.011
1716754,-0.007,-0.03,1,-0.011
1716755,-0.001,-0.01,1,-0.011
1716756,-0.003,-0.02,1,-0.011
1716757,-0.006,-0.03,1,-0.011
1716758,-0.005,-0.02,0.82667,-0.055
1716759,-0.01,-0.05,0.82667,-0.055
1716760,-0.014,-0.07,0.78398,-0.066
1716761,-0.018,-0.1,0.86935,-0.044
1716762,-0.004,-0.02,1,-0.011
1716763,-0.001,-0.01,1,-0.011
1716764,0,0,1,0
1716765,0.009,0.05,0.86935,0.044
1716766,-0.024,-0.14,0.74256,-0.077
1716767,-0.023,-0.13,0.82667,-0.055
1716768,-0.022,-0.13,0.82667,-0.055
1716769,-0.017,-0.11,0.91281,-0.033
1716770,-0.015,-0.1,0.91281,-0.033
1716771,-0.013,-0.09,0.91281,-0.033
1716772,-0.013,-0.09,0.91281,-0.033
1716773,-0.011,-0.08,0.91281,-0.033
1716774,-0.003,-0.02,0.91281,-0.033
1716775,-0.007,-0.04,0.91281,-0.033
1716776,-0.005,-0.04,0.95628,-0.022
1716777,-0.009,-0.06,0.91281,-0.033
1716778,-0.009,-0.06,1,-0.011
1716779,-0.015,-0.09,0.95628,-0.022
1716780,-0.019,-0.11,0.91281,-0.033
1716781,-0.027,-0.15,0.91281,-0.033
1716782,-0.032,-0.18,0.82667,-0.055
1716783,-0.038,-0.23,0.82667,-0.055
1716784,-0.045,-0.28,0.74256,-0.077
1716785,-0.049,-0.31,0.78313,-0.066
1716786,-0.05,-0.31,0.70113,-0.088
1716787,-0.057,-0.33,0.58407,-0.121
1716788,-0.071,-0.44,0.51122,-0.143
1716789,-0.07,-0.42,0.44342,-0.165
1716790,-0.076,-0.44,0.32442,-0.209
1716791,-0.08,-0.49,0.32442,-0.209
1716792,-0.082,-0.51,0.32442,-0.209
1716793,-0.074,-0.48,0.38107,-0.187
1716794,-0.075,-0.51,0.41085,-0.176
1716795,-0.077,-0.54,0.51122,-0.143
1716796,-0.073,-0.51,0.6217,-0.11
1716797,-0.079,-0.53,0.51122,-0.143
1716798,-0.08,-0.52,0.58407,-0.121
1716799,-0.084,-0.54,0.58407,-0.121
1716800,-0.084,-0.51,0.51122,-0.143
1716801,-0.089,-0.53,0.51122,-0.143
1716802,-0.091,-0.51,0.51122,-0.143
1716803,-0.095,-0.51,0.51122,-0.143
1716804,-0.095,-0.49,0.51122,-0.143
1716805,-0.105,-0.52,0.51122,-0.143
1716806,-0.11,-0.54,0.44342,-0.165
1716807,-0.112,-0.59,0.38107,-0.187
1716808,-0.12,-0.66,0.38107,-0.187
1716809,-0.122,-0.71,0.38107,-0.187
1716810,-0.126,-0.78,0.41085,-0.176
1716811,-0.125,-0.77,0.38107,-0.187
1716812,-0.125,-0.73,0.41085,-0.176
1716813,-0.116,-0.65,0.44342,-0.165
1716814,-0.119,-0.64,0.44342,-0.165
1716815,-0.118,-0.64,0.44342,-0.165
1716816,-0.113,-0.59,0.32442,-0.209
1716817,-0.103,-0.53,0.38107,-0.187
1716818,-0.094,-0.46,0.44342,-0.165
1716819,-0.092,-0.46,0.44342,-0.165
1716820,-0.096,-0.5,0.51122,-0.143
1716821,-0.1,-0.54,0.54644,-0.132
1716822,-0.108,-0.56,0.58407,-0.121
1716823,-0.108,-0.55,0.51122,-0.143
1716824,-0.102,-0.5,0.44342,-0.165
1716825,-0.095,-0.45,0.38107,-0.187
1716826,-0.093,-0.44,0.38107,-0.187
1716827,-0.09,-0.41,0.32442,-0.209
1716828,-0.103,-0.51,0.32442,-0.209
1716829,-0.117,-0.6,0.32442,-0.209
1716830,-0.12,-0.6,0.32442,-0.209
1716831,-0.107,-0.52,0.38107,-0.187
1716832,-0.066,-0.32,0.35131,-0.198
1716833,-0.083,-0.39,0.38107,-0.187
1716834,-0.104,-0.47,0.38107,-0.187
1716835,-0.104,-0.47,0.38107,-0.187
1716836,-0.105,-0.48,0.38107,-0.187
1716837,-0.094,-0.42,0.44342,-0.165
1716838,-0.09,-0.39,0.44342,-0.165
1716839,-0.095,-0.4,0.44342,-0.165
1716840,-0.091,-0.39,0.44342,-0.165
1716841,-0.095,-0.42,0.44342,-0.165
1716842,-0.092,-0.41,0.44342,-0.165
1716843,-0.081,-0.37,0.44342,-0.165
1716844,-0.074,-0.33,0.44342,-0.165
1716845,-0.07,-0.32,0.44342,-0.165
1716846,-0.059,-0.26,0.51122,-0.143
1716847,-0.048,-0.21,0.51122,-0.143
1716848,-0.056,-0.24,0.51122,-0.143
1716849,-0.056,-0.23,0.58407,-0.121
1716850,-0.06,-0.26,0.6217,-0.11
1716851,-0.072,-0.32,0.70113,-0.088
1716855,-0.036,-0.16,0.74256,-0.077
1716856,-0.023,-0.1,0.74256,-0.077
1716857,0.012,0.05,0.78398,0.066
1716858,0.012,0.05,0.74181,0.077
1716859,0.014,0.06,0.66142,0.099
1716860,0.018,0.08,0.78398,0.066
1716861,0.015,0.06,0.82667,0.055
1716862,0.012,0.05,0.82667,0.055
