"nie_malla_modi_id","sen_slope_presp","sen_slope_per_presp","p_value_presp","tau_presp"
1664029,1.635,1.74,0.82667,0.055
1664030,1.465,1.49,0.74256,0.077
1664031,2.095,2.07,0.74256,0.077
1664032,1.964,1.95,0.74256,0.077
1664033,1.807,1.77,0.74256,0.077
1664034,1.443,1.49,0.82667,0.055
1664035,1.42,1.5,0.82667,0.055
1664036,0.655,0.68,0.91281,0.033
1664037,0.346,0.37,1,0.011
1664038,0.084,0.09,0.91281,0.033
1664039,0.016,0.02,1,0.011
1664040,-0.34,-0.4,1,-0.011
1664041,-0.39,-0.48,1,-0.011
1664042,-0.415,-0.52,1,-0.011
1664043,-0.625,-0.81,0.91281,-0.033
1664044,-0.405,-0.51,0.91281,-0.033
1664045,-0.657,-0.88,0.91281,-0.033
1664046,-0.658,-0.91,0.91281,-0.033
1664047,-0.644,-0.9,0.91281,-0.033
1664048,-0.601,-0.81,0.91281,-0.033
1664049,-0.961,-1.27,0.74256,-0.077
1664050,-1.009,-1.38,0.74256,-0.077
1664051,-0.758,-0.98,0.74256,-0.077
1664052,-0.777,-0.97,0.82667,-0.055
1664053,-0.791,-0.97,0.74256,-0.077
1664054,-0.796,-0.98,0.74256,-0.077
1664055,-0.803,-0.99,0.74256,-0.077
1664056,-0.788,-1.02,0.66142,-0.099
1664057,-1.069,-1.47,0.74256,-0.077
1664058,-0.794,-1.01,0.82667,-0.055
1664059,-1.36,-1.83,0.82667,-0.055
1664060,-1.584,-2.33,0.82667,-0.055
1664061,-1.337,-2.17,0.58407,-0.121
1664062,-1.731,-2.86,0.58407,-0.121
1664063,-1.604,-2.37,0.66142,-0.099
1664064,-1.475,-2.13,0.74256,-0.077
1664065,-1.468,-2.24,0.74256,-0.077
1664066,-1.316,-2.07,0.66142,-0.099
1664067,-1.396,-2.26,0.66142,-0.099
1664068,-1.529,-2.64,0.58407,-0.121
1664069,-1.531,-2.71,0.58407,-0.121
1664070,-1.423,-2.72,0.58407,-0.121
1666300,0.522,0.56,0.82667,0.055
1666302,-0.556,-0.56,0.91281,-0.033
1666303,-0.544,-0.54,0.82667,-0.055
1666304,-0.494,-0.47,0.91281,-0.033
1666305,-0.681,-0.63,0.82667,-0.055
1666306,-0.789,-0.71,0.82667,-0.055
1666307,-0.956,-0.85,0.82667,-0.055
1666308,-1.281,-1.12,0.82667,-0.055
1666311,-1.674,-1.43,0.91281,-0.033
1666312,-1.262,-0.98,1,-0.011
1666313,-1.307,-1,0.91281,-0.033
1666314,-2.47,-1.86,0.91281,-0.033
1666315,-2.591,-1.96,0.91281,-0.033
1666316,-2.42,-1.85,0.91281,-0.033
1666317,-1.307,-1.04,1,-0.011
1666318,-2.243,-1.67,0.91281,-0.033
1666319,-2.06,-1.49,0.82667,-0.055
1666320,-1.944,-1.39,0.82667,-0.055
1666321,-2.067,-1.57,0.91281,-0.033
1666322,-1.212,-0.94,0.91281,-0.033
1666323,-1.87,-1.4,0.82667,-0.055
1666324,-2.38,-1.68,0.82667,-0.055
1666325,-2.572,-1.75,0.82667,-0.055
1666326,-2.058,-1.33,0.74256,-0.077
1666327,-1.852,-1.18,0.74256,-0.077
1666328,-1.905,-1.21,0.74256,-0.077
1666329,-1.67,-1.04,0.74256,-0.077
1666330,-1.635,-1,0.74256,-0.077
1666331,-1.657,-0.99,0.74256,-0.077
1666332,-1.64,-0.98,0.66142,-0.099
1666333,-1.548,-0.91,0.66142,-0.099
1666334,-1.508,-0.89,0.66142,-0.099
1666335,-1.554,-0.94,0.74256,-0.077
1666336,-1.622,-1,0.74256,-0.077
1666338,-1.834,-1.29,0.66142,-0.099
1666339,-1.745,-1.29,0.74256,-0.077
1666340,-1.695,-1.26,0.74256,-0.077
1666341,-2.1,-1.43,0.38107,-0.187
1666342,-1.831,-1.25,0.38107,-0.187
1666343,-1.787,-1.24,0.38107,-0.187
1666344,-1.72,-1.22,0.38107,-0.187
1666345,-2.752,-2.08,0.44342,-0.165
1666346,-1.527,-1.26,0.58407,-0.121
1666347,-2.59,-2,0.44342,-0.165
1666348,-1.813,-1.47,0.32442,-0.209
1666349,-2.341,-1.79,0.32442,-0.209
1666350,-2.644,-1.96,0.32442,-0.209
1666351,-2.625,-1.91,0.32442,-0.209
1666352,-2.57,-1.84,0.32442,-0.209
1666353,-2.538,-1.8,0.32442,-0.209
1666354,-2.552,-1.79,0.32442,-0.209
1666355,-2.6,-1.88,0.32442,-0.209
1666356,-2.543,-1.79,0.32442,-0.209
1666357,-2.874,-1.9,0.32442,-0.209
1666358,-3.21,-2.01,0.32442,-0.209
1666359,-3.412,-2.1,0.32442,-0.209
1666360,-4.535,-2.87,0.22844,-0.253
1666361,-4.498,-2.87,0.22844,-0.253
1666362,-4.867,-3.02,0.22844,-0.253
1666363,-4.98,-3.08,0.22844,-0.253
1666364,-4.683,-2.99,0.22844,-0.253
1666365,-4.534,-2.93,0.22844,-0.253
1666366,-4.308,-2.86,0.22844,-0.253
1666367,-4.306,-2.91,0.22844,-0.253
1666368,-4.236,-2.95,0.22844,-0.253
1666369,-4.148,-2.99,0.22844,-0.253
1666370,-4.03,-3.03,0.22844,-0.253
1666371,-5.116,-3.99,0.27356,-0.231
1666372,-4.992,-4.01,0.18889,-0.275
1666373,-4.754,-4.05,0.18889,-0.275
1666374,-4.42,-3.82,0.18889,-0.275
1666375,-4.513,-3.82,0.18889,-0.275
1666376,-4.488,-3.87,0.12531,-0.319
1666377,-4.453,-3.79,0.18889,-0.275
1666378,-4.815,-3.86,0.22844,-0.253
1666379,-4.733,-3.74,0.22844,-0.253
1666380,-4.26,-3.53,0.18889,-0.275
1666381,-3.97,-3.35,0.12531,-0.319
1666382,-3.79,-3.07,0.15463,-0.297
1666383,-3.947,-3.12,0.15463,-0.297
1666384,-3.703,-2.96,0.12531,-0.319
1666385,-3.643,-3.03,0.15463,-0.297
1666386,-3.825,-3.16,0.15463,-0.297
1666387,-3.49,-2.94,0.15463,-0.297
1666388,-4.235,-3.4,0.15463,-0.297
1666389,-4.49,-3.5,0.15463,-0.297
1666390,-4.055,-3.22,0.15463,-0.297
1666391,-3.795,-3.01,0.17048,-0.286
1666392,-4.255,-3.28,0.12531,-0.319
1666393,-3.683,-2.91,0.18889,-0.275
1666394,-5.113,-4.27,0.12531,-0.319
1666395,-5.39,-4.65,0.12531,-0.319
1666396,-5.63,-4.91,0.12531,-0.319
1666397,-5.403,-4.6,0.12531,-0.319
1666398,-5.603,-4.8,0.12531,-0.319
1666399,-5.398,-4.8,0.12531,-0.319
1666400,-4.882,-4,0.15463,-0.297
1666401,-5.38,-4.24,0.18889,-0.275
1666402,-4.798,-3.68,0.22844,-0.253
1666403,-4.673,-3.52,0.27356,-0.231
1666404,-4.508,-3.37,0.32442,-0.209
1666405,-4.207,-3.27,0.32442,-0.209
1666406,-3.925,-3.12,0.38107,-0.187
1666407,-3.184,-2.49,0.38107,-0.187
1666408,-3.353,-2.66,0.44342,-0.165
1666409,-2.849,-2.19,0.58407,-0.121
1666410,-1.809,-1.43,0.51122,-0.143
1666411,-2.262,-1.86,0.66142,-0.099
1666412,-1.896,-1.58,0.66142,-0.099
1666413,-1.616,-1.34,0.74256,-0.077
1666414,-1.356,-1.12,0.66142,-0.099
1666415,-1.241,-1.07,0.91281,-0.033
1666416,-0.968,-0.89,0.82667,-0.055
1666417,-0.432,-0.41,0.82667,-0.055
1666418,-0.073,-0.07,1,-0.011
1666419,0.26,0.25,1,0.011
1666420,0.418,0.4,0.91281,0.033
1666421,0.37,0.35,0.74256,0.077
1666422,0.902,0.86,0.82667,0.055
1666423,1.022,0.95,0.82667,0.055
1666424,1.11,1.09,0.82667,0.055
1666425,0.925,0.96,0.82667,0.055
1666426,0.834,0.88,0.82667,0.055
1666427,0.887,0.95,0.82667,0.055
1666428,0.927,0.99,0.82667,0.055
1666429,0.969,1.04,0.82667,0.055
1666430,1.109,1.14,0.82667,0.055
1666431,1.925,2.05,0.82667,0.055
1666432,1.748,1.79,0.82667,0.055
1666433,1.572,1.55,0.82667,0.055
1666434,1.75,1.7,0.74256,0.077
1666435,2.024,2,0.74256,0.077
1666436,1.918,1.98,0.82667,0.055
1666437,1.606,1.6,0.82667,0.055
1666438,1.533,1.52,0.82667,0.055
1666439,0.874,0.91,0.91281,0.033
1666440,0.614,0.64,0.82667,0.055
1666441,0.346,0.37,0.82667,0.055
1666442,0.13,0.15,0.91281,0.033
1666443,0.03,0.04,1,0.011
1666444,-0.167,-0.22,1,-0.011
1666445,-0.275,-0.36,0.91281,-0.033
1666446,-0.33,-0.44,0.91281,-0.033
1666447,-0.374,-0.51,0.91281,-0.033
1666448,-0.384,-0.52,0.91281,-0.033
1666449,-0.112,-0.15,1,-0.011
1666450,-0.072,-0.09,1,-0.011
1666451,-0.749,-0.95,0.66142,-0.099
1666452,-0.782,-1.02,0.74256,-0.077
1666453,-0.778,-0.99,0.74256,-0.077
1666454,-0.785,-1.01,0.74256,-0.077
1666455,-0.801,-1,0.74256,-0.077
1666456,-0.812,-1.01,0.74256,-0.077
1666457,-0.813,-1.03,0.74256,-0.077
1666458,-0.817,-1.03,0.74256,-0.077
1666459,-0.818,-1.03,0.82667,-0.055
1666460,-0.832,-1.01,0.82667,-0.055
1666461,-1.065,-1.4,0.82667,-0.055
1666462,-1.509,-2.13,0.82667,-0.055
1666463,-1.648,-2.53,0.58407,-0.121
1666464,-1.794,-2.85,0.66142,-0.099
1666465,-1.593,-2.33,0.66142,-0.099
1666466,-1.404,-1.94,0.74256,-0.077
1666467,-1.35,-1.91,0.74256,-0.077
1666468,-0.992,-1.47,0.66142,-0.099
1666469,-1.285,-2.01,0.58407,-0.121
1666470,-1.459,-2.47,0.58407,-0.121
1666471,-1.545,-2.75,0.58407,-0.121
1666472,-1.527,-2.77,0.58407,-0.121
1666473,-1.508,-2.83,0.58407,-0.121
1666475,-1.341,-2.61,0.58407,-0.121
1668702,0.39,0.41,0.82667,0.055
1668703,-0.714,-0.72,0.91281,-0.033
1668704,-0.778,-0.77,0.91281,-0.033
1668705,-0.486,-0.47,0.82667,-0.055
1668706,-0.629,-0.59,0.91281,-0.033
1668707,-0.711,-0.65,0.82667,-0.055
1668708,-0.869,-0.78,0.82667,-0.055
1668709,-1.143,-1.01,0.74256,-0.077
1668710,-1.553,-1.35,0.74256,-0.077
1668713,-1.105,-0.88,1,-0.011
1668714,-1.157,-0.89,1,-0.011
1668715,-2.82,-2.06,0.91281,-0.033
1668716,-2.649,-1.91,0.91281,-0.033
1668717,-2.459,-1.75,0.91281,-0.033
1668718,-2.456,-1.82,0.91281,-0.033
1668719,-2.364,-1.76,0.91281,-0.033
1668720,-2.019,-1.41,0.91281,-0.033
1668721,-1.807,-1.23,0.82667,-0.055
1668722,-1.91,-1.37,0.91281,-0.033
1668723,-1.843,-1.34,0.91281,-0.033
1668724,-1.873,-1.41,0.91281,-0.033
1668725,-1.052,-0.81,0.91281,-0.033
1668726,-1.631,-1.2,0.82667,-0.055
1668727,-1.456,-1.03,0.82667,-0.055
1668728,-2.396,-1.63,0.82667,-0.055
1668729,-2.262,-1.52,0.82667,-0.055
1668730,-2.064,-1.35,0.82667,-0.055
1668731,-1.896,-1.22,0.82667,-0.055
1668732,-1.736,-1.09,0.74256,-0.077
1668733,-1.574,-0.96,0.74256,-0.077
1668734,-1.408,-0.84,0.66142,-0.099
1668735,-1.268,-0.74,0.66142,-0.099
1668736,-1.198,-0.7,0.66142,-0.099
1668737,-1.162,-0.68,0.66142,-0.099
1668738,-1.283,-0.75,0.66142,-0.099
1668739,-0.852,-0.56,0.74256,-0.077
1668741,-0.607,-0.43,0.82667,-0.055
1668742,-2.848,-2.09,0.44342,-0.165
1668743,-1.876,-1.28,0.38107,-0.187
1668744,-2.176,-1.43,0.44342,-0.165
1668745,-2.128,-1.42,0.44342,-0.165
1668746,-1.819,-1.27,0.38107,-0.187
1668747,-1.637,-1.21,0.38107,-0.187
1668748,-2.23,-1.8,0.44342,-0.165
1668749,-1.552,-1.39,0.32442,-0.209
1668750,-1.731,-1.44,0.32442,-0.209
1668751,-2.147,-1.67,0.32442,-0.209
1668752,-2.64,-1.93,0.32442,-0.209
1668753,-2.59,-1.8,0.32442,-0.209
1668754,-2.665,-1.82,0.32442,-0.209
1668755,-2.713,-1.84,0.32442,-0.209
1668756,-2.757,-1.85,0.32442,-0.209
1668757,-2.69,-1.83,0.32442,-0.209
1668758,-2.757,-1.85,0.32442,-0.209
1668759,-2.76,-1.87,0.32442,-0.209
1668760,-3.184,-2.01,0.32442,-0.209
1668761,-3.57,-2.12,0.32442,-0.209
1668762,-3.73,-2.2,0.32442,-0.209
1668763,-4.452,-2.85,0.22844,-0.253
1668764,-4.62,-2.93,0.22844,-0.253
1668765,-5.002,-3.08,0.22844,-0.253
1668766,-4.858,-3.05,0.22844,-0.253
1668767,-4.654,-2.98,0.22844,-0.253
1668768,-4.567,-2.94,0.22844,-0.253
1668769,-4.386,-2.91,0.22844,-0.253
1668770,-4.29,-2.95,0.22844,-0.253
1668771,-4.196,-2.99,0.22844,-0.253
1668772,-4.098,-3.03,0.22844,-0.253
1668773,-3.917,-3.01,0.22844,-0.253
1668774,-4.934,-3.97,0.22844,-0.253
1668775,-4.804,-4,0.2073,-0.264
1668776,-4.918,-4.01,0.15463,-0.297
1668777,-4.872,-4.04,0.18889,-0.275
1668778,-4.922,-4.07,0.18889,-0.275
1668779,-5.098,-4.1,0.18889,-0.275
1668780,-5.326,-4.13,0.22844,-0.253
1668781,-5.454,-4.16,0.27356,-0.231
1668782,-4.78,-3.84,0.22844,-0.253
1668783,-4.457,-3.6,0.22844,-0.253
1668784,-4.48,-3.53,0.22844,-0.253
1668785,-4.45,-3.44,0.22844,-0.253
1668786,-4.1,-3.26,0.15463,-0.297
1668787,-3.797,-3.06,0.12531,-0.319
1668788,-3.873,-3.1,0.12531,-0.319
1668789,-3.91,-3.24,0.15463,-0.297
1668790,-4.243,-3.33,0.15463,-0.297
1668791,-4.563,-3.41,0.12531,-0.319
1668792,-4.68,-3.54,0.15463,-0.297
1668793,-4.648,-3.58,0.15463,-0.297
1668794,-3.758,-2.98,0.12531,-0.319
1668795,-3.59,-2.89,0.18889,-0.275
1668796,-4.063,-3.33,0.15463,-0.297
1668797,-4.197,-3.43,0.15463,-0.297
1668798,-5.2,-4.3,0.15463,-0.297
1668799,-4.287,-3.47,0.15463,-0.297
1668800,-5.388,-4.43,0.15463,-0.297
1668801,-5.57,-4.83,0.12531,-0.319
1668802,-4.515,-3.83,0.22844,-0.253
1668803,-4.47,-3.71,0.27356,-0.231
1668804,-4.432,-3.51,0.27356,-0.231
1668805,-4.375,-3.28,0.32442,-0.209
1668806,-4.158,-3.12,0.38107,-0.187
1668807,-3.902,-3.01,0.32442,-0.209
1668808,-3.51,-2.76,0.38107,-0.187
1668809,-3.32,-2.63,0.44342,-0.165
1668810,-2.9,-2.27,0.51122,-0.143
1668811,-2.667,-2.03,0.58407,-0.121
1668812,-1.644,-1.27,0.66142,-0.099
1668813,-1.85,-1.49,0.66142,-0.099
1668814,-1.639,-1.34,0.70113,-0.088
1668815,-1.341,-1.07,0.66142,-0.099
1668816,-1.246,-1.05,0.66142,-0.099
1668817,-1.096,-0.95,0.82667,-0.055
1668818,-0.712,-0.63,0.82667,-0.055
1668819,-0.396,-0.35,0.91281,-0.033
1668820,-0.008,-0.01,1,-0.011
1668821,0.315,0.29,0.91281,0.033
1668822,0.49,0.45,0.91281,0.033
1668823,0.638,0.59,0.91281,0.033
1668824,0.716,0.65,0.82667,0.055
1668825,0.928,0.84,0.82667,0.055
1668826,1.338,1.3,0.91281,0.033
1668827,0.41,0.41,0.91281,0.033
1668828,0.937,0.94,0.91281,0.033
1668829,0.894,0.92,0.91281,0.033
1668830,0.85,0.91,0.91281,0.033
1668831,0.971,1,0.91281,0.033
1668832,1.094,1.09,0.82667,0.055
1668833,1.087,1.11,0.82667,0.055
1668834,1.214,1.2,0.82667,0.055
1668835,1.317,1.27,0.82667,0.055
1668836,1.42,1.35,0.82667,0.055
1668837,1.5,1.48,0.74256,0.077
1668838,1.73,1.75,0.74256,0.077
1668839,1.966,1.9,0.74256,0.077
1668840,1.855,1.83,0.74256,0.077
1668841,1.308,1.34,0.91281,0.033
1668842,1.085,1.17,0.91281,0.033
1668843,0.816,0.91,0.82667,0.055
1668844,0.212,0.25,0.82667,0.055
1668845,0.351,0.44,0.82667,0.055
1668846,0.243,0.29,0.82667,0.055
1668847,0.212,0.26,0.82667,0.055
1668848,-0.013,-0.02,1,-0.011
1668849,0.033,0.04,1,0.011
1668850,0.04,0.05,1,0.011
1668851,0.07,0.09,1,0.011
1668852,0.5,0.61,0.91281,0.033
1668853,0.133,0.16,0.91281,0.033
1668854,-0.8,-0.99,0.82667,-0.055
1668855,-0.816,-1.01,0.74256,-0.077
1668856,-0.824,-1.01,0.74256,-0.077
1668857,-0.828,-1.04,0.74256,-0.077
1668858,-0.835,-1.04,0.74256,-0.077
1668859,-0.837,-1.06,0.74256,-0.077
1668860,-0.832,-1.07,0.74256,-0.077
1668861,-0.846,-1.06,0.82667,-0.055
1668862,-0.856,-1.04,0.82667,-0.055
1668863,-1.175,-1.55,0.82667,-0.055
1668864,-1.4,-1.91,0.82667,-0.055
1668865,-1.637,-2.4,0.74256,-0.077
1668866,-1.766,-2.72,0.66142,-0.099
1668867,-1.685,-2.56,0.66142,-0.099
1668868,-1.456,-2.06,0.74256,-0.077
1668869,-0.869,-1.17,0.58407,-0.121
1668870,-0.956,-1.38,0.74256,-0.077
1668871,-1.242,-1.92,0.66142,-0.099
1668872,-1.197,-1.88,0.58407,-0.121
1668873,-1.207,-1.95,0.58407,-0.121
1668874,-1.22,-2.03,0.58407,-0.121
1668875,-1.279,-2.21,0.58407,-0.121
1668876,-1.433,-2.64,0.58407,-0.121
1668877,-1.393,-2.68,0.58407,-0.121
1668879,-1.355,-2.67,0.58407,-0.121
1671104,0.286,0.29,1,0.011
1671105,-0.927,-0.91,0.91281,-0.033
1671106,-0.82,-0.79,0.82667,-0.055
1671107,-0.55,-0.52,0.91281,-0.033
1671108,-0.851,-0.78,0.74256,-0.077
1671109,-0.831,-0.75,0.66142,-0.099
1671110,-0.946,-0.83,0.66142,-0.099
1671111,-0.86,-0.75,0.74256,-0.077
1671112,-0.886,-0.76,0.74256,-0.077
1671113,-0.935,-0.8,0.74256,-0.077
1671115,-0.984,-0.79,0.74256,-0.077
1671116,-1.061,-0.79,1,-0.011
1671117,-2.861,-2.03,0.91281,-0.033
1671118,-2.589,-1.79,0.91281,-0.033
1671119,-2.43,-1.69,0.91281,-0.033
1671120,-2.311,-1.63,0.91281,-0.033
1671121,-2.171,-1.53,0.91281,-0.033
1671122,-1.974,-1.37,0.91281,-0.033
1671123,-1.759,-1.19,0.82667,-0.055
1671124,-1.839,-1.32,0.91281,-0.033
1671125,-1.42,-1.07,0.91281,-0.033
1671126,-1.721,-1.27,0.91281,-0.033
1671127,-1.666,-1.25,0.91281,-0.033
1671128,-1.591,-1.2,0.91281,-0.033
1671129,-1.417,-1.03,0.82667,-0.055
1671130,-1.276,-0.91,0.82667,-0.055
1671131,-1.976,-1.36,0.82667,-0.055
1671132,-1.806,-1.21,0.82667,-0.055
1671133,-1.674,-1.1,0.82667,-0.055
1671134,-1.452,-0.92,0.82667,-0.055
1671135,-1.385,-0.86,0.82667,-0.055
1671136,-1.411,-0.86,0.74256,-0.077
1671137,-1.432,-0.86,0.74256,-0.077
1671138,-1.451,-0.86,0.66142,-0.099
1671139,-0.815,-0.51,0.82667,-0.055
1671140,-1.065,-0.66,0.74256,-0.077
1671141,-0.743,-0.48,0.82667,-0.055
1671142,-1.71,-1.11,0.51122,-0.143
1671143,-1.73,-1.18,0.58407,-0.121
1671144,-1.754,-1.26,0.58407,-0.121
1671145,-1.706,-1.18,0.44342,-0.165
1671146,-1.648,-1.08,0.44342,-0.165
1671147,-2.422,-1.56,0.44342,-0.165
1671148,-1.951,-1.35,0.44342,-0.165
1671149,-1.719,-1.25,0.38107,-0.187
1671150,-1.659,-1.42,0.27356,-0.231
1671151,-1.574,-1.39,0.32442,-0.209
1671152,-1.567,-1.38,0.32442,-0.209
1671153,-1.908,-1.53,0.32442,-0.209
1671154,-2.576,-1.93,0.32442,-0.209
1671155,-2.555,-1.82,0.32442,-0.209
1671156,-2.695,-1.83,0.32442,-0.209
1671157,-2.897,-1.89,0.32442,-0.209
1671158,-3.023,-1.92,0.32442,-0.209
1671159,-2.975,-1.91,0.32442,-0.209
1671160,-3.032,-1.92,0.32442,-0.209
1671161,-2.942,-1.9,0.32442,-0.209
1671162,-3.162,-2,0.32442,-0.209
1671163,-3.614,-2.13,0.32442,-0.209
1671164,-3.592,-2.19,0.32442,-0.209
1671165,-3.614,-2.25,0.32442,-0.209
1671166,-4.265,-2.79,0.22844,-0.253
1671167,-4.872,-3.03,0.22844,-0.253
1671168,-4.868,-3.05,0.22844,-0.253
1671169,-4.54,-2.94,0.22844,-0.253
1671170,-4.36,-2.86,0.22844,-0.253
1671171,-4.424,-2.92,0.22844,-0.253
1671172,-4.366,-2.97,0.22844,-0.253
1671173,-4.278,-3,0.22844,-0.253
1671174,-4.188,-3.04,0.22844,-0.253
1671175,-3.92,-2.95,0.22844,-0.253
1671176,-4.998,-3.92,0.27356,-0.231
1671177,-4.92,-3.94,0.27356,-0.231
1671178,-5.012,-3.96,0.27356,-0.231
1671179,-4.908,-3.99,0.22844,-0.253
1671180,-5.188,-4,0.27356,-0.231
1671181,-5.198,-4.04,0.27356,-0.231
1671182,-5.398,-4.06,0.27356,-0.231
1671183,-5.452,-4.1,0.27356,-0.231
1671184,-5.354,-4.15,0.27356,-0.231
1671185,-5.415,-4.19,0.27356,-0.231
1671186,-5.373,-4.08,0.27356,-0.231
1671187,-5.335,-3.97,0.22844,-0.253
1671188,-4.65,-3.59,0.22844,-0.253
1671189,-4.697,-3.61,0.18889,-0.275
1671190,-4.443,-3.45,0.15463,-0.297
1671191,-4.057,-3.22,0.12531,-0.319
1671192,-4.157,-3.29,0.12531,-0.319
1671193,-4.773,-3.52,0.12531,-0.319
1671194,-4.71,-3.47,0.12531,-0.319
1671195,-4.743,-3.58,0.15463,-0.297
1671196,-4.617,-3.55,0.15463,-0.297
1671197,-4.085,-3.19,0.12531,-0.319
1671198,-3.883,-3.05,0.12531,-0.319
1671199,-3.83,-3.03,0.18889,-0.275
1671200,-3.837,-3.03,0.18889,-0.275
1671201,-3.963,-3.09,0.18889,-0.275
1671202,-4.177,-3.4,0.15463,-0.297
1671203,-5.268,-4.38,0.12531,-0.319
1671204,-4.352,-3.49,0.27356,-0.231
1671205,-4.213,-3.44,0.32442,-0.209
1671206,-4.087,-3.32,0.38107,-0.187
1671207,-4.052,-3.06,0.38107,-0.187
1671208,-3.867,-2.89,0.38107,-0.187
1671209,-3.613,-2.72,0.38107,-0.187
1671210,-3.18,-2.44,0.51122,-0.143
1671211,-2.962,-2.39,0.58407,-0.121
1671212,-1.753,-1.37,0.58407,-0.121
1671213,-1.75,-1.33,0.58407,-0.121
1671214,-1.47,-1.1,0.58407,-0.121
1671215,-1.5,-1.19,0.66142,-0.099
1671216,-1.42,-1.14,0.66142,-0.099
1671217,-1.113,-0.87,0.58407,-0.121
1671218,-0.983,-0.79,0.74256,-0.077
1671219,-0.844,-0.7,0.74256,-0.077
1671220,-0.7,-0.6,0.91281,-0.033
1671221,-0.325,-0.28,0.91281,-0.033
1671222,-0.1,-0.09,1,-0.011
1671223,0.347,0.3,0.91281,0.033
1671224,0.458,0.41,0.91281,0.033
1671225,0.542,0.49,0.82667,0.055
1671226,0.54,0.47,0.82667,0.055
1671227,0.912,0.83,0.82667,0.055
1671228,1.36,1.32,0.91281,0.033
1671229,1.005,0.98,0.91281,0.033
1671230,1.139,1.09,0.91281,0.033
1671231,1.003,0.98,0.91281,0.033
1671232,0.889,0.9,0.91281,0.033
1671233,0.997,0.99,0.91281,0.033
1671234,1.136,1.08,0.91281,0.033
1671235,1.047,1.05,0.91281,0.033
1671236,1.186,1.14,0.91281,0.033
1671237,1.341,1.24,0.91281,0.033
1671238,1.379,1.28,0.82667,0.055
1671239,1.62,1.62,0.82667,0.055
1671240,1.433,1.34,0.82667,0.055
1671241,1.482,1.39,0.74256,0.077
1671242,2.091,2.05,0.74256,0.077
1671243,1.518,1.6,0.74256,0.077
1671244,1.515,1.68,0.82667,0.055
1671245,0.703,0.84,0.82667,0.055
1671246,0.515,0.61,0.82667,0.055
1671247,0.886,0.99,0.82667,0.055
1671248,0.365,0.43,0.74256,0.077
1671249,0.457,0.59,0.82667,0.055
1671250,0.339,0.44,0.82667,0.055
1671251,0.275,0.34,0.82667,0.055
1671252,0.28,0.34,0.74256,0.077
1671253,0.373,0.44,0.82667,0.055
1671254,0.075,0.09,1,0.011
1671255,0.004,0,1,0.011
1671256,-0.856,-0.99,0.66142,-0.099
1671257,-0.862,-1.02,0.66142,-0.099
1671258,-0.868,-1.03,0.66142,-0.099
1671259,-0.868,-1.05,0.66142,-0.099
1671260,-0.872,-1.07,0.66142,-0.099
1671261,-0.867,-1.08,0.66142,-0.099
1671262,-0.862,-1.09,0.74256,-0.077
1671263,-0.874,-1.09,0.82667,-0.055
1671264,-0.852,-1.09,0.82667,-0.055
1671265,-0.853,-1.08,0.82667,-0.055
1671266,-1.283,-1.7,0.82667,-0.055
1671267,-1.497,-2.05,0.82667,-0.055
1671268,-1.747,-2.57,0.74256,-0.077
1671269,-1.727,-2.66,0.66142,-0.099
1671270,-1.084,-1.55,0.74256,-0.077
1671271,-0.907,-1.23,0.66142,-0.099
1671272,-0.836,-1.13,0.58407,-0.121
1671273,-0.908,-1.3,0.58407,-0.121
1671274,-1.168,-1.81,0.58407,-0.121
1671275,-1.258,-2.05,0.58407,-0.121
1671276,-1.356,-2.33,0.58407,-0.121
1671277,-1.36,-2.4,0.58407,-0.121
1671278,-1.236,-2.15,0.58407,-0.121
1671279,-1.321,-2.39,0.58407,-0.121
1671280,-1.192,-2.11,0.58407,-0.121
1671281,-1.255,-2.28,0.58407,-0.121
1671282,-1.368,-2.71,0.58407,-0.121
1673508,-0.55,-0.51,0.74256,-0.077
1673509,-0.544,-0.51,0.82667,-0.055
1673510,-0.96,-0.86,0.74256,-0.077
1673511,-1.336,-1.17,0.74256,-0.077
1673512,-1.312,-1.13,0.74256,-0.077
1673513,-1.236,-1.05,0.74256,-0.077
1673514,-1.123,-0.94,0.74256,-0.077
1673515,-1.15,-0.93,0.66142,-0.099
1673517,-0.908,-0.71,0.74256,-0.077
1673518,-0.958,-0.72,0.91281,-0.033
1673519,-2.21,-1.57,0.82667,-0.055
1673520,-2.61,-1.77,0.91281,-0.033
1673521,-2.387,-1.61,0.91281,-0.033
1673522,-2.219,-1.51,0.91281,-0.033
1673523,-2.053,-1.4,0.91281,-0.033
1673524,-1.933,-1.35,0.91281,-0.033
1673525,-1.699,-1.16,0.91281,-0.033
1673526,-1.701,-1.21,0.91281,-0.033
1673527,-1.65,-1.22,0.91281,-0.033
1673528,-1.591,-1.18,0.91281,-0.033
1673529,-1.284,-0.89,0.82667,-0.055
1673530,-1.353,-0.99,0.91281,-0.033
1673531,-1.336,-0.99,0.91281,-0.033
1673532,-1.249,-0.92,0.91281,-0.033
1673533,-1.1,-0.79,0.82667,-0.055
1673534,-0.971,-0.68,0.82667,-0.055
1673535,-1.33,-0.89,0.82667,-0.055
1673536,-1.203,-0.78,0.82667,-0.055
1673537,-1.215,-0.79,0.82667,-0.055
1673538,-1.245,-0.79,0.82667,-0.055
1673539,-0.938,-0.63,0.91281,-0.033
1673540,-0.709,-0.46,0.91281,-0.033
1673541,-0.73,-0.46,0.82667,-0.055
